year,asset,I,Kg,Kn,B,R,D,DeltaKg,DeltaKn,DeltaB,z,delta,residual_kg,residual_kn,I_residual
2013,RC,6683732.3604557253,175606514.24968401,133532446.08810459,42074068.161579415,2018694.9922044133,2508186.7015661784,4665037.3682513535,4175545.658889547,489491.70936180651,0.011809275484408081,0.019389662965360512,4.0978193283081055e-08,0,
2014,RC,6377157.9612591676,179927782.19787323,137325391.20651814,42602390.991355091,2055890.0130699002,2584212.8428456145,4321267.9481892288,3792945.1184135526,528322.82977567613,0.011707367587439028,0.019352696056661414,-3.9115548133850098e-08,-4.6566128730773926e-10,
2015,RC,6816868.2596323602,184651077.74574846,141482199.25467893,43168878.491069525,2093572.711757171,2660060.2114715693,4723295.5478752255,4156808.0481607914,566487.49971443415,0.011635627840145284,0.019370490687124362,3.6321580410003662e-08,4.6566128730773926e-10,
2016,RC,7115813.5119485166,189635043.70181775,145856558.0087218,43778485.693095952,2131847.5558792157,2741454.7579056532,4983965.9560692906,4374358.7540428638,609607.20202642679,0.011545275456310197,0.019376676163838973,-1.0244548320770264e-08,0,
2017,RC,6377598.0649771001,193841795.90630662,149416996.63798833,44424799.268318295,2170845.8604882285,2817159.4357105694,4206752.2044888735,3560438.6292665303,646313.57522234321,0.011447493132659952,0.019314588758786638,1.862645149230957e-09,-4.6566128730773926e-10,
2018,RC,6866759.1413441887,198497822.72336924,153394676.31965449,45103146.403714746,2210732.3242815887,2889079.4596780231,4656026.8170626163,3977679.6816661656,678347.13539645076,0.011404827911056631,0.019335681513380741,1.6763806343078613e-08,0,
2019,RC,7046503.9732295386,203292615.6809206,157468078.52727294,45824537.153647661,2251711.0156781599,2973101.7656110935,4794792.9575513601,4073402.2076184452,721390.74993291497,0.011343756746471683,0.019382040087333522,-1.862645149230957e-08,0,
2020,RC,5689334.173559743,206687919.78731477,160119989.81382668,46567929.973488092,2294030.0671655722,3037422.8870060025,3395304.1063941717,2651911.2865537405,743392.81984043121,0.011284374788930768,0.01928913412428495,9.3132257461547852e-10,0,
2021,RC,6534727.3138377685,210884662.54621133,163552938.92181569,47331723.624395639,2337984.55494121,3101778.2058487548,4196742.7588965595,3432949.1079890132,763793.65090754628,0.011311665226235931,0.019371586330071761,9.3132257461547852e-10,-4.6566128730773926e-10,
2022,RC,6220505.93261436,214721251.61283019,166609453.90190122,48111797.710928977,2383916.8659954946,3163990.9525288376,3836589.0666188598,3056514.9800855219,780074.08653333783,0.011304363424121017,0.019345362873860319,-5.5879354476928711e-09,-4.6566128730773926e-10,
2023,RC,6215062.3726425087,218504100.11678395,169601636.4545075,48902463.662276447,2432213.8686887417,3222879.8200362241,3782848.5039537549,2992182.5526062846,790665.95134747028,0.011327308547336216,0.019343919234822288,-1.2107193470001221e-08,0,
2024,RC,5724026.2870352864,221744825.69678324,172050856.09989479,49693969.596888453,2483300.7070360049,3274806.6416479945,3240725.5799992979,2449219.6453872919,791505.93461200595,0.011365007364661599,0.019308815115863583,1.6298145055770874e-08,0,
1900,NR,892393.0306735793,892393.0306735793,534904.9683985981,357488.06227498123,0.0,,,,,,,,,
1901,NR,826663.4386070066,1718595.935302831,1028650.9916269251,689944.9436759059,460.53397775486593,332917.41537867964,826202.9046292517,493746.0232283269,332456.8814009247,0.000516066309266506,0.6223860966843697,0.0,0.0,
1902,NR,839978.1260892447,2556098.9895626893,1529189.0761087262,1026909.9134539632,2475.0718293860805,339440.0416074436,837503.0542598583,500538.08448180114,336964.9697780573,0.0014401708851650183,0.3299856261943438,-3.4924596548080444e-10,0.0,
1903,NR,845322.1798904439,3394800.0277804313,2030522.1002704855,1364277.9275099463,6621.141672701915,343989.1557286846,838701.038217742,501333.0241617593,337368.01405598305,0.002590330695226594,0.22494873989292533,0.0,0.0,
1904,NR,842017.856510314,4223560.203564027,2526040.9574383325,1697519.2461256953,13257.6807267181,346498.99934246705,828760.175783596,495518.857167847,333241.318615749,0.0039052906263189117,0.17064527359554962,0.0,0.0,
1905,NR,1007436.0927284869,5208404.868537441,3108889.8523377012,2099515.0161997387,22591.427755074114,424587.1978291181,984844.6649734136,582848.8948993688,401995.7700740434,0.005348906293796988,0.16808405128145412,8.149072527885437e-10,0.0,
1906,NR,1273914.4500239484,6447318.42476695,3842186.1228791787,2605132.3018877716,35000.89379443803,540618.179482471,1238913.5562295094,733296.2705414775,505617.28568803286,0.006720079309861052,0.17389428547169597,-9.313225746154785e-10,0.0,
1907,NR,1517851.0289618303,7913803.944783943,4710307.217200665,3203496.7275832775,51365.50894483838,649729.9346403442,1466485.5200169925,868121.0943214861,598364.4256955059,0.007966957044888794,0.16910423229405214,4.656612873077393e-10,0.0,
1908,NR,1698891.0956013822,9540136.016683001,5673254.929376615,3866881.087306385,72559.02370232582,735943.3834254318,1626332.0718990583,962947.7121759504,663384.3597231074,0.009168665815906408,0.156241058064744,1.862645149230957e-09,0.0,
1909,NR,1588209.998918849,11028985.566876635,6555222.369385326,4473763.197491309,99360.44872521384,706242.558910138,1488849.550193634,881967.4400087111,606882.1101849237,0.010414992883902336,0.12448630771960408,-1.3969838619232178e-09,0.0,
1910,NR,1744409.0056610778,12641248.520978801,7510613.260883849,5130635.260094952,132146.0515589104,789018.114162555,1612262.954102166,955390.8914985228,656872.0626036432,0.011981705004292034,0.12036481292343101,-1.3969838619232178e-09,0.0,
1911,NR,1854336.3689280567,14324757.959056772,8508643.142222578,5816114.816834195,170826.93085008604,856306.4875893281,1683509.4380779713,998029.8813387286,685479.5567392427,0.01351345403633114,0.11401285858360892,6.984919309616089e-10,0.0,
1912,NR,2109890.8576873345,16219281.671492808,9632058.543950971,6587223.1275418345,215367.1452513003,986475.455958941,1894523.7124360353,1123415.4017283935,771108.3107076399,0.015034609720238607,0.11593804552264483,9.313225746154785e-10,0.0,
1913,NR,2065164.1344089087,18018743.213576496,10699880.904788539,7318862.308787957,265702.592325216,997341.7735713411,1799461.542083688,1067822.3608375676,731639.1812461223,0.016381896418521287,0.1035439900017719,-4.6566128730773926e-09,0.0,
1914,NR,1785628.611321996,19482697.370329384,11569948.287984543,7912749.082344841,321674.45456911495,915561.2281259922,1463954.156752888,870067.3831960037,593886.7735568844,0.017852213706377948,0.08556742231740629,6.984919309616089e-09,0.0,
1915,NR,1265242.7573301992,20365528.071186997,12097029.348024402,8268498.723162597,382412.05647258053,738161.69729034,882830.7008576132,527081.0600398593,355749.64081775583,0.01962829115515411,0.0637999132681453,-5.471520125865936e-09,0.0,
1916,NR,1117245.1648841552,21036624.12928526,12506445.715629991,8530178.413655268,446149.10678589396,707828.7972785658,671096.058098264,409416.36760558933,261679.69049267098,0.02190707283535174,0.05851261304860463,2.7939677238464355e-09,0.0,
1917,NR,1281735.6763008651,21808008.46077024,12976967.111467771,8831041.349302467,510351.3448158859,811214.280463085,771384.3314849772,470521.3958377801,300862.93564719893,0.02426013516614681,0.06486369500243111,-2.0954757928848267e-09,0.0,
1918,NR,1342507.5244314997,22577893.165640358,13447714.62097177,9130178.544668589,572622.8195613809,871760.0149275018,769884.7048701197,470747.50950399786,299137.1953661218,0.026257455860376002,0.06717748511184295,9.313225746154785e-10,0.0,
1919,NR,1353628.5455268899,23300143.875001173,13891036.31968069,9409107.555320483,631377.8361660723,910306.8468179682,722250.7093608156,443321.6987089217,278929.0106518939,0.02796442659791304,0.06769230850559103,-1.979060471057892e-09,0.0,
1920,NR,1541024.7461897107,24155829.99040865,14404864.284193031,9750965.706215618,685338.6307822347,1027196.78167737,855686.1154074781,513827.9645123407,341858.1508951355,0.029413493515700457,0.07394673500508,2.0954757928848267e-09,0.0,
1921,NR,1591448.731028168,25013329.8206755,14911238.075608283,10102091.745067216,733948.9007613207,1085074.9396129162,857499.8302668482,506373.7914152518,351126.0388515983,0.030383923924482973,0.07532698109510184,9.313225746154785e-10,0.0,
1922,NR,1534509.6551313978,25769917.48145923,15358389.064096268,10411528.417362962,777921.9943476659,1087358.6666434128,756587.6607837304,447150.988487985,309436.67229574546,0.031100297318458245,0.07292209145410318,-1.3969838619232178e-09,0.0,
1923,NR,1618413.0998619392,26570149.19923136,15841393.04940322,10728756.14982814,818181.3820898071,1135409.114554987,800231.7177721299,483003.98530695215,317227.7324651778,0.031749476213048286,0.0739276176568065,-2.2118911147117615e-09,0.0,
1924,NR,1710905.925019723,27426027.05157806,16354471.44921255,11071555.602365512,855028.0726730222,1197827.525210394,855877.8523466997,513078.39980932884,342799.4525373727,0.03218002527053017,0.07561377471506642,-1.0477378964424133e-09,0.0,
1925,NR,1871774.0183761707,28409137.589334015,16955509.793146342,11453627.796187669,888663.4806202184,1270735.6744423779,983110.537755955,601038.3439337928,382072.19382215664,0.03240219514656556,0.07769958683094967,2.7939677238464355e-09,0.0,
1926,NR,1862639.9036682742,29352148.762069605,17532659.036593877,11819489.725475729,919628.7309326893,1285490.6602207394,943011.1727355905,577149.2434475347,365861.9292880595,0.03237087813879843,0.07581551223781859,5.587935447692871e-09,0.0,
1927,NR,1879721.168854352,30283853.49529697,18103975.013907507,12179878.481389463,948016.4356269834,1308405.1915407218,931704.7332273647,571315.9773136303,360388.75591373444,0.03229802503767834,0.07462674023431586,-3.958120942115784e-09,0.0,
1928,NR,1762535.2295055182,31072123.041267555,18589983.181850735,12482139.85941682,974265.6835349362,1276527.0615622902,788269.5459705852,486008.16794322804,302261.37802735716,0.03217112656043716,0.07051087181581171,3.14321368932724e-09,0.0,
1929,NR,2543758.971107307,32617067.246343527,19530769.423828915,13086297.822514612,998814.76603133,1602972.7291291272,1544944.2050759718,940786.2419781797,604157.9630977921,0.03214504411896099,0.08622776650460329,-5.122274160385132e-09,0.0,
1930,NR,2748649.371204653,34343334.75235675,20582991.933317017,13760342.819039732,1022381.8651914373,1696426.8617165508,1726267.5060132258,1052222.509488102,674044.99652512,0.03134499669972779,0.08685919253374577,1.0244548320770264e-08,0.0,
1931,NR,2388633.3578346646,35685736.03488873,21406414.009942114,14279322.024946615,1046232.0753026758,1565211.281209567,1342401.2825319767,823422.0766250975,518979.2059068829,0.030463904651276765,0.07604391462040126,-1.210719347000122e-08,0.0,
1932,NR,1234491.8685689294,35849289.32828252,21528542.321480095,14320747.006802427,1070938.5751751424,1112363.5570309483,163553.29339379072,122128.31153798103,41424.98185581155,0.03001027004537954,0.051964030804707226,3.725290298461914e-09,0.0,
1933,NR,1265962.0625569234,36019522.495062515,21656638.25375355,14362884.241308965,1095728.8957769265,1137866.1302834684,170233.16677999496,128095.93227345496,42137.23450653814,0.030564870777298088,0.052853839953119486,-1.862645149230957e-09,0.0,
1934,NR,955408.9918835768,35856123.05254715,21574917.369131334,14281205.683415817,1118808.4343989457,1037129.8765057931,-163399.44251536578,-81720.88462221622,-81678.55789314769,0.03106116785841094,0.04788969850046032,3.026798367500305e-09,0.0,
1935,NR,1395548.2654099185,36112335.05403899,21744160.46746208,14368174.586576901,1139336.2639180864,1226305.1670791712,256212.0014918372,169243.09833074734,86968.90316108428,0.03177522182887394,0.0568393911363817,5.122274160385132e-09,0.0,
1936,NR,1656489.5102146566,36611556.07612264,22060062.61675576,14551493.459366875,1157268.488130998,1340587.3609209768,499221.022083655,315902.14929367974,183318.8727899734,0.03204634888326235,0.061652753295627534,-3.4924596548080444e-09,0.0,
1937,NR,1646989.5145128877,37085610.99569791,22360515.92366125,14725095.072036657,1172934.594937619,1346536.2076073983,474054.91957526654,300453.3069054894,173601.6126697827,0.03203727786109,0.061039546033955235,-2.0954757928848267e-09,0.0,
1938,NR,2019678.3258436145,37918717.815522164,22878545.48925883,15040172.326263335,1186571.5060193625,1501648.7602460356,833106.819824256,518029.5655975789,315077.2542266771,0.03199546870501904,0.06715626622268739,3.958120942115784e-09,0.0,
1939,NR,1650658.9575131736,38370973.69277848,23163390.609680697,15207583.083097786,1198403.0802568546,1365813.8370913058,452255.8772563189,284845.1204218678,167410.7568344511,0.031604525397910053,0.059698455818904095,0.0,0.0,
1940,NR,1655410.8441747387,38817616.407198064,23443910.374054376,15373706.033143692,1208768.1297551543,1374891.07980106,446642.714419581,280519.7643736787,166122.950045906,0.031502148979415855,0.059356210106237664,-3.4924596548080444e-09,0.0,
1941,NR,1629967.4335876754,39229676.01874825,23703474.566572443,15526201.452175813,1217907.8220374829,1370403.2410696088,412059.61155018955,259564.19251806661,152495.41903212108,0.03137513157071753,0.05845455042287863,-3.026798367500305e-09,0.0,
1942,NR,1198691.2170039276,39202254.4051981,23697061.46015685,15505192.945041249,1226112.8305540828,1205104.3234195197,-27421.613550156355,-6413.106415592134,-21008.50713456422,0.03125472741523818,0.05084083010846876,-1.1641532182693481e-09,0.0,
1943,NR,1142510.6021837364,39111272.361368835,23650312.317506477,15460960.043862356,1233492.6460130117,1189259.7448341097,-90982.04382926226,-46749.14265037328,-44232.9011788927,0.031464839579467004,0.05018595857691792,1.30385160446167e-08,0.0,
1944,NR,1254168.1125064278,39125434.93638047,23670131.62584511,15455303.310535364,1240005.5374947833,1234348.8041677969,14162.575011633337,19819.308338630944,-5656.73332699202,0.031704556324267455,0.0521916492093893,-1.1175870895385742e-08,0.0,
1945,NR,1714287.046530841,39593985.937500626,23965005.655001074,15628980.282499548,1245736.045410696,1419413.017374875,468551.00112015754,294874.0291559659,173676.9719641842,0.031839544977233174,0.059966418430264935,1.257285475730896e-08,0.0,
1946,NR,1946587.641519862,40289789.80026323,24388456.22607037,15901333.574192865,1250783.7787572343,1523137.0704505655,695803.8627626076,423450.57106929645,272353.2916933168,0.031590246577639466,0.06355671650478888,-2.0023435354232788e-08,0.0,
1947,NR,2770459.173113267,41804385.204413086,25299978.32029935,16504406.884113736,1255863.768963425,1858937.0788842877,1514595.4041498527,911522.0942289792,603073.3099208716,0.031170769944181238,0.07622200690575699,1.0710209608078003e-08,0.0,
1948,NR,2407897.2481705695,42949739.953706294,25987572.481264614,16962167.472441677,1262542.49887736,1720303.0872053057,1145354.7492932081,687594.1609652638,457760.58832794055,0.03020119761847567,0.06799622772107383,-1.3969838619232178e-09,0.0,
1949,NR,3009849.5373457843,44687143.049544804,27030498.693628725,17656644.355916083,1272446.441507273,1966923.3249816732,1737403.0958385095,1042926.2123641111,694476.8834744059,0.029626406187296804,0.07568707413513516,-1.862645149230957e-09,0.0,
1950,NR,2561594.0213707117,45962209.38913034,27793095.896562334,18169113.49256801,1286527.6817851788,1798996.8184371023,1275066.3395855352,762597.2029336095,512469.13665192574,0.02878966060459047,0.0665543332673007,2.3283064365386963e-09,0.0,
1951,NR,3152127.7353260983,47808587.782604575,28897367.713277042,18911220.069327537,1305749.3418518626,2047855.9186113905,1846378.3934742361,1104271.8167147078,742106.5767595284,0.02840919440571238,0.07368218086365418,4.656612873077393e-10,0.0,
1952,NR,3324024.7181176897,49801934.66472965,30090084.807280608,19711849.857449044,1330677.8359926185,2131307.624114124,1993346.8821250722,1192717.0940035656,800629.7881215066,0.02783344787433343,0.07375438639467788,9.313225746154785e-10,0.0,
1953,NR,3117775.4271392664,51557491.768064335,31143230.508664206,20414261.25940013,1362218.3238045736,2064629.7257556682,1755557.1033346877,1053145.7013835981,702411.4019510858,0.027352718985218735,0.06861495203417006,-5.122274160385132e-09,0.0,
1954,NR,2769587.750956838,52926499.856935956,31965691.46708138,20960808.38985458,1400579.6620852114,1947126.7925396645,1369008.0888716206,822460.9584171735,546547.1304544508,0.02716539563999419,0.06252167038348716,-6.05359673500061e-09,0.0,
1955,NR,3229682.809023759,54711126.82229864,33032823.213870887,21678303.60842775,1445055.843661085,2162551.0622342513,1784626.965362683,1067131.7467895076,717495.2185731716,0.027303068360219784,0.06765225349375815,9.080395102500916e-09,0.0,
1956,NR,3713516.38943778,56929635.30638235,34358019.314789146,22571615.991593204,1495007.9053540577,2388320.2885195203,2218508.484083712,1325196.1009182595,893312.3831654526,0.027325481893469915,0.07230142797835806,-1.0244548320770264e-08,0.0,
1957,NR,4776558.906871656,60155436.28772053,36281251.289858736,23874184.997861795,1550757.925533479,2853326.931802066,3225800.9813381806,1923231.97506959,1302569.0062685907,0.027239906196265838,0.08304689818291922,3.725290298461914e-09,0.0,
1958,NR,4758005.738816583,63300136.3489272,38156076.230578974,25144060.118348222,1613305.677609923,2883180.798096345,3144700.0612066686,1874824.9407202378,1269875.120486427,0.026818950657984765,0.07946751271233707,9.313225746154785e-09,0.0,
1959,NR,3576156.8433213504,65192249.447264895,39290366.9274163,25901882.519848593,1684043.7449836396,2441866.146484022,1892113.098337695,1134290.6968373284,757822.4015003704,0.026604109281862243,0.06399678341472298,-1.5832483768463135e-08,0.0,
1960,NR,4667636.503388602,68097652.95323151,41033175.2866967,27064477.66653482,1762232.9974219897,2924828.1441082023,2905403.5059666187,1742808.3592804,1162595.1466862261,0.027031326766036652,0.07444135478580363,6.05359673500061e-09,0.0,
1961,NR,5022091.381873356,71273846.7814932,42927834.96014376,28346011.821349435,1845897.553611686,3127431.7084262986,3176193.8282616884,1894659.6734470576,1281534.1548146158,0.02710662517075914,0.07621715079506017,1.816079020500183e-08,0.0,
1962,NR,5252044.694760246,74590747.65589267,44916460.44551279,29674287.210379876,1935143.8203607835,3263419.2093912195,3316900.8743994683,1988625.4853690267,1328275.3890304416,0.02715082611288575,0.07602105283020057,5.587935447692871e-09,0.0,
1963,NR,5928859.169690821,78489437.42340937,47276257.424464405,31213179.998944968,2030169.4021741012,3569062.1907392032,3898689.7675167024,2359796.978951618,1538892.7885650918,0.02721744272546808,0.07946000542649075,-1.7695128917694092e-08,0.0,
1964,NR,5902489.2350888,82262258.68525481,49554196.0656108,32708062.619644005,2129667.9732433623,3624550.593942401,3772821.2618454397,2277938.641146399,1494882.6206990369,0.027133179229644873,0.07666746039983227,1.862645149230957e-09,0.0,
1965,NR,5295059.714573738,85325392.25071697,51410237.15006076,33915155.10065621,2231926.1491115694,3439018.630123784,3063133.565462157,1856041.0844499543,1207092.4810122065,0.027131836455538915,0.06939914080273749,-1.1641532182693481e-08,0.0,
1966,NR,5467325.124495845,88457200.64304996,53293382.970220126,35163817.67282982,2335516.732162882,3584179.304336477,3131808.392332986,1883145.8201593682,1248662.5721736103,0.027371883920560086,0.06971722954466553,2.2817403078079224e-08,0.0,
1967,NR,5759385.171034908,91777666.14081855,55291290.68187879,36486375.45893976,2438919.673266303,3761477.459376244,3320465.497768596,1997907.711658664,1322557.7861099392,0.027571748320501795,0.07058057210363479,-9.313225746154785e-09,0.0,
1968,NR,6190046.425775323,95425685.79234087,57479307.91611951,37946377.87622136,2542026.7742529954,4002029.191534605,3648019.6515223235,2188017.234240718,1460002.4172815979,0.0276976619818666,0.07238082421624918,-4.190951585769653e-09,0.0,
1969,NR,6298155.602922801,99078940.37684557,59675437.54176207,39403502.8350835,2644901.0184181123,4102025.9772802405,3653254.5845046937,2196129.6256425604,1457124.9588621408,0.027716866758220344,0.07136526388359432,5.122274160385132e-09,0.0,
1970,NR,6941738.813528664,103272712.62901574,62200436.312238365,41072276.31677738,2747966.5613584695,4416740.043052368,4193772.2521701753,2524998.7704762965,1668773.4816938788,0.02773512262955792,0.07401269642910359,-1.955777406692505e-08,0.0,
1971,NR,6294147.028849205,106715649.26133925,64278223.98526099,42437425.27607826,2851210.3965257,4216359.355826577,3442936.6323235035,2077787.6730226278,1365148.959300883,0.027608555289605295,0.06778665240643945,-1.3969838619232178e-09,0.0,
1972,NR,4907863.601799471,108669035.9096565,65468455.66139735,43200580.24825916,2954476.953482222,3717631.9256631117,1953386.6483172476,1190231.6761363596,763154.9721808955,0.027685507926273417,0.057836568827968324,-1.862645149230957e-09,0.0,
1973,NR,4900134.585424731,110513147.33055796,66585119.01622471,43928028.314333245,3056023.1645233138,3783471.2305973712,1844111.4209014624,1116663.3548273593,727448.0660740882,0.028122299410698562,0.05779075116977667,4.563480615615845e-08,0.0,
1974,NR,5758493.162703237,113117933.36949751,68171007.4377743,44946925.93172321,3153707.12376366,4172604.741153648,2604786.0389395505,1585888.4215495884,1018897.6173899621,0.028536940625992192,0.06266572475656182,-2.60770320892334e-08,0.0,
1975,NR,4613929.272712143,114484827.86986266,68997577.45963056,45487250.41023209,3247034.7723469976,3787359.25085588,1366894.500365153,826570.0218562633,540324.4785088822,0.028704862930448192,0.05555674462216122,7.450580596923828e-09,0.0,
1976,NR,4035975.8576601064,115185072.65441571,69428346.78585592,45756725.868559785,3335731.0731070233,3605206.531434751,700244.784553051,430769.32622535527,269475.4583276957,0.02913688333356119,0.05225120452300087,-3.213062882423401e-08,0.0,
1977,NR,5117721.93157257,116883422.49704613,70443362.32969253,46440060.16735361,3419372.088942162,4102706.387735962,1698349.8426304162,1015015.5438366085,683334.2987938225,0.02968589601190027,0.059092670035631234,7.916241884231567e-09,0.0,
1978,NR,6508826.103667716,119894017.28930467,72241729.12106404,47652288.16824064,3498231.311409169,4710459.312296206,3010594.7922585458,1798366.7913715094,1212228.0008870289,0.029929234075068055,0.06686874613182262,-9.313225746154785e-10,0.0,
1979,NR,7177602.369918366,123496110.35871747,74385462.03809945,49110648.32061802,3575509.300505588,5033869.45288295,3602093.0694127977,2143732.917035416,1458360.152377382,0.029822249527913236,0.06968091038417834,1.955777406692505e-08,0.0,
1980,NR,8813561.224166181,128654381.3717984,77453940.08438815,51200441.28741025,3655290.2110852506,5745083.177877482,5158271.013080925,3068478.046288699,2089792.9667922333,0.029598423792197008,0.07723395164144992,-5.587935447692871e-09,0.0,
1981,NR,11075116.775187077,135987050.08383626,81829152.66655028,54157897.41728597,3742448.063149222,6699904.19302495,7332668.712037861,4375212.582162127,2957456.1298757195,0.029089161389178955,0.0865017865550187,6.51925802230835e-09,0.0,
1982,NR,6431274.105019997,138575203.23638678,83393181.46590629,55182021.77048049,3843120.9524694635,4867245.305663983,2588153.1525505185,1564028.7993560135,1024124.3531945199,0.028260933302841504,0.059480578095410144,-1.4901161193847656e-08,0.0,
1983,NR,5395875.306679547,140011759.98666763,84290250.25259805,55721509.7340696,3959318.556398703,4498806.519987792,1436556.750280857,897068.786691755,539487.9635891095,0.028571623666643654,0.05394693476021229,1.30385160446167e-08,0.0,
1984,NR,7177398.405206975,143104478.31677794,86194995.974277,56909482.342500925,4084680.0750966724,5272652.683528017,3092718.3301103115,1904745.7216789573,1187972.6084313244,0.029173835651274068,0.06255352982969108,9.313225746154785e-09,0.0,
1985,NR,7769417.793062803,146659617.4011498,88372082.9663679,58287534.4347819,4214278.708690952,5592330.800971908,3555139.084371865,2177086.992090896,1378052.0922809765,0.029448964548559893,0.06487999376020408,1.30385160446167e-08,0.0,
1986,NR,7669077.109943413,149982466.25028807,90412979.52449307,59569486.72579499,4346228.260805104,5628180.551818245,3322848.84913826,2040896.558125168,1281952.2910130918,0.029634798847982195,0.06368731349197894,-4.936009645462036e-08,0.0,
1987,NR,9503408.8366003,155006696.3996152,93462769.3212386,61543927.07837659,4479178.687273184,6453619.039854761,5024230.149327129,3049789.7967455387,1974440.3525815979,0.029864682180905135,0.07137934258771399,1.30385160446167e-08,0.0,
1988,NR,10760289.664556816,161154583.34763157,97174890.80805472,63979692.53957685,4612402.716540448,7048168.177740708,6147886.948016375,3712121.486816108,2435765.4612002596,0.0297561513384521,0.07541150587476839,7.450580596923828e-09,0.0,
1989,NR,14027579.59602914,170434089.50574106,102747556.10655376,67686533.39918728,4748073.4379196735,8454914.297530092,9279506.158109486,5572665.298499048,3706840.859610431,0.029462850756639396,0.08700719112955539,1.862645149230957e-08,0.0,
1990,NR,14395198.64506513,179938715.87730467,108459139.3243588,71479576.55294587,4890572.273501489,8683615.427260088,9504626.371563613,5711583.217805043,3793043.1537585855,0.02869480095023332,0.08451408243963286,-2.7939677238464355e-08,0.0,
1991,NR,13834724.048215363,188727695.26746365,113745435.60241997,74982259.66504368,5045744.658056393,8548427.770154197,8788979.390158981,5286296.278061166,3502683.1120978147,0.02804146196917927,0.07881703490739676,1.1175870895385742e-08,0.0,
1992,NR,17392589.78318274,200904417.63164815,121029259.83909962,79875157.79254854,5215867.418998229,10108765.546503097,12176722.364184499,7283824.236679643,4892898.127504855,0.027637000555781367,0.08887183466277067,-1.1175870895385742e-08,0.0,
1993,NR,20515642.452187352,216015757.43659937,130050938.77156174,85964818.66503763,5404302.647236142,11493963.519725226,15111339.80495122,9021678.932462126,6089660.872489095,0.026899869654159417,0.0949684690710799,1.1175870895385742e-08,0.0,
1994,NR,21784750.4598562,232180106.9194031,139694762.69424844,92485344.22515465,5620400.977052426,12140926.537169505,16164349.482803732,9643823.922686696,6520525.560117021,0.02601847681737761,0.0933551626143614,-4.284083843231201e-08,0.0,
1995,NR,24190557.738951124,250497088.08500004,152548697.6940451,97948390.390954942,5873576.5733542107,11336622.739154501,18316981.165596932,12853934.999796659,5463046.1658003032,0.025297501372040933,0.081152811461995183,1.862645149230957e-08,3.5390257835388184e-08,
1996,NR,27754540.347622126,272074295.03164232,166978438.98458356,105095856.04705876,6177333.4009798653,13324799.05708367,21577206.94664228,14429741.29053846,7147465.6561038196,0.02466030023823566,0.087347838811499851,1.862645149230957e-08,3.7252902984619141e-09,
1997,NR,32038827.274331652,297558280.94137007,183249445.29059899,114308835.65077108,6554841.3646039106,15767820.968316214,25483985.909727752,16271006.306015432,9212979.6037123203,0.024092100886787489,0.094430281323758178,1.1175870895385742e-08,-5.5879354476928711e-09,
1998,NR,34903722.376937754,325434783.10875583,200015647.3512404,125419135.75751543,7027220.2095519183,18137520.316296365,27876502.167385757,16766202.060641408,11110300.106744349,0.023616281782917477,0.098977218116724372,-7.8231096267700195e-08,1.862645149230957e-08,
1999,NR,28135171.333796356,345956652.05504888,208371304.27957851,137585347.77547038,7613302.3875033874,19779514.405458231,20521868.946293056,8355656.9283381104,12166212.017954946,0.023394249117369627,0.098889835207363178,8.9406967163085938e-08,-1.4901161193847656e-08,
2000,NR,32147881.371291891,369789505.45764959,219446679.94729537,150342825.51035422,8315027.9686911888,21072505.703575045,23832853.402600706,11075375.667716861,12757477.734883845,0.024034883906114617,0.101129595442285,3.7252902984619141e-09,1.4901161193847656e-08,
2001,NR,33972459.446135223,394639587.25346506,231042977.05486953,163596610.19859552,9122377.650319688,22376162.338561028,24850081.795815468,11596297.107574165,13253784.688241303,0.024669109089588359,0.10196628330825111,-6.7055225372314453e-08,-2.9802322387695312e-08,
2002,NR,35664064.457384467,420269307.75739139,242951715.85419697,177317591.90319443,10034343.95345816,23755325.658057045,25629720.503926337,11908738.799327433,13720981.704598904,0.02542660259527741,0.10281777858331302,2.9802322387695312e-08,1.1175870895385742e-08,
2003,NR,39179082.441829354,448403286.29338068,256580066.09028825,191823220.20309243,11045103.905840112,25550732.205738068,28133978.535989285,13628350.236091286,14505628.299897999,0.026281014820659025,0.10516794300424646,4.4703483581542969e-08,0,
2004,NR,45978054.796061695,482232592.51322258,274564549.03707516,207668043.47614741,12148748.576219756,27993571.849274799,33829306.219841897,17984482.94678691,15844823.273054987,0.027093353121125634,0.10910267611913432,-4.4703483581542969e-08,1.4901161193847656e-08,
2005,NR,62392943.152211115,531279590.09755707,304933676.88305283,226345913.21450424,13345945.567876652,32023815.306233469,49046997.584334493,30369127.845977664,18677869.738356829,0.02767532882487762,0.11663492398615967,2.9802322387695312e-08,1.862645149230957e-08,
2006,NR,67031026.502076074,583649957.42649937,334766111.4012177,248883846.02528167,14660659.17313382,37198591.983911142,52370367.328942299,29832434.518164873,22537932.810777426,0.027594997900148455,0.12198912355022506,4.4703483581542969e-08,-5.9604644775390625e-08,
2007,NR,76229458.480741292,643745935.93902361,368243817.68146658,275502118.25755703,16133479.968217049,42751752.200492449,60095978.512524247,33477706.28024888,26618272.232275367,0.027642390379594574,0.12770633210616233,0,3.7252902984619141e-08,
