"stage_id","decision","status","validation_result","validation_status","canonical_long_rows","canonical_variables","canonical_wide_rows","coverage_start","coverage_end","level_series_count","transformed_series_count","level_and_transformed_count","contextual_reference_count","reference_only_count","not_eligible_count","human_review_count","integration_order_tests_run","econometric_tests_run"
"S31A_FROZEN_DATASET_DIAGNOSTIC_INTAKE","S31A_FROZEN_DATASET_DIAGNOSTIC_INTAKE_COMPLETE","S31_DIAGNOSTIC_BASELINE_REGISTERED","PASS","PASS 31/31",3637,37,125,1901,2025,9,24,0,0,4,0,0,"no","no"
