"year","date","K_ME","K_NRC","K_cap","k_ME","k_NRC","k_Kcap","g_K_ME","g_K_NRC","g_Kcap","omega_CORP","ME_share","NRC_share","ME_NRC_gap","CORP_GVA","Py_fred","CORP_GVA_real","y_CORP","q_increment_omegaCORP_h1_Kcap","q_omegaCORP_h1_Kcap","q_omegaCORP_h1_Kcap__full_long_sample","q_omegaCORP_h1_Kcap__pre_1974_full","q_omegaCORP_h1_Kcap__post_1973_full","q_omegaCORP_h1_Kcap__fordist_core","q_omegaCORP_h1_Kcap__bridge_1940_1978","q_omegaCORP_h1_Kcap__pre_1974_alt_1940_1973","q_omegaCORP_h1_Kcap__pre_1974_alt_1947_1973","q_omegaCORP_h1_ME","q_omegaCORP_h1_NRC","q_omegaCORP_h1_ME_minus_NRC","q_omegaCORP_h1_ME_share","q_omegaCORP_h1_NRC_share","q_omegaCORP_h1_ME_NRC_gap"
1935,"1935-12-31",18941,61392,80333,9.84908416365674,11.0250348124867,11.2939357744185,-0.0240472688644875,-0.00313880088885021,-0.0081081525284219,0.620669233047083,0.235781061332205,0.764218938667795,-1.17595064882999,37147,7.012,664471.465487735,13.4067472148857,-0.00509361402867579,-0.137094005600733,-0.137094005600733,-0.137094005600733,,,,,,-0.164005740231339,-0.128558906744091,-0.0354468334872479,-0.00647967681353181,0.00647967681353183,-0.0354468334872448
1936,"1936-12-31",20296,68096,88392,9.91817910127912,11.1286737532613,11.389536746793,0.069094937622376,0.103638940774529,0.0956009723745304,0.614970508379365,0.229613539686849,0.770386460313151,-1.21049465198215,42724,7.097,755077.620402987,13.5345758314275,0.0593365822022551,-0.0777574233984774,-0.0777574233984774,-0.0777574233984774,,,,,,-0.121120638289823,-0.0642334048597518,-0.0568872334300707,-0.0103076677429562,0.0103076677429562,-0.056887233430072
1937,"1937-12-31",21664,69637,91301,9.983407175712,11.1510513142638,11.4219170194256,0.0652280744328841,0.022377561002541,0.0323802726325848,0.63195349510747,0.237281081258694,0.762718918741306,-1.1676441385518,48339,7.402,819111.60389084,13.6159756220385,0.0199129127223231,-0.0578445106761543,-0.0578445106761543,-0.0578445106761543,,,,,,-0.0810072961952247,-0.0504718647937289,-0.0305354314014958,-0.00559235580449878,0.00559235580449882,-0.0305354314014928
1938,"1938-12-31",21609,68421,90030,9.98086517355747,11.1334350740343,11.4078982271025,-0.00254200215452904,-0.0176162402295432,-0.014018792323073,0.634093023255814,0.240019993335555,0.759980006664445,-1.15256990047679,43000,7.19,750125.730180807,13.5279961117035,-0.00885922480575175,-0.0667037354819061,-0.0667037354819061,-0.0667037354819061,,,,,,-0.0826137233413501,-0.0616045093774416,-0.0210092139639085,-0.00386149074473441,0.00386149074473441,-0.0210092139639082
1939,"1939-12-31",22014,68628,90642,9.99943389358334,11.1364558937033,11.4146729607718,0.0185687200258648,0.00302081966905732,0.00677473366925696,0.630053039748114,0.24286754484676,0.75713245515324,-1.13702200011998,47323,7.12,833655.792696629,13.63357587756,0.0042958113540921,-0.062407924127814,-0.062407924127814,-0.062407924127814,,,,,,-0.0708394275221587,-0.0596890287007784,-0.0111503988213803,-0.00205587819811777,0.00205587819811779,-0.0111503988213784
1940,"1940-12-31",23646,72281,95927,10.0709492464231,11.1883165796962,11.4713427645199,0.0715153528397217,0.0518606859929207,0.0566698037481235,0.607263654006099,0.246499942664735,0.753500057335265,-1.11736733327318,54105,7.205,941885.07147814,13.755638541315,0.0357049821134343,-0.0267029420143797,-0.0267029420143797,-0.0267029420143797,,,0.0357049821134343,0.0357049821134343,,-0.0257809620768331,-0.0270140458475163,0.00123308377068316,0.000232725088671798,-0.000232725088671759,0.00123308377068449
1941,"1941-12-31",26850,80356,107206,10.198021099937,11.294222041682,11.5825074962018,0.127071853513952,0.105905461985802,0.111164731681919,0.594639411049961,0.250452400052236,0.749547599947764,-1.09620094174503,69955,7.692,1140706.67446698,13.9471585182016,0.0675063011577697,0.04080335914339,0.04080335914339,0.04080335914339,,,0.103211283271204,0.103211283271204,,0.0513851560093772,0.0372984919771859,0.0140866640321913,0.00263290880410907,-0.00263290880410905,0.0140866640321925
1942,"1942-12-31",27830,86053,113883,10.2338698545199,11.3627186644835,11.6429268845645,0.0358487545829256,0.0684966228014101,0.0604193883626607,0.604140469603786,0.244373611513571,0.755626388486429,-1.12884880996351,87478,8.304,1321313.89499037,14.0941371744981,0.0359277495119714,0.0767311086553614,0.0767311086553614,0.0767311086553614,,,0.139139032783175,0.139139032783175,,0.0727022383214426,0.0780292834187277,-0.00532704509728509,-0.000981778432419941,0.000981778432419996,-0.00532704509728107
1943,"1943-12-31",28202,85838,114040,10.2471481763972,11.3602170778719,11.6443045430266,0.0132783218772392,-0.00250158661152966,0.00137765846212545,0.619827602868132,0.247299193265521,0.752700806734479,-1.11306890147475,103482,8.683,1494822.10019578,14.2175177612017,0.000832299230262099,0.0775634078856235,0.0775634078856235,0.0775634078856235,,,0.139971332013437,0.139971332013437,,0.0807242099359081,0.0765179737084836,0.0042062362274245,0.00078568390106739,-0.000785683901067352,0.00420623622742316
1944,"1944-12-31",28210,86709,114919,10.247431803996,11.3703129636095,11.6519828113498,0.000283627598866687,0.0100958857375915,0.00767826832322349,0.62530531575709,0.24547724919291,0.75452275080709,-1.12288115961347,107266,8.89,1513403.80742407,14.2298718490476,0.00475920264896193,0.0823226105345854,0.0823226105345854,0.0823226105345854,,,0.144730534662399,0.144730534662399,,0.0809000101506209,0.0827756823640455,-0.00187567221342462,-0.000343607326018883,0.000343607326018887,-0.00187567221342304
1945,"1945-12-31",32444,93499,125943,10.3872708051902,11.4457060200324,11.7435847026261,0.139839001194193,0.0753930564229055,0.0916018912762695,0.63547276857004,0.257608600716197,0.742391399283803,-1.05843521484218,100821,9.12,1386598.28815789,14.1423640309289,0.0572791495484543,0.13960176008304,0.13960176008304,0.13960176008304,,0.0572791495484543,0.202009684210854,0.202009684210854,,0.168342080947512,0.129919361316463,0.0384227196310493,0.00724219126881036,-0.0072421912688103,0.0384227196310524
1946,"1946-12-31",39251,113140,152391,10.577732200593,11.6363812688971,11.9342048653728,0.190461395402775,0.190675248864729,0.190620162746649,0.660202066025877,0.257567704129509,0.742432295870491,-1.05864906830414,105807,10.296,1288962.74242424,14.0693483772555,0.121133922565885,0.260735682648924,0.260735682648924,0.260735682648924,,0.178413072114339,0.323143606776738,0.323143606776738,,0.289375111189826,0.251088289610313,0.0382868215795131,0.00721620260164267,-0.00721620260164265,0.0382868215795124
1947,"1947-12-31",47227,134685,181912,10.7627210419229,11.810693997623,12.1112783326436,0.184988841329918,0.174312728725873,0.177073467270876,0.644188764185941,0.259614538897929,0.740385461102071,-1.04797295570009,127503,11.426,1399653.9719937,14.1517356011741,0.116904268930598,0.377639951579522,0.377639951579522,0.377639951579522,,0.295317341044937,0.440047875707336,0.440047875707336,0.116904268930598,0.411505126427571,0.366169913249743,0.0453352131778285,0.00856752714456715,-0.00856752714456709,0.0453352131778311
1948,"1948-12-31",57116,142385,199501,10.9528395665502,11.866289935333,12.2035745278308,0.190118524627257,0.0555959377100024,0.0922961951871937,0.623778780389284,0.286294304289202,0.713705695710798,-0.913450368782836,146063,12.067,1518222.42181155,14.2330507491368,0.0594561719167027,0.437096123496225,0.437096123496225,0.437096123496225,,0.35477351296164,0.499504047624039,0.499504047624039,0.176360440847301,0.533977343856058,0.401984191656908,0.131993152199151,0.0257543322407421,-0.0257543322407421,0.131993152199153
1949,"1949-12-31",59235,144618,203853,10.9892678623889,11.8818510622874,12.2251544248426,0.0364282958386735,0.015561126954422,0.0215798970117476,0.620869516577869,0.290577033450575,0.709422966549425,-0.892583199898585,143022,12.046,1489204.99883779,14.213752977702,0.0134610818389143,0.450557205335139,0.450557205335139,0.450557205335139,,0.368234594800554,0.512965129462953,0.512965129462953,0.189821522686215,0.556700541805966,0.41169089245002,0.145009649355946,0.028425807813761,-0.028425807813761,0.145009649355948
1950,"1950-12-31",68427,160499,228926,11.1335227625647,11.9860429910032,12.3411540862093,0.144254900175797,0.104191928715759,0.115999661366699,0.608547071813662,0.298904449472755,0.701095550527245,-0.852520228438546,162114,12.195,1667374.72669127,14.3267609275278,0.0720206536759389,0.522577859011078,0.522577859011078,0.522577859011078,,0.440255248476493,0.584985783138892,0.584985783138892,0.261842176362154,0.646264011942102,0.476380484863089,0.169883527079013,0.0335960465737947,-0.0335960465737947,0.169883527079015
1951,"1951-12-31",75324,172935,248259,11.2295540881055,12.0606710803352,12.4222278350267,0.096031325540876,0.0746280893319611,0.0810737488174347,0.61656915566416,0.303408939857165,0.696591060142835,-0.831116992229632,185791,13.06,1784333.34977029,14.3945554299192,0.0493371924438062,0.571915051454884,0.571915051454884,0.571915051454884,,0.489592440920299,0.634322975582698,0.634322975582698,0.31117936880596,0.704703593902387,0.521795190101102,0.182908403801284,0.0363372410072402,-0.0363372410072402,0.182908403801286
1952,"1952-12-31",79681,183271,262952,11.2857864423805,12.1187212107274,12.4797267849973,0.0562323542749983,0.0580501303922762,0.0574989499706096,0.630758818009814,0.303024886671332,0.696975113328668,-0.832934768346909,195027,13.286,1841174.66174921,14.4259143290172,0.0354520790349545,0.607367130489839,0.607367130489839,0.607367130489839,,0.525044519955253,0.669775054617653,0.669775054617653,0.346631447840915,0.73937472909873,0.557587109983263,0.181787619115468,0.036100445658721,-0.036100445658721,0.18178761911547
1953,"1953-12-31",86836,189428,276264,11.3717765612086,12.1517642840768,12.529112209263,0.085990118828116,0.0330430733493898,0.0493854242656973,0.640512658711947,0.314322532070773,0.685677467929227,-0.779987722868183,209184,13.447,1951180.98847327,14.4839453823315,0.0311502918367444,0.638517422326583,0.638517422326583,0.638517422326583,,0.556194811791998,0.700925346454397,0.700925346454397,0.377781739677659,0.793613754811276,0.578429319872535,0.215184434938741,0.0432265351171664,-0.0432265351171664,0.215184434938743
1954,"1954-12-31",90085,194297,284382,11.4085089480498,12.1771431952052,12.558073683769,0.0367323868411535,0.02537891112833,0.0289614745060049,0.639122132791917,0.316774620053309,0.683225379946691,-0.76863424715536,206865,13.572,1911778.89920424,14.4635447274153,0.0185501910360595,0.657067613362643,0.657067613362643,0.657067613362643,,0.574745002828057,0.719475537490457,0.719475537490457,0.396331930713718,0.817141313567739,0.594684833714556,0.222456479853183,0.0447971285102562,-0.0447971285102562,0.222456479853185
1955,"1955-12-31",99701,213256,312957,11.5099309859899,12.2702486009487,12.6538210798931,0.1014220379401,0.093105405743577,0.0957473961240609,0.620572321079935,0.318577312538144,0.681422687461856,-0.760317614958836,233051,13.801,2118043.68002319,14.5660034281712,0.0611942800200823,0.718261893382725,0.718261893382725,0.718261893382725,,0.63593928284814,0.780669817510539,0.780669817510539,0.457526210733801,0.881962382768119,0.654190559207848,0.227771823560271,0.0459492691759319,-0.0459492691759319,0.227771823560274
1956,"1956-12-31",114016,233173,347189,11.6440940684056,12.3595359463094,12.7576245792388,0.134163082415663,0.0892873453606953,0.103803499345723,0.632565896030042,0.328397501072903,0.671602498927097,-0.715441877903869,250053,14.271,2197718.98843809,14.6029305570181,0.0644175785251948,0.78267947190792,0.78267947190792,0.78267947190792,,0.700356861373335,0.845087396035734,0.845087396035734,0.521943789258996,0.965220278226045,0.7095998143614,0.255620463864645,0.0520434063683898,-0.0520434063683898,0.255620463864647
1957,"1957-12-31",125642,247076,372718,11.7411918720232,12.4174512605902,12.8285773805179,0.0970978036176167,0.0579153142808053,0.070952801279125,0.636319512651866,0.337096678990551,0.662903321009449,-0.676259388567058,261661,14.744,2225964.18258275,14.6157007202042,0.0448823223169712,0.827561794224891,0.827561794224891,0.827561794224891,,0.745239183690306,0.889969718352705,0.889969718352705,0.566826111575967,1.02664103737397,0.746235067033299,0.280405970340673,0.0575462096425916,-0.0575462096425916,0.280405970340675
1958,"1958-12-31",129650,249763,379413,11.7725937909668,12.4282677472082,12.8463806005244,0.0314019189436312,0.0108164866179532,0.0178032200064706,0.638462646643123,0.341712065743662,0.658287934256338,-0.65567395624138,256831,15.08,2136193.54562334,14.5745360862042,0.0113285362781513,0.838890330503043,0.838890330503043,0.838890330503043,,0.756567719968457,0.901298254630856,0.901298254630856,0.578154647854118,1.04662269113252,0.753117808526641,0.293504882605876,0.0604830702920311,-0.060483070292031,0.293504882605878
1959,"1959-12-31",136492,257563,394055,11.824021283831,12.4590196293557,12.8842457724464,0.0514274928642138,0.0307518821474879,0.0378651719219842,0.627209980309345,0.346378043674106,0.653621956325894,-0.634998345524654,287446,15.287,2358459.92595015,14.6735193902329,0.0241754978809069,0.863065828383949,0.863065828383949,0.863065828383949,,0.780743217849364,0.925473752511763,0.925473752511763,0.602330145735025,1.07945722433682,0.772751736591783,0.30670548774504,0.0634621229106808,-0.0634621229106807,0.306705487745042
1960,"1960-12-31",141937,259345,401282,11.8631385761645,12.4659145006271,12.9024197010253,0.0391172923334508,0.00689487127137944,0.0181739285788769,0.635886474211265,0.353708863093784,0.646291136906216,-0.602775924462582,299879,15.495,2427442.60806712,14.7023488364653,0.0113988693861008,0.87446469777005,0.87446469777005,0.87446469777005,,0.792142087235465,0.936872621897864,0.936872621897864,0.613729015121126,1.10399198049104,0.777076268666141,0.326915711824901,0.0680600860145484,-0.0680600860145484,0.326915711824903
1961,"1961-12-31",145180,265060,410240,11.8857296308388,12.4877114944347,12.9244976332744,0.022591054674356,0.0217969938076124,0.0220779322491342,0.633416361922592,0.353890405616225,0.646109594383775,-0.601981863595839,308729,15.66,2472749.74533844,14.7208413466149,0.0140390584957771,0.888503756265827,0.888503756265827,0.888503756265827,,0.806181145731242,0.950911680393641,0.950911680393641,0.627768073616903,1.11835732659663,0.790936682206868,0.327420644389764,0.0681755264490628,-0.0681755264490628,0.327420644389766
1962,"1962-12-31",151576,270815,422391,11.9288424283122,12.509191209919,12.953686704329,0.0431127974733663,0.0214797154843307,0.0291890710546259,0.628060723321923,0.358852342971323,0.641147657028677,-0.580348781606803,335950,15.85,2658519.65930599,14.7932800067858,0.0184888351953212,0.906992591461149,0.906992591461149,0.906992591461149,,0.824669980926563,0.969400515588963,0.969400515588963,0.646256908812224,1.14566567792452,0.804542285444085,0.341123392480432,0.0713184987566168,-0.0713184987566167,0.341123392480434
1963,"1963-12-31",158515,276357,434872,11.9736045050456,12.5294487871378,12.9828070138964,0.0447620767334307,0.0202575772188176,0.0291203095673733,0.623085274875336,0.364509556835115,0.635490443164885,-0.55584428209219,357362,16.032,2795858.34181637,14.8436497164659,0.0182893226902428,0.925281914151391,0.925281914151391,0.925281914151391,,0.842959303616806,0.987689838279205,0.987689838279205,0.664546231502467,1.17377898021511,0.817265274044886,0.356513706170221,0.0748715725878968,-0.0748715725878968,0.356513706170224
1964,"1964-12-31",168477,289099,457576,12.0345545209415,12.5745244689877,13.0336982701199,0.060950015895834,0.0450756818499141,0.0508912562234691,0.619666202050873,0.368194573141948,0.631805426858052,-0.53996994804627,385982,16.276,2974499.2809044,14.9055862738566,0.0317095923727514,0.956991506524143,0.956991506524143,0.956991506524143,,0.874668895989557,1.01939943065196,1.01939943065196,0.696255823875218,1.21175603762322,0.845351267660532,0.366404769962686,0.0771676519863599,-0.0771676519863599,0.366404769962689
1965,"1965-12-31",182329,306244,488573,12.1135680264572,12.6321374488124,13.0992441763526,0.0790135055157872,0.0576129798246843,0.0655459062327139,0.61320930583774,0.373186811387449,0.626813188612551,-0.518569422355167,423777,16.574,3207041.24266924,14.980859338795,0.0406165827752085,0.997608089299351,0.997608089299351,0.997608089299351,,0.915285478764766,1.06001601342717,1.06001601342717,0.736872406650427,1.26071803649691,0.881052084057328,0.379665952439584,0.0802611732996827,-0.0802611732996826,0.379665952439587
1966,"1966-12-31",204315,326713,531028,12.2274181995496,12.6968373886555,13.1825700295307,0.113850173092302,0.0646999398430435,0.0833258531780903,0.620370250919177,0.384753722967527,0.615246277032473,-0.469419189105908,465090,17.039,3423634.5161101,15.0462132687562,0.0510961885856742,1.04870427788503,1.04870427788503,1.04870427788503,,0.96638166735044,1.11111220201284,1.11111220201284,0.787968595236101,1.33053202210835,0.920726689256224,0.409805332852125,0.0873541111203888,-0.0873541111203888,0.409805332852128
1967,"1967-12-31",225392,349863,575255,12.3255963875001,12.765296928266,13.2625686997329,0.0981781879505359,0.0684595396105472,0.0799986702022757,0.627922601451223,0.391812326707286,0.608187673292714,-0.439700540765919,491172,17.533,3513758.14840586,15.0721967202058,0.0496287951065863,1.09833307299161,1.09833307299161,1.09833307299161,,1.01601046245703,1.16074099711943,1.16074099711943,0.837597390342687,1.39143884920201,0.963196951022231,0.428241898179783,0.0917330588935621,-0.0917330588935621,0.428241898179785
1968,"1968-12-31",249908,381916,631824,12.4288481291158,12.8529559681202,13.3563661533333,0.103251741615679,0.0876590398542323,0.093797453600363,0.627513553497346,0.395534199397301,0.604465800602699,-0.424107839004472,542111,18.28,3719688.10218818,15.1291503792365,0.0588975410742403,1.15723061406585,1.15723061406585,1.15723061406585,,1.07490800353127,1.21963853819367,1.21963853819367,0.896494931416928,1.4562729514017,1.01824004336822,0.438032908033483,0.0940701068753466,-0.0940701068753465,0.438032908033486
1969,"1969-12-31",276471,418872,695343,12.5298612119847,12.9453206629728,13.4521605279833,0.101013082868896,0.0923646948525434,0.095794374649989,0.639045260076559,0.397603772526652,0.602396227473348,-0.41545945098812,590653,19.176,3863393.01647893,15.1670563751425,0.0601122684416707,1.21734288250752,1.21734288250752,1.21734288250752,,1.13502027197294,1.27975080663534,1.27975080663534,0.956607199858598,1.51966002998248,1.07620014125283,0.443459888729648,0.0953687920639683,-0.0953687920639683,0.443459888729651
1970,"1970-12-31",303737,461190,764927,12.6239174743671,13.0415653845748,13.5475356834188,0.0940562623824466,0.0962447216019715,0.0953751554355442,0.650208208427336,0.397079721332885,0.602920278667115,-0.417647910207645,612127,20.189,3802955.33983853,15.1512890434385,0.0609490410101496,1.27829192351767,1.27829192351767,1.27829192351767,,1.19596931298309,1.34069984764549,1.34069984764549,1.01755624086875,1.5797662386385,1.13770487439996,0.44206136423854,0.095033899632554,-0.095033899632554,0.442061364238543
1971,"1971-12-31",325138,511868,837006,12.6920049865729,13.1458220582823,13.6375865179047,0.0680875122057785,0.104256673707535,0.0900508344858686,0.63797240824182,0.388453607262075,0.611546392737925,-0.453817071709402,660922,21.212,3908076.77805016,15.1785559383311,0.0585517917584432,1.33684371527612,1.33684371527612,1.33684371527612,,1.25452110474153,1.39925163940393,1.39925163940393,1.07610803262719,1.6240372979661,1.20549341942793,0.418543878538164,0.0894251294568828,-0.0894251294568828,0.418543878538167
1972,"1972-12-31",350432,555890,906322,12.7669219580755,13.2283257119328,13.717149930271,0.0749169715025975,0.082503653650555,0.0795634123663351,0.638789360651219,0.386652867303232,0.613347132696768,-0.461403753857359,732902,22.13,4153928.24473565,15.2395650094933,0.0507592617952878,1.3876029770714,1.3876029770714,1.3876029770714,,1.30528036653682,1.45001090119922,1.45001090119922,1.12686729442248,1.67183225869379,1.25812847403613,0.413703784657667,0.0882763070487225,-0.0882763070487224,0.413703784657669
1973,"1973-12-31",388805,632896,1021701,12.870833211568,13.3580613906297,13.8369794433399,0.10391125349255,0.129735678696818,0.119829513068888,0.641378772213877,0.380546754872512,0.619453245127488,-0.487228179061628,820208,23.342,4407379.36012338,15.2987908213817,0.0765458180404219,1.46414879511183,1.46414879511183,1.46414879511183,,1.38182618457724,1.52655671923964,1.52655671923964,1.2034131124629,1.73820966187676,1.34100224528452,0.397207416592247,0.0843757873930384,-0.0843757873930383,0.397207416592249
1974,"1974-12-31",479384,775311,1254695,13.0802572253733,13.5610195181626,14.0424030731235,0.209424013805277,0.202958127532973,0.205423629783589,0.648983395516306,0.382072137053228,0.617927862946772,-0.480762292789324,889579,25.443,4385415.03800652,15.2937948287978,0.131754355454316,1.59590315056614,1.59590315056614,,0.131754355454316,,1.65831107469396,,,1.8725297787233,1.47117527993244,0.401354498790852,0.0853541351432629,-0.0853541351432629,0.401354498790854
1975,"1975-12-31",550680,841114,1391794,13.2189091571769,13.6424824826818,14.1461041204194,0.138651931803567,0.0814629645191811,0.103701047295862,0.629506651683764,0.395662001704275,0.604337998295725,-0.423573325504938,965545,27.8,4356344.54172662,15.2871438558039,0.0673002577926656,1.66320340835881,1.66320340835881,,0.199054613246982,,1.72561133248662,,,1.96251258022007,1.52404339125493,0.438469188965144,0.0941737316491064,-0.0941737316491064,0.438469188965146
1976,"1976-12-31",608821,919108,1527929,13.3192795790214,13.7311589134754,14.2394237816604,0.100370421844554,0.0886764307936225,0.0933196612410647,0.627960062834082,0.398461577730379,0.601538422269621,-0.411879334454007,1087308,29.33,4649807.97217866,15.3523364804052,0.0587453474841258,1.72194875584293,1.72194875584293,,0.257799960731108,,1.78435667997075,,,2.02569642840352,1.57986579428709,0.445830634116435,0.0959360833794333,-0.0959360833794333,0.445830634116437
1977,"1977-12-31",686582,1010755,1697337,13.4394809435246,13.8262081343124,14.3445711102404,0.120201364503158,0.0950492208370086,0.105147328579926,0.626112863168844,0.404505410534266,0.595494589465734,-0.386727190787857,1232519,31.152,4962519.03993323,15.4174240407326,0.0660283230618862,1.78797707890482,1.78797707890482,,0.323828283792994,,1.85038500303263,,,2.10117808480967,1.63955290897622,0.461625175833442,0.0997313690067208,-0.0997313690067208,0.461625175833445
1978,"1978-12-31",783103,1143006,1926109,13.5710195116601,13.949172192107,14.471012463716,0.131538568135461,0.122964057794553,0.126441353475618,0.62883238917044,0.406572525230919,0.593427474769081,-0.378152680446949,1406890,33.343,5292367.18111748,15.481776185997,0.079166557847563,1.86714363675238,1.86714363675238,,0.402994841640557,,1.9295515608802,,,2.18353607432209,1.71654228726883,0.466993787053259,0.101025616107941,-0.101025616107941,0.466993787053261
1979,"1979-12-31",906351,1311569,2217920,13.717181927217,14.0867346884187,14.6120803777118,0.146162415556933,0.137562496311661,0.141067913995773,0.64207996266832,0.408649094647237,0.591350905352763,-0.369552761201676,1564355,36.11,5433783.4101357,15.5081462098994,0.0887080733932521,1.95585171014563,1.95585171014563,,0.491702915033809,,,,,2.27544773530368,1.80304604048474,0.472401694818936,0.102331430215282,-0.102331430215282,0.472401694818939
1980,"1980-12-31",1053634,1489302,2542936,13.8677556992018,14.2138181117858,14.7488298769621,0.150573771984861,0.127083423367173,0.136749499250358,0.647330415459289,0.414337600317114,0.585662399682886,-0.346062412583988,1702381,39.371,5423439.69083843,15.5062408014298,0.0878041133735813,2.04365582351922,2.04365582351922,,0.57950702840739,,,,,2.37212813719855,1.8846437602161,0.487484376982447,0.105983905723435,-0.105983905723435,0.48748437698245
1981,"1981-12-31",1171078,1701224,2872302,13.9734352500968,14.3468585499508,14.8706243568254,0.105679550894946,0.133040438164958,0.121794479863269,0.630741087162103,0.407714091345548,0.592285908654452,-0.373423299854,1935130,43.097,5631934.6042648,15.5439635652939,0.0788412712505379,2.12249709476975,2.12249709476975,,0.658348299657928,,,,,2.44053772478492,1.97076488232631,0.469772842458616,0.101696306909073,-0.101696306909073,0.469772842458618
1982,"1982-12-31",1239639,1800007,3039646,14.0303307661627,14.4033011117477,14.9272516192335,0.0568955160658842,0.056442561796926,0.0566272624080781,0.631693306878897,0.40782347681276,0.59217652318724,-0.372970345585042,2018565,45.759,5533000.52055333,15.5262408159618,0.0357171410542849,2.15821423582404,2.15821423582404,,0.694065440712213,,,,,2.47642406444297,2.00636552511632,0.470058539326653,0.101765300817582,-0.101765300817582,0.470058539326656
