"year","K_ME","K_NRC","g_me","g_nrc","d_tau","g_cap","vartheta_path","roughness_attributed_share","roughness_rank","leave_one_year_out_L","relative_L_change_if_dropped"
1946,98.1300746469518,383743.749378331,0.15361127201546,0.0957046165505027,0.057906655464957,0.0957190001566612,0.490108533924982,0.275569958680726,1,0.110200783092986,-0.108089601890711
1945,84.1568751894496,348720.378718208,0.0455771302240722,0.00690603797987954,0.0386710922441926,0.0069151901828679,1.85958262478519,0.27105421172623,2,0.0586705791173502,-0.525149476172922
1964,1651.37963359648,1142818.90215222,0.202362588678364,0.0405483134878555,0.161814275190508,0.0407639102517816,1.49682754050757,0.0681659046290156,3,0.144738144812303,0.171438648055832
1968,4222.45407557716,1299608.55997331,0.238766501786191,0.0378910412185078,0.200875460567683,0.0384805752764681,1.80992018968901,0.0668843863596622,4,0.119807894401123,-0.0303344151213882
1967,3325.59961016234,1251286.30998354,0.224810202842225,0.0258181921988712,0.198992010643353,0.0262966083376845,2.46844997856272,0.0651232457319572,5,0.121784127343393,-0.0143397673446114
1965,2108.22574391432,1184618.66935368,0.244235633974414,0.0359229933373353,0.208312640637079,0.0362571152413675,2.05270935208219,0.0564487250029595,6,0.139892318913819,0.132218940309847
1950,191.075648248835,499390.023001601,0.173295804440783,0.0517441552557525,0.12155164918503,0.0517879318957828,1.04849583555967,0.028355607972046,7,0.121534976895031,-0.0163562673126795
1963,1348.8447582032,1097406.44429993,0.135450075753616,0.0374370181991779,0.0980130575544385,0.0375516381912337,1.09353588849591,0.0235846828447464,8,0.127436985746501,0.031411660614995
1951,223.385955819529,537159.144672408,0.156231605270702,0.0729070097215807,0.0833245955491213,0.0729402438793176,0.67536596825578,0.0205131318774899,9,0.126693962878862,0.0253980026074965
1966,2656.04928858402,1219393.83412396,0.230993074801905,0.0289329532100133,0.202060121591892,0.0293306718358401,2.33831654623359,0.0142367872536159,10,0.130885148542647,0.0593193774745202
1971,7486.01536947539,1400896.05825014,0.185741568769142,0.0228720891800602,0.162869479589082,0.0236712914629997,2.18033346712582,0.0126027318343728,11,0.131361660451099,0.0631760281628599
1959,763.655209530614,923746.864487183,0.15383381298354,0.0453232123824598,0.10851060060108,0.0454081551375296,1.0136439242633,0.0113576692110209,12,0.125930689789053,0.0192204493606813
1949,160.673380093393,474206.67241494,0.170175704473984,0.0646909984760384,0.105484705997946,0.0647249079945471,0.809811450914907,0.0108813147407084,13,0.130525025053117,0.0564047168350927
1961,1006.73173475824,1013914.48075591,0.127859936491297,0.0445099862378591,0.0833499502534378,0.0445893149666876,0.854414340830874,0.0102133635269494,14,0.127302827382929,0.0303258494609839
1962,1177.97682950164,1057082.33597316,0.157089237875669,0.041694036653583,0.115395201222086,0.0418153592001964,1.11680230928186,0.0100285402780955,15,0.127679824590354,0.0333770775913378
1958,654.769049903866,882814.293672726,0.133355955834397,0.0522353796267794,0.0811205762076179,0.052293128607948,0.758697951181401,0.00994143647254561,16,0.129294435451119,0.0464449358696419
1972,8839.47912381149,1426906.26096577,0.166191289691826,0.0183965732653597,0.147794716426466,0.0192428137004175,2.38922237677771,0.00984174769113026,17,0.125711978179895,0.0174503062371869
1970,6217.04736451688,1369218.28802709,0.172759548277771,0.0227793199531856,0.149980228324585,0.0234090492822769,1.97161029790839,0.00630795801820223,18,0.12799355763892,0.0359162770452193
1947,115.768902979168,413306.628612868,0.165302097395633,0.0742147491452823,0.0910873482503511,0.0742391290514917,0.666871198303369,0.00452407851965144,19,0.12823144773898,0.037841641347502
1956,493.895186465906,785782.233501748,0.147292534419757,0.0845812431100423,0.0627112913097143,0.0846194258699011,0.544742302675093,0.00448691493231325,20,0.127133810603819,0.0289579116068932
1969,5230.64995915863,1338380.98637691,0.214119052009828,0.0293975529433137,0.184721499066514,0.0300543746306072,1.98056681545512,0.00422025467837249,21,0.128018819359627,0.0361207328643167
1957,573.023439240968,837883.849044663,0.148603300527728,0.0641997884885122,0.0844035120392155,0.0642551063143983,0.69714601706968,0.00390446968991109,22,0.128826904017757,0.0426609686857902
1973,10780.0928121155,1460458.16232414,0.198473222834213,0.0232415495487572,0.175231673285456,0.0244200029155657,2.23281983976034,0.00353538004620082,23,0.127226043263718,0.029704396941213
1948,135.530662312505,444500.973896121,0.157601916540943,0.0727624862948577,0.0848394302460855,0.0727872800988614,0.674463772380171,0.0026559179668166,24,0.128208155416913,0.0376531248627294
1960,885.900392347203,969774.776974673,0.148488129421934,0.0486257779254267,0.0998623514965074,0.0487125207762276,0.897077467686401,0.00222685244253031,25,0.128500411139034,0.0400184975048388
1955,426.252028320819,722052.935677697,0.177537976866656,0.0880795894735122,0.0894583873931438,0.0881300779551388,0.633165460567987,0.00113868906454869,26,0.128081264186087,0.0366261302713489
1953,304.949333183403,612588.054654126,0.174218473972154,0.0742358103507801,0.0999826636213736,0.0742831524951466,0.698917153032904,0.000898051504880607,27,0.128287091994096,0.0382919983081316
1954,356.913269698581,661175.204736257,0.15734716814598,0.0763261700581968,0.0810209980877836,0.0763681598538799,0.625414161506941,0.000789517254919159,28,0.128089830902498,0.0366954650186193
1952,256.192001218301,568759.0512566,0.137026149090866,0.0571624750385205,0.079863674052346,0.0571970348759141,0.727396008436069,0.000508470048381402,29,0.128022274434223,0.0361486965218529
