"module","shapley_contribution","baseline_scale_roughness","roughness_full","share","baseline_scale_share","share_ci_low","share_ci_high","classification","bootstrap_dominance_stable"
"distribution",0.00150514805894312,0.0180435489197782,0.123555890060923,0.0121819207340172,0.146035522150189,-0.029252210160503,0.0504293570755906,"NOT_DOMINANT",FALSE
"composition",0.0716260955478364,0.0180435489197782,0.123555890060923,0.579706038397027,0.146035522150189,0.498290504192138,0.676212444442662,"DOMINANT",FALSE
"denominator",0.0323810975343655,0.0180435489197782,0.123555890060923,0.262076518718768,0.146035522150189,0.217362117117429,0.448603290908206,"NOT_DOMINANT",FALSE
