"run_id","state_id","window_id","model_id","ll_id","rho","n","rank","columns","condition_number","bic","r_squared","adf_p","kpss_p","sample_gate","rank_gate","residual_gate","generated_path_gate","overall_gate"
"S90_RUN_0127","NFC_NVA","post_1973_full","M2_H3","LL00",,50,8,8,8.62644375146174,-330.160097475822,0.996352812358917,0.268346104269574,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0128","NFC_NVA","post_1973_full","M2_H3","LL22",,46,20,20,53.054102431331,-309.612582594865,0.998626960125252,0.0461866518605066,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0129","NFC_NVA","post_1973_full","M2_H5","LL00",,50,8,8,6.95258003927834,-343.860488038959,0.997226947913113,0.263378062152924,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0130","NFC_NVA","post_1973_full","M2_H5","LL22",,46,20,20,58.5950487992015,-321.17773930483,0.998932189043116,0.0403412098858062,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0131","CORP_GVA","full_long_sample","M0","LL11",,91,14,14,14.1164729186508,-456.055955669675,0.997039136898622,0.237220212629215,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0132","CORP_GVA","full_long_sample","M1_H3","LL11",,90,14,14,15.3072379096928,-454.293406886565,0.997040444633405,0.355371679356888,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0133","CORP_GVA","full_long_sample","M1_H5","LL11",,88,14,14,15.1344140288454,-449.940985774961,0.997038557633281,0.220192708791866,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0134","CORP_GVA","full_long_sample","M2_H3","LL11",,90,14,14,13.1967061021182,-463.239779922353,0.997320487437752,0.222885265576673,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0135","CORP_GVA","full_long_sample","M2_H5","LL11",,88,14,14,13.7960164477902,-450.615027241345,0.997061154334154,0.200135001088627,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0136","CORP_GVA","pre_1974_full","M0","LL11",,40,14,14,15.9317416454674,-189.138728211131,0.993323191777908,0.261776569444994,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0137","CORP_GVA","pre_1974_full","M1_H3","LL11",,39,14,14,14.7446138846393,-181.977616887444,0.99241146115233,0.413261229571971,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0138","CORP_GVA","pre_1974_full","M1_H5","LL11",,37,14,14,13.8217080869284,-185.328474694359,0.993953213785924,0.267723007992186,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0139","CORP_GVA","pre_1974_full","M2_H3","LL11",,39,14,14,18.3460228047729,-193.237127141057,0.994314417005389,0.105049540272547,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0140","CORP_GVA","pre_1974_full","M2_H5","LL11",,37,14,14,21.1713102452254,-185.66670588446,0.994008237896327,0.0256755898837357,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0141","CORP_GVA","post_1973_full","M0","LL11",,48,14,14,31.6070550839455,-301.170350494276,0.996627618628009,0.30737224122568,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0142","CORP_GVA","post_1973_full","M1_H3","LL11",,48,14,14,21.7112412597419,-304.831074583864,0.996875250724324,0.187575099089544,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0143","CORP_GVA","post_1973_full","M1_H5","LL11",,48,14,14,18.798165138157,-310.061191781241,0.997197832364423,0.208222508130711,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0144","CORP_GVA","post_1973_full","M2_H3","LL11",,48,14,14,22.0999706663531,-313.450867677056,0.997388891025828,0.0839881042675458,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0145","CORP_GVA","post_1973_full","M2_H5","LL11",,48,14,14,26.4713336159273,-329.070683057126,0.998114181008119,0.100959075704851,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0146","CORP_GVA","fordist_core","M0","LL11",,26,14,14,23.4944160384343,-168.206527453416,0.997984589927801,0.416720420104134,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0147","CORP_GVA","fordist_core","M1_H3","LL11",,26,14,14,31.3505231283045,-162.111616426056,0.997452169177358,0.100475231684735,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0148","CORP_GVA","fordist_core","M1_H5","LL11",,26,14,14,21.5012165736193,-159.438362125173,0.997176266875586,0.139857690748349,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0149","CORP_GVA","fordist_core","M2_H3","LL11",,26,14,14,31.8251167464867,-167.282366741524,0.997911664520788,0.0214246090104351,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0150","CORP_GVA","fordist_core","M2_H5","LL11",,26,14,14,23.6589338259168,-166.947270758888,0.997884575219324,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0151","CORP_GVA","bridge_1940_1978","M0","LL11",,36,14,14,9.60792805936582,-209.6097341499,0.996653243411971,0.0775681547347248,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0152","CORP_GVA","bridge_1940_1978","M1_H3","LL11",,36,14,14,13.64847710373,-216.904985023021,0.997267147770313,0.0918822509014543,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0153","CORP_GVA","bridge_1940_1978","M1_H5","LL11",,36,14,14,13.6747320113627,-212.591908166526,0.996919310218207,0.0662092846310708,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0154","CORP_GVA","bridge_1940_1978","M2_H3","LL11",,36,14,14,11.0401141825754,-214.307541155437,0.997062681603401,0.144853161913898,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0155","CORP_GVA","bridge_1940_1978","M2_H5","LL11",,36,14,14,13.5494449809742,-212.477944054408,0.996909542318845,0.0705927612260817,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0156","CORP_GVA","pre_1974_alt_1940_1973","M0","LL11",,31,14,14,24.4065307658802,-178.391999253611,0.996006889576546,0.199779420163452,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0157","CORP_GVA","pre_1974_alt_1940_1973","M1_H3","LL11",,31,14,14,31.484332218828,-185.802493769732,0.99685591700613,0.0873138752139631,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0158","CORP_GVA","pre_1974_alt_1940_1973","M1_H5","LL11",,31,14,14,17.1455046984965,-185.347311824624,0.996809410932805,0.195559597369741,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0159","CORP_GVA","pre_1974_alt_1940_1973","M2_H3","LL11",,31,14,14,18.4697341459617,-184.017490348983,0.996669564663039,0.237879587062938,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0160","CORP_GVA","pre_1974_alt_1940_1973","M2_H5","LL11",,31,14,14,16.2469024381771,-185.661695128332,0.996841604443358,0.323614846923215,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0161","CORP_GVA","pre_1974_alt_1947_1973","M0","LL11",,24,14,14,28.732783303455,-168.986944064792,0.99879047504299,0.254692758946002,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0162","CORP_GVA","pre_1974_alt_1947_1973","M1_H3","LL11",,24,14,14,29.8935949303259,-170.641984941844,0.998871072972478,0.0471815945189166,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0163","CORP_GVA","pre_1974_alt_1947_1973","M1_H5","LL11",,24,14,14,30.3575455457644,-157.600667157568,0.9980561784832,0.286609464044259,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0164","CORP_GVA","pre_1974_alt_1947_1973","M2_H3","LL11",,24,14,14,32.7558833078568,-174.423171099977,0.999035631479541,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0165","CORP_GVA","pre_1974_alt_1947_1973","M2_H5","LL11",,24,14,14,27.2404342616104,-160.712595958652,0.998292565093833,0.0452444338506122,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0166","CORP_GVA","full_long_sample","M0","LL00",,93,8,8,8.90051255289431,-453.221768579954,0.99560832040576,0.176892908543337,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0167","CORP_GVA","full_long_sample","M0","LL22",,89,20,20,15.2048703253939,-435.198847373321,0.997424949084269,0.147838150237797,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0168","CORP_GVA","full_long_sample","M1_H3","LL00",,92,8,8,10.9756627546494,-457.334454958636,0.995881417951014,0.549816974704763,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0169","CORP_GVA","full_long_sample","M1_H3","LL22",,88,20,20,14.480964296838,-433.598939901895,0.997442118345937,0.330367773058337,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0170","CORP_GVA","full_long_sample","M1_H5","LL00",,90,8,8,11.454892090716,-454.830968264996,0.995918505966334,0.197453904796038,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0171","CORP_GVA","full_long_sample","M1_H5","LL22",,86,20,20,20.0224517264356,-429.344884821303,0.997462582880048,0.227045914532475,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0172","CORP_GVA","full_long_sample","M2_H3","LL00",,92,8,8,7.33729230912025,-475.776725834257,0.996629539185523,0.36235580826031,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0173","CORP_GVA","full_long_sample","M2_H3","LL22",,88,20,20,18.6207919857357,-437.788324253658,0.997561037371375,0.174089832370947,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0174","CORP_GVA","full_long_sample","M2_H5","LL00",,90,8,8,8.72772085249569,-461.778483495018,0.996221721462869,0.122788466043479,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0175","CORP_GVA","full_long_sample","M2_H5","LL22",,86,20,20,18.5001667307497,-425.087328377712,0.997333802894629,0.0898067882299012,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0176","CORP_GVA","pre_1974_full","M0","LL00",,42,8,8,8.54993496274556,-200.062527169898,0.989695798647316,0.540071366591812,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0177","CORP_GVA","pre_1974_full","M0","LL22",,38,20,20,23.2575221931634,-176.318014530952,0.995529140051748,0.0409931866205331,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0178","CORP_GVA","pre_1974_full","M1_H3","LL00",,41,8,8,7.34416325385935,-197.094285815176,0.989575466650875,0.411055439804483,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0179","CORP_GVA","pre_1974_full","M1_H3","LL22",,37,20,20,18.2315121245851,-174.513560973106,0.995654173325322,0.229598978377224,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0180","CORP_GVA","pre_1974_full","M1_H5","LL00",,39,8,8,6.59716121948079,-188.545158267266,0.98832633807804,0.0921866230774221,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0181","CORP_GVA","pre_1974_full","M1_H5","LL22",,35,20,20,33.4347045170146,-172.907593852779,0.996227663217841,0.119403444237689,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0182","CORP_GVA","pre_1974_full","M2_H3","LL00",,41,8,8,14.0170758490338,-203.903756601446,0.991170685745876,0.361667119857655,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0183","CORP_GVA","pre_1974_full","M2_H3","LL22",,37,20,20,42.1738978376869,-180.682156772998,0.996321528936174,0.108398260165005,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0184","CORP_GVA","pre_1974_full","M2_H5","LL00",,39,8,8,11.6237398910753,-188.655282636552,0.988359254522965,0.0655340259837193,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0185","CORP_GVA","pre_1974_full","M2_H5","LL22",,35,20,20,55.1895898984575,-174.836902427205,0.996429978766864,0.0317621713498923,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0186","CORP_GVA","post_1973_full","M0","LL00",,50,8,8,8.02923440238279,-317.507260386473,0.995302581497213,0.508495396696538,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0187","CORP_GVA","post_1973_full","M0","LL22",,46,20,20,50.8621255321136,-281.253765513894,0.997456545511347,0.0944589308428967,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0188","CORP_GVA","post_1973_full","M1_H3","LL00",,50,8,8,9.43977582769206,-327.013991621135,0.996115949787433,0.11718707787533,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0189","CORP_GVA","post_1973_full","M1_H3","LL22",,46,20,20,54.9568756216788,-295.410274838185,0.998130309350286,0.0240187970171216,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0190","CORP_GVA","post_1973_full","M1_H5","LL00",,50,8,8,10.4472719424777,-336.394868228064,0.996780387707463,0.0859764764739242,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0191","CORP_GVA","post_1973_full","M1_H5","LL22",,46,20,20,58.2880143450489,-297.249154413744,0.998203577214241,0.153539416183276,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0192","CORP_GVA","post_1973_full","M2_H3","LL00",,50,8,8,12.1768957328025,-331.842108165923,0.996473463783226,0.0804389962865612,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0193","CORP_GVA","post_1973_full","M2_H3","LL22",,46,20,20,53.8995308263276,-302.559122956604,0.998399424507294,0.0220808558576672,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0194","CORP_GVA","post_1973_full","M2_H5","LL00",,50,8,8,12.582077636569,-346.735140729635,0.99738188263572,0.0761120154458301,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0195","CORP_GVA","post_1973_full","M2_H5","LL22",,46,20,20,54.4736191376624,-315.244464581034,0.998785181173924,0.0585327011193892,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0196","CORP_NVA","full_long_sample","M0","LL11",,91,14,14,13.8490974974964,-470.18743628482,0.997465009680331,0.160500506520728,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0197","CORP_NVA","full_long_sample","M1_H3","LL11",,90,14,14,12.8647110718366,-483.729343077058,0.997866053493347,0.26262439315117,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0198","CORP_NVA","full_long_sample","M1_H5","LL11",,88,14,14,13.6432030530874,-474.988004370059,0.997772118298465,0.251499803962799,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0199","CORP_NVA","full_long_sample","M2_H3","LL11",,90,14,14,12.0044248049153,-480.192332905144,0.997780519413611,0.17148435217683,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0200","CORP_NVA","full_long_sample","M2_H5","LL11",,88,14,14,11.4299395942501,-476.623148030521,0.997813132736501,0.0934233804122876,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0201","CORP_NVA","pre_1974_full","M0","LL11",,40,14,14,21.2477206612596,-194.981887209923,0.994230640395185,0.379188921865461,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0202","CORP_NVA","pre_1974_full","M1_H3","LL11",,39,14,14,18.6864004859885,-203.459494888128,0.995625371166936,0.219996582328548,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0203","CORP_NVA","pre_1974_full","M1_H5","LL11",,37,14,14,15.5178420995833,-211.842838023101,0.997046701999014,0.0202755489556135,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0204","CORP_NVA","pre_1974_full","M2_H3","LL11",,39,14,14,17.0337681461654,-218.518506062312,0.997026638335172,0.0178181849596187,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0205","CORP_NVA","pre_1974_full","M2_H5","LL11",,37,14,14,16.1831193983916,-204.925725959313,0.996439605023996,0.0159132826111572,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0206","CORP_NVA","post_1973_full","M0","LL11",,48,14,14,33.3923791310043,-298.050242877628,0.996401124716497,0.451681971780423,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0207","CORP_NVA","post_1973_full","M1_H3","LL11",,48,14,14,30.1806938298626,-298.541414311457,0.996437763288946,0.404363241567488,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0208","CORP_NVA","post_1973_full","M1_H5","LL11",,48,14,14,29.9139671211965,-302.826845962653,0.996742015309475,0.40437688036245,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0209","CORP_NVA","post_1973_full","M2_H3","LL11",,48,14,14,24.0061669293488,-308.579465488691,0.99710998246089,0.130106442988098,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0210","CORP_NVA","post_1973_full","M2_H5","LL11",,48,14,14,26.8340091748627,-321.981785350476,0.997814056432769,0.162995723796361,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0211","CORP_NVA","fordist_core","M0","LL11",,26,14,14,25.1058113728141,-178.45696716006,0.998641236624411,0.45380953944463,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0212","CORP_NVA","fordist_core","M1_H3","LL11",,26,14,14,41.1708742303086,-170.670450364819,0.998166812199917,0.136595472230138,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0213","CORP_NVA","fordist_core","M1_H5","LL11",,26,14,14,29.0624837916882,-165.967658031082,0.997803350935107,0.0998512676308739,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0214","CORP_NVA","fordist_core","M2_H3","LL11",,26,14,14,19.3153269007507,-179.05737422976,0.998672254456558,0.0798938643873327,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0215","CORP_NVA","fordist_core","M2_H5","LL11",,26,14,14,25.1297735007801,-175.080864119751,0.998452833613076,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0216","CORP_NVA","bridge_1940_1978","M0","LL11",,36,14,14,15.609928458314,-218.476950714962,0.997383911867253,0.0855848110649273,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0217","CORP_NVA","bridge_1940_1978","M1_H3","LL11",,36,14,14,34.6369936432326,-231.655728218494,0.998185875522048,0.0102961298032145,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0218","CORP_NVA","bridge_1940_1978","M1_H5","LL11",,36,14,14,24.7255951565504,-218.143437599214,0.997359563152173,0.0235816572937547,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0219","CORP_NVA","bridge_1940_1978","M2_H3","LL11",,36,14,14,19.1532203181391,-222.666578082123,0.997671319996503,0.0785203343526579,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0220","CORP_NVA","bridge_1940_1978","M2_H5","LL11",,36,14,14,23.6365214285054,-218.201089484073,0.997363788272605,0.022308765190822,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0221","CORP_NVA","pre_1974_alt_1940_1973","M0","LL11",,31,14,14,25.9477694388427,-188.961584564859,0.997160533685519,0.188702994136246,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0222","CORP_NVA","pre_1974_alt_1940_1973","M1_H3","LL11",,31,14,14,36.6765482291204,-200.127696107194,0.998019362088089,0.014548223524015,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0223","CORP_NVA","pre_1974_alt_1940_1973","M1_H5","LL11",,31,14,14,22.4841802937278,-195.448116031511,0.997696630233565,0.0450314296808407,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0224","CORP_NVA","pre_1974_alt_1940_1973","M2_H3","LL11",,31,14,14,23.4034028058826,-191.854273311078,0.997413505259859,0.285783822479523,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0225","CORP_NVA","pre_1974_alt_1940_1973","M2_H5","LL11",,31,14,14,21.188366443499,-194.816726316144,0.997649235541575,0.142392392658554,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0226","CORP_NVA","pre_1974_alt_1947_1973","M0","LL11",,24,14,14,30.9369485936561,-181.642566587554,0.999286155351969,0.150562250210634,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0227","CORP_NVA","pre_1974_alt_1947_1973","M1_H3","LL11",,24,14,14,40.2430392568906,-175.446345393522,0.999075880638916,0.0211422339976202,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0228","CORP_NVA","pre_1974_alt_1947_1973","M1_H5","LL11",,24,14,14,44.9512070019407,-168.817542638061,0.998781907539934,0.0239097455657449,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0229","CORP_NVA","pre_1974_alt_1947_1973","M2_H3","LL11",,24,14,14,23.8581980437083,-174.21732833385,0.999027324729378,0.0630377340999948,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0230","CORP_NVA","pre_1974_alt_1947_1973","M2_H5","LL11",,24,14,14,43.3812830726112,-166.927598729216,0.998682107670167,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0231","CORP_NVA","full_long_sample","M0","LL00",,93,8,8,10.8085143447556,-475.240447801283,0.996534171332295,0.0268761422169196,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0232","CORP_NVA","full_long_sample","M0","LL22",,89,20,20,14.2471395186282,-452.523799552421,0.99788044338491,0.251517280043439,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0233","CORP_NVA","full_long_sample","M1_H3","LL00",,92,8,8,12.3074721196497,-476.716804657533,0.996663804028792,0.476568054855534,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0234","CORP_NVA","full_long_sample","M1_H3","LL22",,88,20,20,17.4927615666916,-458.981939055067,0.998083048306255,0.256823059242793,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0235","CORP_NVA","full_long_sample","M1_H5","LL00",,90,8,8,11.9033470892948,-471.864276154409,0.996622269178128,0.293101047615456,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0236","CORP_NVA","full_long_sample","M1_H5","LL22",,86,20,20,18.387773332344,-466.512969002448,0.998352993074039,0.328885697318924,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0237","CORP_NVA","full_long_sample","M2_H3","LL00",,92,8,8,6.77335753381586,-477.017263178076,0.996674681783783,0.441948239690597,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0238","CORP_NVA","full_long_sample","M2_H3","LL22",,88,20,20,17.2081206277784,-460.674486065673,0.998119565671217,0.223202622328354,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0239","CORP_NVA","full_long_sample","M2_H5","LL00",,90,8,8,7.43369476215255,-473.476772386361,0.996682247802238,0.120138096437631,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0240","CORP_NVA","full_long_sample","M2_H5","LL22",,86,20,20,18.2694952009796,-456.182046518289,0.998142769012637,0.0654551051609801,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0241","CORP_NVA","pre_1974_full","M0","LL00",,42,8,8,10.1391701244129,-214.594434400642,0.992709632770431,0.51453827630228,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0242","CORP_NVA","pre_1974_full","M0","LL22",,38,20,20,29.4846886659222,-182.136716036527,0.99616389684309,0.177711851858654,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0243","CORP_NVA","pre_1974_full","M1_H3","LL00",,41,8,8,9.45710162648252,-204.627737751783,0.991325225998026,0.221053960876298,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0244","CORP_NVA","pre_1974_full","M1_H3","LL22",,37,20,20,35.2350589014006,-199.932198236306,0.997813666798899,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0245","CORP_NVA","pre_1974_full","M1_H5","LL00",,39,8,8,7.95052141954786,-194.801196495672,0.990056451490967,0.0169755352726442,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0246","CORP_NVA","pre_1974_full","M1_H5","LL22",,35,20,20,31.0625494491023,-200.479552755331,0.998284122878132,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0247","CORP_NVA","pre_1974_full","M2_H3","LL00",,41,8,8,10.9717065853279,-205.004075238382,0.991404487104499,0.158535087428726,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0248","CORP_NVA","pre_1974_full","M2_H3","LL22",,37,20,20,36.5244560382138,-213.263489377697,0.998475112499494,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0249","CORP_NVA","pre_1974_full","M2_H5","LL00",,39,8,8,8.24488839833901,-194.631684457494,0.990013138168405,0.0183359411198897,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0250","CORP_NVA","pre_1974_full","M2_H5","LL22",,35,20,20,65.1020981758254,-194.169066574783,0.997945106552257,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0251","CORP_NVA","post_1973_full","M0","LL00",,50,8,8,7.36716643264907,-315.961217261827,0.995155064339989,0.655684229310607,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0252","CORP_NVA","post_1973_full","M0","LL22",,46,20,20,54.0986883212802,-280.797124240949,0.997431170940736,0.122873592232564,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0253","CORP_NVA","post_1973_full","M1_H3","LL00",,50,8,8,7.97348932082444,-323.034416346516,0.99579417704106,0.368886551792076,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
