"module","shapley_contribution","baseline_scale_roughness","roughness_full","share","baseline_scale_share","replication"
"distribution",0.00644610300048308,0.010305584054264,0.182381239802997,0.0353441121874486,0.0565057243025425,1
"composition",0.0957402992679561,0.010305584054264,0.182381239802997,0.524945983322473,0.0565057243025425,1
"denominator",0.0698892534802938,0.010305584054264,0.182381239802997,0.383204180187536,0.0565057243025425,1
"distribution",-0.00156299246057571,0.0236243927051072,0.274246117774176,-0.00569923276676147,0.0861430342090035,2
"composition",0.148325637900575,0.0236243927051072,0.274246117774176,0.540848632988534,0.0861430342090035,2
"denominator",0.103859079629069,0.0236243927051072,0.274246117774176,0.378707565569224,0.0861430342090035,2
"distribution",-0.000219610526029655,0.0124891374846071,0.250198408918068,-0.000877745493983422,0.0499169340788931,3
"composition",0.134062018020238,0.0124891374846071,0.250198408918068,0.535822823973829,0.0499169340788931,3
"denominator",0.103866863939252,0.0124891374846071,0.250198408918068,0.415137987441262,0.0499169340788931,3
"distribution",-0.00527253573266454,0.0141307578778278,0.202948567498074,-0.025979664688762,0.0696272856321684,4
"composition",0.108090727487812,0.0141307578778278,0.202948567498074,0.532601578914017,0.0696272856321684,4
"denominator",0.0859996178650986,0.0141307578778278,0.202948567498074,0.423750800142576,0.0696272856321684,4
"distribution",0.00102325411913736,0.0237265556534919,0.276725840290617,0.00369771799432516,0.0857402967087366,5
"composition",0.15196552236738,0.0237265556534919,0.276725840290617,0.549155518717681,0.0857402967087366,5
"denominator",0.100010508150608,0.0237265556534919,0.276725840290617,0.361406466579258,0.0857402967087366,5
"distribution",0.00361910281109501,0.0218332678015047,0.301263189936137,0.0120130933084198,0.0724724046310903,6
"composition",0.155487470715816,0.0218332678015047,0.301263189936137,0.516118383891431,0.0724724046310903,6
"denominator",0.120323348607721,0.0218332678015047,0.301263189936137,0.399396118169059,0.0724724046310903,6
"distribution",0.00228784117920301,0.00463970911139841,0.0359454193530763,0.063647641907597,0.129076505293332,7
"composition",0.0162316866959604,0.00463970911139841,0.0359454193530763,0.451564816549322,0.129076505293332,7
"denominator",0.0127861823665145,0.00463970911139841,0.0359454193530763,0.355711036249749,0.129076505293332,7
"distribution",0.00432303395109765,0.0158043716976632,0.31292188713261,0.01381505777915,0.0505058046354093,8
"composition",0.160774331543301,0.0158043716976632,0.31292188713261,0.513784232277647,0.0505058046354093,8
"denominator",0.132020149940548,0.0158043716976632,0.31292188713261,0.421894905307793,0.0505058046354093,8
"distribution",-0.00522656343661304,0.0137565373388332,0.196881193656734,-0.0265467886471963,0.0698722772009296,9
"composition",0.112392627771037,0.0137565373388332,0.196881193656734,0.570865229347377,0.0698722772009296,9
"denominator",0.0759585919834768,0.0137565373388332,0.196881193656734,0.385809282098889,0.0698722772009296,9
"distribution",-0.00784558101327921,0.0186523871757354,0.381073292878177,-0.0205881156194992,0.0489469808677941,10
"composition",0.210943582186862,0.0186523871757354,0.381073292878177,0.553551209515744,0.0489469808677941,10
"denominator",0.159322904528859,0.0186523871757354,0.381073292878177,0.418089925235962,0.0489469808677941,10
"distribution",-0.00796794753989016,0.0159493204849543,0.355331301265478,-0.0224239956106121,0.0448857740034508,11
"composition",0.188195086331745,0.0159493204849543,0.355331301265478,0.52963272771497,0.0448857740034508,11
"denominator",0.159154841988669,0.0159493204849543,0.355331301265478,0.447905493892191,0.0448857740034508,11
"distribution",-0.000408741917776574,0.0163567174352496,0.243641327625283,-0.00167763786940619,0.0671344126822604,12
"composition",0.124067196758099,0.0163567174352496,0.243641327625283,0.509220656312104,0.0671344126822604,12
"denominator",0.103626155349711,0.0163567174352496,0.243641327625283,0.425322568875042,0.0671344126822604,12
"distribution",-0.00169843137366003,0.0318025511432189,0.383770108769175,-0.00442564789401454,0.0828687550607207,13
"composition",0.205627637049457,0.0318025511432189,0.383770108769175,0.535809413893502,0.0828687550607207,13
"denominator",0.148038351950159,0.0318025511432189,0.383770108769175,0.385747478939792,0.0828687550607207,13
"distribution",0.0021538948962898,0.0144037430235168,0.182651576575061,0.0117923695851848,0.0788591223443264,14
"composition",0.102004717983687,0.0144037430235168,0.182651576575061,0.558466123842999,0.0788591223443264,14
"denominator",0.0640892206715674,0.0144037430235168,0.182651576575061,0.35088238422749,0.0788591223443264,14
"distribution",0.00871609240911897,0.0234147737546886,0.261773305896154,0.0332963377578945,0.0894467588073219,15
"composition",0.167547066534495,0.0234147737546886,0.261773305896154,0.640046417112374,0.0894467588073219,15
"denominator",0.0620953731978516,0.0234147737546886,0.261773305896154,0.237210486322409,0.0894467588073219,15
"distribution",-4.19009148982796e-05,0.010423561552869,0.157633653467289,-0.000265811988599088,0.0661252297564239,16
"composition",0.106588314633521,0.010423561552869,0.157633653467289,0.676177404310678,0.0661252297564239,16
"denominator",0.040663678195798,0.010423561552869,0.157633653467289,0.257963177921497,0.0661252297564239,16
"distribution",0.00106137308718638,0.0124296433321222,0.181554722092254,0.00584602303346902,0.0684622420660934,17
"composition",0.0921505570244238,0.0124296433321222,0.181554722092254,0.507563537662209,0.0684622420660934,17
"denominator",0.0759131486485218,0.0124296433321222,0.181554722092254,0.418128197238228,0.0684622420660934,17
"distribution",0.00316399837470158,0.0125240436849266,0.22157865887564,0.0142793461733035,0.0565218859455039,18
"composition",0.140260633436868,0.0125240436849266,0.22157865887564,0.633006058203414,0.0565218859455039,18
"denominator",0.065629983379144,0.0125240436849266,0.22157865887564,0.296192709677779,0.0565218859455039,18
"distribution",0.00973356012450035,0.0115757848558987,0.252260989578804,0.0385852768624761,0.0458881290968794,19
"composition",0.127423037857092,0.0115757848558987,0.252260989578804,0.505123832542829,0.0458881290968794,19
"denominator",0.103528606741313,0.0115757848558987,0.252260989578804,0.410402761497816,0.0458881290968794,19
"distribution",0.000561471972426851,0.0209095706784408,0.152770341393719,0.00367526816595786,0.136869306487656,20
"composition",0.0979354569302135,0.0209095706784408,0.152770341393719,0.641063285168778,0.136869306487656,20
"denominator",0.0333638418126382,0.0209095706784408,0.152770341393719,0.218392140177608,0.136869306487656,20
"distribution",0.00444482585006814,0.0196751367000037,0.268065153283549,0.0165811400535398,0.0733968457257559,21
"composition",0.155580700591869,0.0196751367000037,0.268065153283549,0.580383905502639,0.0733968457257559,21
"denominator",0.0883644901416073,0.0196751367000037,0.268065153283549,0.329638108718066,0.0733968457257559,21
"distribution",-0.00115333421546518,0.00798105881642417,0.0934854681419017,-0.0123370427338988,0.0853721864483763,22
"composition",0.0514620583530633,0.00798105881642417,0.0934854681419017,0.550481902438023,0.0853721864483763,22
"denominator",0.0351956851878794,0.00798105881642417,0.0934854681419017,0.376482953847499,0.0853721864483763,22
"distribution",0.0054233528941691,0.0108999096270871,0.189830944440258,0.0285693826691986,0.0574190349167096,23
"composition",0.104644646706116,0.0108999096270871,0.189830944440258,0.551251783605011,0.0574190349167096,23
"denominator",0.0688630352128856,0.0108999096270871,0.189830944440258,0.36275979880908,0.0574190349167096,23
"distribution",-0.00445495218150272,0.0175957378513454,0.294655703800266,-0.0151191784989933,0.0597162641836138,24
"composition",0.156634810519971,0.0175957378513454,0.294655703800266,0.531585876328892,0.0597162641836138,24
"denominator",0.124880107610453,0.0175957378513454,0.294655703800266,0.423817037986487,0.0597162641836138,24
"distribution",-0.00208014700497047,0.0101161605787642,0.194613351600742,-0.0106886140537674,0.0519808147568309,25
"composition",0.100162843148516,0.0101161605787642,0.194613351600742,0.51467611201725,0.0519808147568309,25
"denominator",0.0864144948784326,0.0101161605787642,0.194613351600742,0.444031687279687,0.0519808147568309,25
"distribution",0.0091922157160925,0.0109593360428748,0.236526393324307,0.0388633825887195,0.0463345163676856,26
"composition",0.124772871029703,0.0109593360428748,0.236526393324307,0.527521978735894,0.0463345163676856,26
"denominator",0.091601970535637,0.0109593360428748,0.236526393324307,0.387280122307701,0.0463345163676856,26
"distribution",-0.00288038706294624,0.0116487269684217,0.210517473439778,-0.0136824132262362,0.0553337771828905,27
"composition",0.117310330537899,0.0116487269684217,0.210517473439778,0.557247475095971,0.0553337771828905,27
"denominator",0.0844388029964028,0.0116487269684217,0.210517473439778,0.401101160947374,0.0553337771828905,27
"distribution",0.00547458119881139,0.0229798917480615,0.245219434524937,0.0223252337622313,0.0937115436734469,28
"composition",0.144541854100048,0.0229798917480615,0.245219434524937,0.589438819888274,0.0937115436734469,28
"denominator",0.0722231074780152,0.0229798917480615,0.245219434524937,0.294524402676048,0.0937115436734469,28
"distribution",0.00393641477766385,0.0288229924545179,0.441414818820999,0.00891772230977169,0.0652968392214446,29
"composition",0.236383315893731,0.0288229924545179,0.441414818820999,0.535512868655159,0.0652968392214446,29
"denominator",0.172272095695087,0.0288229924545179,0.441414818820999,0.390272569813625,0.0652968392214446,29
"distribution",0.00200599662200659,0.0082094201230029,0.215493808324359,0.0093088364700817,0.0380958515088571,30
"composition",0.155833127638843,0.0082094201230029,0.215493808324359,0.723144339276255,0.0380958515088571,30
"denominator",0.049445263940507,0.0082094201230029,0.215493808324359,0.229450972744806,0.0380958515088571,30
"distribution",0.00371165375274686,0.013074032601743,0.315522400751362,0.0117635189891691,0.0414361470710462,31
"composition",0.177243610592149,0.013074032601743,0.315522400751362,0.561746519962049,0.0414361470710462,31
"denominator",0.121493103804724,0.013074032601743,0.315522400751362,0.385053813977736,0.0414361470710462,31
"distribution",0.00490964729505274,0.00912572812125072,0.15858155868718,0.0309597618770892,0.0575459605568151,32
"composition",0.0907317204507776,0.00912572812125072,0.15858155868718,0.572145470141053,0.0575459605568151,32
"denominator",0.053814462820099,0.00912572812125072,0.15858155868718,0.339348807425043,0.0575459605568151,32
"distribution",0.00396811369064133,0.00931516100174005,0.232402863502311,0.0170742891496338,0.0400819545050374,33
"composition",0.120777762449803,0.00931516100174005,0.232402863502311,0.519691369674549,0.0400819545050374,33
"denominator",0.0983418263601264,0.00931516100174005,0.232402863502311,0.42315238667078,0.0400819545050374,33
"distribution",0.000272941512484315,0.0156749548279396,0.319859588177675,0.000853316650719571,0.049005736914888,34
"composition",0.164787603265597,0.0156749548279396,0.319859588177675,0.515187317674096,0.049005736914888,34
"denominator",0.139124088571653,0.0156749548279396,0.319859588177675,0.434953628760296,0.049005736914888,34
"distribution",0.00139066385039145,0.018226986984601,0.382319552739242,0.00363743847372603,0.0476747444748989,35
"composition",0.205537951754439,0.018226986984601,0.382319552739242,0.537607742742429,0.0476747444748989,35
"denominator",0.157163950149811,0.018226986984601,0.382319552739242,0.411080074308946,0.0476747444748989,35
"distribution",0.00223704481605287,0.0107889505278601,0.134465609208859,0.0166365573265516,0.0802357613321197,36
"composition",0.0774744162185815,0.0107889505278601,0.134465609208859,0.576165286234967,0.0802357613321197,36
"denominator",0.0439651976463647,0.0107889505278601,0.134465609208859,0.326962395106362,0.0802357613321197,36
"distribution",0.00622268095611135,0.0206015253650527,0.230607014144175,0.0269839188508851,0.0893360743666392,37
"composition",0.149444374815425,0.0206015253650527,0.230607014144175,0.648047828770693,0.0893360743666392,37
"denominator",0.0543384330075861,0.0206015253650527,0.230607014144175,0.235632178011783,0.0893360743666392,37
"distribution",-0.00633524744785102,0.0180389960984292,0.191541304928762,-0.0330750980850174,0.0941780996278496,38
"composition",0.102029910279197,0.0180389960984292,0.191541304928762,0.532678370950559,0.0941780996278496,38
"denominator",0.0778076459989865,0.0180389960984292,0.191541304928762,0.406218627506609,0.0941780996278496,38
"distribution",0.00559140035451464,0.00750366541749216,0.139514755559509,0.0400774837908071,0.0537840272693702,39
"composition",0.0763917584364064,0.00750366541749216,0.139514755559509,0.547553254349659,0.0537840272693702,39
"denominator",0.0500279313510959,0.00750366541749216,0.139514755559509,0.358585234590164,0.0537840272693702,39
"distribution",-0.00167037717494827,0.0151311310434838,0.274763183285694,-0.00607933404677234,0.0550697180842847,40
"composition",0.141526154016403,0.0151311310434838,0.274763183285694,0.515084125624088,0.0550697180842847,40
"denominator",0.119776275400756,0.0151311310434838,0.274763183285694,0.4359254903384,0.0550697180842847,40
"distribution",0.00181153899613447,0.0103104729442806,0.205772271992567,0.00880361080038962,0.0501062307590843,41
"composition",0.102519138858664,0.0103104729442806,0.205772271992567,0.498216488868659,0.0501062307590843,41
"denominator",0.0911311211934884,0.0103104729442806,0.205772271992567,0.442873669571866,0.0501062307590843,41
"distribution",-0.000115790103698182,0.0179775684336218,0.373959754345644,-0.000309632526903307,0.0480735379267723,42
"composition",0.199497211594117,0.0179775684336218,0.373959754345644,0.53347241053572,0.0480735379267723,42
"denominator",0.156600764421604,0.0179775684336218,0.373959754345644,0.418763684064411,0.0480735379267723,42
"distribution",-0.00420728145622996,0.024762580547412,0.287935461534662,-0.0146118905736919,0.0860004544609766,43
"composition",0.154539580717431,0.024762580547412,0.287935461534662,0.536716040093684,0.0860004544609766,43
"denominator",0.112840581726049,0.024762580547412,0.287935461534662,0.391895396019031,0.0860004544609766,43
"distribution",0.000386088228305216,0.0102844702827419,0.245037388257596,0.00157562987040712,0.0419710247316641,44
"composition",0.140736517389257,0.0102844702827419,0.245037388257596,0.574347116535978,0.0419710247316641,44
"denominator",0.0936303123572918,0.0102844702827419,0.245037388257596,0.382106228861951,0.0419710247316641,44
"distribution",-0.0014356846154025,0.012523849905966,0.257118415126068,-0.00558374869687406,0.048708490598876,45
"composition",0.139968345424891,0.012523849905966,0.257118415126068,0.544373087226225,0.048708490598876,45
"denominator",0.106061904410613,0.012523849905966,0.257118415126068,0.412502170871773,0.048708490598876,45
"distribution",-0.00236745103712149,0.00942997476538475,0.192672964448452,-0.0122874065071796,0.0489429058839631,46
"composition",0.0988574054195065,0.00942997476538475,0.192672964448452,0.513083948765188,0.0489429058839631,46
"denominator",0.0867530353006822,0.00942997476538475,0.192672964448452,0.450260551858028,0.0489429058839631,46
"distribution",0.00199232169086106,0.0289347399756059,0.187191548082908,0.0106432246074414,0.154572897504916,47
"composition",0.147485095459673,0.0289347399756059,0.187191548082908,0.787883304401922,0.154572897504916,47
"denominator",0.00877939095676815,0.0289347399756059,0.187191548082908,0.0469005734857202,0.154572897504916,47
"distribution",-0.00292552206452375,0.0213516639940323,0.286005921096792,-0.0102288863576837,0.074654622226532,48
"composition",0.15896214767993,0.0213516639940323,0.286005921096792,0.555800198367686,0.074654622226532,48
"denominator",0.108617631487354,0.0213516639940323,0.286005921096792,0.379774065763466,0.074654622226532,48
"distribution",0.00602003595009751,0.0223566037156473,0.394640002002896,0.0152545001002035,0.0566506274127864,49
"composition",0.210394257276734,0.0223566037156473,0.394640002002896,0.533129576852147,0.0566506274127864,49
"denominator",0.155869105060417,0.0223566037156473,0.394640002002896,0.394965295634863,0.0566506274127864,49
"distribution",-0.00499806449049686,0.0171550594878255,0.300906102364307,-0.0166100469589204,0.057011337932442,50
"composition",0.156883904168629,0.0171550594878255,0.300906102364307,0.521371627015692,0.057011337932442,50
"denominator",0.131865203198349,0.0171550594878255,0.300906102364307,0.438227082010786,0.057011337932442,50
"distribution",0.00432744712321903,0.00720966449670257,0.120206807404487,0.0360000171093263,0.0599771731100267,51
"composition",0.0617658231313867,0.00720966449670257,0.120206807404487,0.513829661273252,0.0599771731100267,51
"denominator",0.0469038726531788,0.00720966449670257,0.120206807404487,0.390193148507394,0.0599771731100267,51
"distribution",-0.00411482867011773,0.0278109433356734,0.432634317789318,-0.00951110094812578,0.0642827954050947,52
"composition",0.218548349482428,0.0278109433356734,0.432634317789318,0.505157220534816,0.0642827954050947,52
"denominator",0.190389853641334,0.0278109433356734,0.432634317789318,0.440071085008215,0.0642827954050947,52
"distribution",0.00555611456662701,0.0332863064820204,0.50068545598599,0.0110970161010279,0.066481472717178,53
"composition",0.280307635265729,0.0332863064820204,0.50068545598599,0.559847768523102,0.066481472717178,53
"denominator",0.181535399671614,0.0332863064820204,0.50068545598599,0.362573742658692,0.066481472717178,53
"distribution",-0.000995315917830995,0.00979033283791756,0.265527404437612,-0.00374844894047406,0.0368712708153553,54
"composition",0.155473067655444,0.00979033283791756,0.265527404437612,0.585525505304193,0.0368712708153553,54
"denominator",0.101259319862082,0.00979033283791756,0.265527404437612,0.381351672820926,0.0368712708153553,54
"distribution",-0.000813913153881161,0.011779643322018,0.35052578139206,-0.00232197800301258,0.0336056402905286,55
"composition",0.19011499417748,0.011779643322018,0.35052578139206,0.542370930384826,0.0336056402905286,55
"denominator",0.149445057046443,0.011779643322018,0.35052578139206,0.426345407327658,0.0336056402905286,55
"distribution",-0.00530653026222364,0.0155094057352264,0.309124302027785,-0.0171663315611682,0.0501720687551521,56
"composition",0.170216326697804,0.0155094057352264,0.309124302027785,0.550640391522841,0.0501720687551521,56
"denominator",0.128705099856977,0.0155094057352264,0.309124302027785,0.416353871283175,0.0501720687551521,56
"distribution",-0.00259944045921004,0.0358605168629875,0.345823336900287,-0.00751667161189745,0.103696058179345,57
"composition",0.187142305093916,0.0358605168629875,0.345823336900287,0.541150018305087,0.103696058179345,57
"denominator",0.125419955402593,0.0358605168629875,0.345823336900287,0.362670595127465,0.103696058179345,57
"distribution",0.00252675765176377,0.0287638282150287,0.288738497710211,0.0087510244453087,0.0996189577875311,58
"composition",0.16694681944427,0.0287638282150287,0.288738497710211,0.578193835488555,0.0996189577875311,58
"denominator",0.0905010923991484,0.0287638282150287,0.288738497710211,0.313436182278605,0.0996189577875311,58
"distribution",-0.000400084006271886,0.0437515143334679,0.44131772100487,-0.000906566827547519,0.0991383582645329,59
"composition",0.240250279217671,0.0437515143334679,0.44131772100487,0.544393002552962,0.0991383582645329,59
"denominator",0.157716011460002,0.0437515143334679,0.44131772100487,0.357375206010053,0.0991383582645329,59
"distribution",0.00603026604179724,0.00942897196700893,0.239436456720797,0.0251852459077651,0.0393798509055114,60
"composition",0.126502168637808,0.00942897196700893,0.239436456720797,0.528332946328721,0.0393798509055114,60
"denominator",0.0974750500741831,0.00942897196700893,0.239436456720797,0.407101956858003,0.0393798509055114,60
"distribution",0.0081210869818909,0.00701091983067481,0.138948503483371,0.0584467394631768,0.0504569653858406,61
"composition",0.0725403968601104,0.00701091983067481,0.138948503483371,0.522066773240144,0.0504569653858406,61
"denominator",0.051276099810695,0.00701091983067481,0.138948503483371,0.369029521910839,0.0504569653858406,61
"distribution",0.00415233125531773,0.0162114876416275,0.229082721239526,0.0181259033106042,0.0707669594367921,62
"composition",0.121144928957766,0.0162114876416275,0.229082721239526,0.528826130151905,0.0707669594367921,62
"denominator",0.0875739733848146,0.0162114876416275,0.229082721239526,0.382281007100699,0.0707669594367921,62
"distribution",-0.00232789898156703,0.0266210201447778,0.21779019099141,-0.010688722806891,0.122232411035572,63
"composition",0.128985008000172,0.0266210201447778,0.21779019099141,0.592244340358099,0.122232411035572,63
"denominator",0.0645120618280271,0.0266210201447778,0.21779019099141,0.296211971413219,0.122232411035572,63
"distribution",0.00950211836417395,0.00877795621717695,0.216027020699345,0.0439857862845708,0.0406336030963165,64
"composition",0.113835541725977,0.00877795621717695,0.216027020699345,0.526950477572003,0.0406336030963165,64
"denominator",0.0839114043920175,0.00877795621717695,0.216027020699345,0.38843013304711,0.0406336030963165,64
"distribution",0.00336376077138917,0.0109663801092286,0.179414862124375,0.0187485068492114,0.0611230306083919,65
"composition",0.0917580806986499,0.0109663801092286,0.179414862124375,0.511429653107782,0.0611230306083919,65
"denominator",0.0733266405451077,0.0109663801092286,0.179414862124375,0.408698809434615,0.0611230306083919,65
"distribution",0.00188679546528611,0.0211128871830312,0.28022444960507,0.00673315789519878,0.0753427733118446,66
"composition",0.144444235281712,0.0211128871830312,0.28022444960507,0.515459073914793,0.0753427733118446,66
"denominator",0.112780531675041,0.0211128871830312,0.28022444960507,0.402464994878164,0.0753427733118446,66
"distribution",0.00042646128413408,0.00793785601369493,0.233117510919927,0.00182938331166621,0.0340508783847709,67
"composition",0.1360033745081,0.00793785601369493,0.233117510919927,0.583411233121888,0.0340508783847709,67
"denominator",0.088749819113998,0.00793785601369493,0.233117510919927,0.380708505181675,0.0340508783847709,67
"distribution",0.00539982445792554,0.0101622673267789,0.149653029040732,0.0360822931051788,0.0679055238100989,68
"composition",0.0787816651563155,0.0101622673267789,0.149653029040732,0.526428804423816,0.0679055238100989,68
"denominator",0.0553092720997126,0.0101622673267789,0.149653029040732,0.369583378660906,0.0679055238100989,68
"distribution",0.00163709412534129,0.0189664301623006,0.353962394208759,0.00462505100012338,0.0535831785314308,69
