"module","shapley_contribution","baseline_scale_roughness","roughness_full","share","baseline_scale_share","replication"
"denominator",0.100932500768887,0.0215146350042956,0.279594187022515,0.360996420718715,0.0769495075466757,147
"distribution",0.000204744553891828,0.00881357254592017,0.188576419983074,0.00108573783461477,0.0467374051682139,148
"composition",0.0984293321166163,0.00881357254592017,0.188576419983074,0.521959914847526,0.0467374051682139,148
"denominator",0.0811287707666452,0.00881357254592017,0.188576419983074,0.430216942149645,0.0467374051682139,148
"distribution",0.00791615320257286,0.0073388614943678,0.253334868605447,0.031247783797586,0.0289690145488721,149
"composition",0.127842175276531,0.0073388614943678,0.253334868605447,0.504637107320736,0.0289690145488721,149
"denominator",0.110237678631975,0.0073388614943678,0.253334868605447,0.435146094332805,0.0289690145488721,149
"distribution",-0.000513344242432678,0.0171686506461434,0.122651423198575,-0.00418539164932122,0.139979220773876,150
"composition",0.0742972395139242,0.0171686506461434,0.122651423198575,0.605759293910807,0.139979220773876,150
"denominator",0.0316988772809398,0.0171686506461434,0.122651423198575,0.258446876964638,0.139979220773876,150
"distribution",0.0107622138560373,0.017285236607951,0.327488607029705,0.0328628649211639,0.0527811845570041,151
"composition",0.202517908025605,0.017285236607951,0.327488607029705,0.618396804280996,0.0527811845570041,151
"denominator",0.0969232485401121,0.017285236607951,0.327488607029705,0.295959146240836,0.0527811845570041,151
"distribution",0.00673646319895345,0.00630909494226231,0.180803115725731,0.0372585570326803,0.0348948352849896,152
"composition",0.116657676858443,0.00630909494226231,0.180803115725731,0.645219394534146,0.0348948352849896,152
"denominator",0.051099880726072,0.00630909494226231,0.180803115725731,0.282627213148184,0.0348948352849896,152
"distribution",0.00362151084500137,0.00567021213956977,0.235331757110765,0.0153889593545031,0.0240945472433665,153
"composition",0.139236052177245,0.00567021213956977,0.235331757110765,0.59165857547951,0.0240945472433665,153
"denominator",0.0868039819489486,0.00567021213956977,0.235331757110765,0.36885791792262,0.0240945472433665,153
"distribution",-0.00281990194621736,0.0115800691692571,0.291418964937586,-0.00967645309844989,0.0397368413264979,154
"composition",0.159591952310128,0.0115800691692571,0.291418964937586,0.54763749622235,0.0397368413264979,154
"denominator",0.123066845404418,0.0115800691692571,0.291418964937586,0.422302115549602,0.0397368413264979,154
"distribution",-0.00232971352207161,0.01231616040099,0.211107552876538,-0.0110356711085278,0.0583406904829829,155
"composition",0.114635134903646,0.01231616040099,0.211107552876538,0.543017686206084,0.0583406904829829,155
"denominator",0.0864859710939732,0.01231616040099,0.211107552876538,0.409677294419461,0.0583406904829829,155
"distribution",0.00172187235038587,0.00971197836902005,0.276786571360892,0.00622093890581414,0.0350883293263421,156
"composition",0.160105047305304,0.00971197836902005,0.276786571360892,0.578442250713634,0.0350883293263421,156
"denominator",0.105247673336182,0.00971197836902005,0.276786571360892,0.38024848105421,0.0350883293263421,156
"distribution",0.000935647703308306,0.0131910204906396,0.37229956151443,0.00251315821996218,0.0354312007163841,157
"composition",0.211480761013059,0.0131910204906396,0.37229956151443,0.568039242788263,0.0354312007163841,157
"denominator",0.146692132307423,0.0131910204906396,0.37229956151443,0.394016398275391,0.0354312007163841,157
"distribution",0.00333728331562618,0.0269009047669061,0.338180456385555,0.00986835061758091,0.0795460064559045,158
"composition",0.190343161299826,0.0269009047669061,0.338180456385555,0.562844947736479,0.0795460064559045,158
"denominator",0.117599107003196,0.0269009047669061,0.338180456385555,0.347740695190035,0.0795460064559045,158
"distribution",-0.00360886498957757,0.0316657761729364,0.445337174197471,-0.0081036688573798,0.0711051715590559,159
"composition",0.24444713157727,0.0316657761729364,0.445337174197471,0.54890349546449,0.0711051715590559,159
"denominator",0.172833131436842,0.0316657761729364,0.445337174197471,0.388095001833834,0.0711051715590559,159
"distribution",-0.00187162753484538,0.00878252891716892,0.135042151386598,-0.0138595802542222,0.0650354635718615,160
"composition",0.068853512665673,0.00878252891716892,0.135042151386598,0.509866822756395,0.0650354635718615,160
"denominator",0.0592777373386018,0.00878252891716892,0.135042151386598,0.438957293925965,0.0650354635718615,160
"distribution",0.0038239571136494,0.0128038931546929,0.38545498524738,0.00992063213605923,0.0332176094349267,161
"composition",0.227464458164471,0.0128038931546929,0.38545498524738,0.590119383249088,0.0332176094349267,161
"denominator",0.141362676814568,0.0128038931546929,0.38545498524738,0.366742375179926,0.0332176094349267,161
"distribution",0.000127657113312179,0.0106818683693367,0.267661185025423,0.000476935470864235,0.0399081711019178,162
"composition",0.141086849001559,0.0106818683693367,0.267661185025423,0.527109857143306,0.0399081711019178,162
"denominator",0.115764810541216,0.0106818683693367,0.267661185025423,0.432505036283912,0.0399081711019178,162
"distribution",0.00389350618218494,0.0153675189977699,0.288600682503357,0.0134909805077805,0.0532483806499353,163
"composition",0.152052560782516,0.0153675189977699,0.288600682503357,0.526861404011918,0.0532483806499353,163
"denominator",0.117287096540886,0.0153675189977699,0.288600682503357,0.406399234830367,0.0532483806499353,163
"distribution",-0.00146871441320113,0.0113443955150924,0.218731379880608,-0.00671469459024495,0.0518645085185518,164
"composition",0.125466669875912,0.0113443955150924,0.218731379880608,0.573610745492469,0.0518645085185518,164
"denominator",0.0833890289028046,0.0113443955150924,0.218731379880608,0.381239440579224,0.0518645085185518,164
"distribution",-0.00195778716498068,0.0352146760871585,0.355817470929543,-0.00550222326033099,0.0989683727310049,165
"composition",0.1850194398186,0.0352146760871585,0.355817470929543,0.519984134942145,0.0989683727310049,165
"denominator",0.137541142188765,0.0352146760871585,0.355817470929543,0.386549715587181,0.0989683727310049,165
"distribution",-0.00331038753399602,0.00856019522410192,0.080297786366441,-0.0412263859789233,0.106605619052028,166
"composition",0.0433333577614724,0.00856019522410192,0.080297786366441,0.539658186387848,0.106605619052028,166
"denominator",0.0317146209148627,0.00856019522410192,0.080297786366441,0.394962580539048,0.106605619052028,166
"distribution",0.00322246370920398,0.039147223954567,0.392004912330601,0.00822046767231907,0.0998641157883036,167
"composition",0.207901141626443,0.039147223954567,0.392004912330601,0.530353409069291,0.0998641157883036,167
"denominator",0.141734083040387,0.039147223954567,0.392004912330601,0.361562007470086,0.0998641157883036,167
"distribution",-0.00450067886219526,0.0159085931635589,0.231076720868894,-0.0194769894832843,0.0688455033624306,168
"composition",0.12108495857787,0.0159085931635589,0.231076720868894,0.524003275286957,0.0688455033624306,168
"denominator",0.0985838479896598,0.0159085931635589,0.231076720868894,0.426628210833896,0.0688455033624306,168
"distribution",0.00691207245540809,0.0121991740379309,0.314915115560387,0.0219490018543827,0.0387379755215072,169
"composition",0.201765746995099,0.0121991740379309,0.314915115560387,0.640698832877739,0.0387379755215072,169
"denominator",0.0940381220719499,0.0121991740379309,0.314915115560387,0.298614189746371,0.0387379755215072,169
"distribution",0.000575599036421384,0.0116032899779788,0.254576076502974,0.00226100992806627,0.0455788703218672,170
"composition",0.1399314806513,0.0116032899779788,0.254576076502974,0.549664691881073,0.0455788703218672,170
"denominator",0.102465706837274,0.0116032899779788,0.254576076502974,0.402495427868993,0.0455788703218672,170
"distribution",0.00192173760434682,0.0201638349262773,0.440121344564622,0.0043663812902504,0.0458142627602481,171
"composition",0.233606344497628,0.0201638349262773,0.440121344564622,0.530777130858575,0.0458142627602481,171
"denominator",0.18442942753637,0.0201638349262773,0.440121344564622,0.419042225090927,0.0458142627602481,171
"distribution",0.00159117877249321,0.0163160870291014,0.192397803148795,0.0082702543711616,0.0848039154401516,172
"composition",0.10756631205007,0.0163160870291014,0.192397803148795,0.559082849646061,0.0848039154401516,172
"denominator",0.0669242252971304,0.0163160870291014,0.192397803148795,0.347842980542626,0.0848039154401516,172
"distribution",-0.00813704234449718,0.0159698736606405,0.30049301660374,-0.0270789732036518,0.0531455733685152,173
"composition",0.156964001184823,0.0159698736606405,0.30049301660374,0.522354905145138,0.0531455733685152,173
"denominator",0.135696184102774,0.0159698736606405,0.30049301660374,0.451578494689999,0.0531455733685152,173
"distribution",0.00770108365690542,0.0109525384770601,0.139734119749292,0.0551124068389492,0.0783812750723369,174
"composition",0.0730355050640178,0.0109525384770601,0.139734119749292,0.522674814104506,0.0783812750723369,174
"denominator",0.0480449925513084,0.0109525384770601,0.139734119749292,0.343831503984208,0.0783812750723369,174
"distribution",0.00159597318412856,0.0151654502034427,0.388027451003638,0.00411304195102835,0.0390834467103219,175
"composition",0.203673834786821,0.0151654502034427,0.388027451003638,0.524895427527142,0.0390834467103219,175
"denominator",0.167592192829245,0.0151654502034427,0.388027451003638,0.431908083811508,0.0390834467103219,175
"distribution",0.00554801791108142,0.00797075644636702,0.131461726363481,0.0422025335019685,0.0606317645968572,176
"composition",0.0728864026379576,0.00797075644636702,0.131461726363481,0.554430590972408,0.0606317645968572,176
"denominator",0.0450565493680748,0.00797075644636702,0.131461726363481,0.342735110928767,0.0606317645968572,176
"distribution",-0.00142058467812541,0.0252936597833879,0.273466770995003,-0.00519472502255629,0.0924926260377357,177
"composition",0.153552904171131,0.0252936597833879,0.273466770995003,0.561504798599231,0.0924926260377357,177
"denominator",0.0960407917186091,0.0252936597833879,0.273466770995003,0.351197300385589,0.0924926260377357,177
"distribution",0.00148564658665191,0.0214467786746205,0.443386107072086,0.00335068366589657,0.0483704345547608,178
"composition",0.231777723053082,0.0214467786746205,0.443386107072086,0.522744667359186,0.0483704345547608,178
"denominator",0.188675958757732,0.0214467786746205,0.443386107072086,0.425534214420156,0.0483704345547608,178
"distribution",0.00438968070207136,0.0210985088435989,0.310690068116728,0.014128809229982,0.0679085397595398,179
"composition",0.164429841778991,0.0210985088435989,0.310690068116728,0.529240740702447,0.0679085397595398,179
"denominator",0.120772036792067,0.0210985088435989,0.310690068116728,0.388721910308031,0.0679085397595398,179
"distribution",-0.000621695568168643,0.00668675398740312,0.194509615897574,-0.00319622022438222,0.0343774982874074,180
"composition",0.106502002421799,0.00668675398740312,0.194509615897574,0.547541065927979,0.0343774982874074,180
"denominator",0.08194255505654,0.00668675398740312,0.194509615897574,0.421277656008996,0.0343774982874074,180
"distribution",0.00465608278205668,0.0178805456454684,0.238488208624551,0.0195233249010927,0.0749745480021508,181
"composition",0.121565407413978,0.0178805456454684,0.238488208624551,0.509733408268232,0.0749745480021508,181
"denominator",0.0943861727830484,0.0178805456454684,0.238488208624551,0.395768718828524,0.0749745480021508,181
"distribution",-0.00113202038970226,0.0206318115136435,0.343447304589707,-0.0032960526245929,0.0600727134495667,182
"composition",0.172852986982737,0.0206318115136435,0.343447304589707,0.503288232787947,0.0600727134495667,182
"denominator",0.151094526483028,0.0206318115136435,0.343447304589707,0.439935106387079,0.0600727134495667,182
"distribution",0.00176407170652897,0.0072385996947781,0.0691954859419504,0.0254940287291123,0.104610865813569,183
"composition",0.0450928990799371,0.0072385996947781,0.0691954859419504,0.651673999627179,0.104610865813569,183
"denominator",0.0150999154607063,0.0072385996947781,0.0691954859419504,0.218221105830139,0.104610865813569,183
"distribution",-0.00474062276786659,0.00917247221978867,0.199294440542048,-0.0237870296580922,0.0460247270061375,184
"composition",0.110604796672575,0.00917247221978867,0.199294440542048,0.554981846817943,0.0460247270061375,184
"denominator",0.0842577944175516,0.00917247221978867,0.199294440542048,0.422780455834012,0.0460247270061375,184
"distribution",0.00218882032733451,0.00374171153516296,0.107692902881592,0.0203246478529891,0.0347442722319126,185
"composition",0.057560882196345,0.00374171153516296,0.107692902881592,0.534490952106963,0.0347442722319126,185
"denominator",0.0442014888227498,0.00374171153516296,0.107692902881592,0.410440127808135,0.0347442722319126,185
"distribution",0.00875688984128812,0.0235091494228854,0.388539783487592,0.0225379490426564,0.0605064151008264,186
"composition",0.197197576123979,0.0235091494228854,0.388539783487592,0.507535095515583,0.0605064151008264,186
"denominator",0.15907616809944,0.0235091494228854,0.388539783487592,0.409420540340934,0.0605064151008264,186
"distribution",0.00410858659865418,0.0120856682975738,0.189392151159373,0.0216935420686827,0.063812931125133,187
"composition",0.0991400336505669,0.0120856682975738,0.189392151159373,0.523464320161509,0.063812931125133,187
"denominator",0.074057862612578,0.0120856682975738,0.189392151159373,0.391029206644675,0.063812931125133,187
"distribution",-0.00162168668987661,0.0147871209391749,0.231205399107907,-0.00701405199071389,0.0639566419998415,188
"composition",0.135528867957391,0.0147871209391749,0.231205399107907,0.586183836884095,0.0639566419998415,188
"denominator",0.0825110969012173,0.0147871209391749,0.231205399107907,0.356873573106778,0.0639566419998415,188
"distribution",0.00487638438601495,0.00747130649111756,0.162499189509558,0.0300086689707958,0.0459775000334884,189
"composition",0.0896014265744336,0.00747130649111756,0.162499189509558,0.551396144466082,0.0459775000334884,189
"denominator",0.0605500720579922,0.00747130649111756,0.162499189509558,0.372617686529634,0.0459775000334884,189
"distribution",0.0052203773005903,0.0392150697189124,0.417356497930445,0.0125081970125701,0.0939606066117793,190
"composition",0.245090444582393,0.0392150697189124,0.417356497930445,0.58724482737834,0.0939606066117793,190
"denominator",0.12783060632855,0.0392150697189124,0.417356497930445,0.306286368997311,0.0939606066117793,190
"distribution",0.00993717219130875,0.0251326558322787,0.362215302079326,0.0274344350839504,0.0693859582629521,191
"composition",0.186873435187019,0.0251326558322787,0.362215302079326,0.515918113106369,0.0693859582629521,191
"denominator",0.140272038868719,0.0251326558322787,0.362215302079326,0.387261493546729,0.0693859582629521,191
"distribution",-0.00466328639155168,0.0123691945628595,0.188334209056228,-0.0247606975648245,0.065676833883995,192
"composition",0.101730241412007,0.0123691945628595,0.188334209056228,0.540158062211815,0.065676833883995,192
"denominator",0.0788980594729132,0.0123691945628595,0.188334209056228,0.418925801469014,0.065676833883995,192
"distribution",0.00640976060207346,0.00716108101053349,0.185483524493961,0.0345570347531441,0.0386076393041941,193
"composition",0.101934714147002,0.00716108101053349,0.185483524493961,0.549562094127238,0.0386076393041941,193
"denominator",0.0699779687343518,0.00716108101053349,0.185483524493961,0.377273231815423,0.0386076393041941,193
"distribution",0.00118227309412332,0.00726814787668165,0.143550518908288,0.00823593744637488,0.0506312894718627,194
"composition",0.0834455171337341,0.00726814787668165,0.143550518908288,0.581297216954302,0.0506312894718627,194
"denominator",0.0516545808037494,0.00726814787668165,0.143550518908288,0.35983555612746,0.0506312894718627,194
"distribution",-0.000568883492395551,0.00663758615354056,0.106226231259734,-0.00535539560849684,0.0624853774329144,195
"composition",0.0583445683972327,0.00663758615354056,0.106226231259734,0.549248219628296,0.0624853774329144,195
"denominator",0.0418129602013567,0.00663758615354056,0.106226231259734,0.393621798547287,0.0624853774329144,195
"distribution",0.00313458668687529,0.0101188823591304,0.3083055573176,0.0101671429932942,0.032820953495517,196
"composition",0.170080621951952,0.0101188823591304,0.3083055573176,0.551662524126167,0.032820953495517,196
"denominator",0.124971466319642,0.0101188823591304,0.3083055573176,0.405349379385021,0.032820953495517,196
"distribution",-0.00370670237005454,0.019809253365856,0.281046202237421,-0.0131889431009753,0.0704839745499268,197
"composition",0.15047564814322,0.019809253365856,0.281046202237421,0.535412494263494,0.0704839745499268,197
"denominator",0.1144680030984,0.019809253365856,0.281046202237421,0.407292474287555,0.0704839745499268,197
"distribution",0.00361501712020436,0.0180520575477134,0.404569525842954,0.0089354656969582,0.0446204085938021,198
"composition",0.239544676143615,0.0180520575477134,0.404569525842954,0.592097676275799,0.0446204085938021,198
"denominator",0.143357775031421,0.0180520575477134,0.404569525842954,0.35434644943344,0.0446204085938021,198
"distribution",-0.00728049495372322,0.0158097319583114,0.317015757122322,-0.022965719495495,0.0498704925642265,199
"composition",0.165191319090683,0.0158097319583114,0.317015757122322,0.521082360669356,0.0498704925642265,199
"denominator",0.143295201027051,0.0158097319583114,0.317015757122322,0.452012866261913,0.0498704925642265,199
"distribution",-0.000825165850934621,0.00812335130114031,0.11675283342243,-0.00706763019574044,0.0695773375516185,200
"composition",0.0643973211707135,0.00812335130114031,0.11675283342243,0.551569664589756,0.0695773375516185,200
"denominator",0.045057326801511,0.00812335130114031,0.11675283342243,0.385920628054366,0.0695773375516185,200
"distribution",0.00348642355734603,0.0087731036781794,0.185510235408986,0.0187936991706127,0.0472917500149667,201
"composition",0.106677079980102,0.0087731036781794,0.185510235408986,0.575046868680403,0.0472917500149667,201
"denominator",0.0665736281933588,0.0087731036781794,0.185510235408986,0.358867682134018,0.0472917500149667,201
"distribution",0.00415067151486689,0.0068974426838008,0.0616331675279709,0.0673447703784361,0.111911215347979,202
"composition",0.0314468271007372,0.0068974426838008,0.0616331675279709,0.510225717126509,0.111911215347979,202
"denominator",0.019138226228566,0.0068974426838008,0.0616331675279709,0.310518297147076,0.111911215347979,202
"distribution",0.00196205864689652,0.0145773237848979,0.313147287384689,0.00626560958992504,0.0465510140823612,203
"composition",0.164253427937302,0.0145773237848979,0.313147287384689,0.524524511481792,0.0465510140823612,203
"denominator",0.132354477015592,0.0145773237848979,0.313147287384689,0.422658864845922,0.0465510140823612,203
"distribution",-0.00243142914706035,0.0188676063830063,0.169453039880897,-0.0143486900486962,0.111344159988323,204
"composition",0.123317443826236,0.0188676063830063,0.169453039880897,0.727738162224245,0.111344159988323,204
"denominator",0.0296994188187154,0.0188676063830063,0.169453039880897,0.175266367836128,0.111344159988323,204
"distribution",0.00378832790155937,0.030382652389581,0.305912726984256,0.0123836884424699,0.0993180397857219,205
"composition",0.183436241217853,0.030382652389581,0.305912726984256,0.599635860286693,0.0993180397857219,205
"denominator",0.0883055054752628,0.030382652389581,0.305912726984256,0.288662411485115,0.0993180397857219,205
"distribution",-0.00161081293129613,0.0200726724024737,0.308217510348593,-0.0052262213443821,0.0651250228443268,206
"composition",0.178335571089182,0.0200726724024737,0.308217510348593,0.578602983612076,0.0651250228443268,206
"denominator",0.111420079788234,0.0200726724024737,0.308217510348593,0.361498214887979,0.0651250228443268,206
"distribution",-0.00156511813492643,0.00964737993013252,0.205788553427582,-0.00760546740262308,0.0468800609628051,207
"composition",0.10379871501202,0.00964737993013252,0.205788553427582,0.504394988366288,0.0468800609628051,207
"denominator",0.0939075766203556,0.00964737993013252,0.205788553427582,0.45633041807353,0.0468800609628051,207
"distribution",0.00235725527576567,0.0094775312920332,0.0431619669164568,0.0546141764189829,0.219580616202632,208
"composition",0.0207643472331955,0.0094775312920332,0.0431619669164568,0.481079726356922,0.219580616202632,208
"denominator",0.0105628331154623,0.0094775312920332,0.0431619669164568,0.244725481021463,0.219580616202632,208
"distribution",-0.00179389940129672,0.0154406071951073,0.181358668604794,-0.00989144558182594,0.0851385120650316,209
"composition",0.105854469741664,0.0154406071951073,0.181358668604794,0.583674717927795,0.0851385120650316,209
"denominator",0.0618574910693197,0.0154406071951073,0.181358668604794,0.341078215588999,0.0851385120650316,209
"distribution",0.00788653264474373,0.0161839968014982,0.387881935524371,0.0203323019776161,0.0417240281623822,210
"composition",0.199905386501859,0.0161839968014982,0.387881935524371,0.515376892279374,0.0417240281623822,210
"denominator",0.16390601957627,0.0161839968014982,0.387881935524371,0.422566777580628,0.0417240281623822,210
"distribution",-0.000316497391802392,0.0211605896187125,0.16243335028998,-0.00194847542845957,0.130272444549941,211
"composition",0.0908643458147913,0.0211605896187125,0.16243335028998,0.55939464187975,0.130272444549941,211
"denominator",0.0507249122482786,0.0211605896187125,0.16243335028998,0.312281388998769,0.130272444549941,211
"distribution",-0.000493644893158729,0.0265433585450368,0.432189477070977,-0.00114219554003084,0.061416022261638,212
"composition",0.230750610530039,0.0265433585450368,0.432189477070977,0.533910756212474,0.061416022261638,212
"denominator",0.17538915288906,0.0265433585450368,0.432189477070977,0.405815417065919,0.061416022261638,212
"distribution",0.00526991175840895,0.0106182315266214,0.260889678614198,0.0201997709775328,0.0407000828205381,213
"composition",0.154162064539962,0.0106182315266214,0.260889678614198,0.590909020850672,0.0407000828205381,213
"denominator",0.0908394707892055,0.0106182315266214,0.260889678614198,0.348191125351257,0.0407000828205381,213
"distribution",0.00211616623160742,0.0123872253393411,0.216997953956857,0.0097520100674689,0.0570845259757791,214
"composition",0.116328048728739,0.0123872253393411,0.216997953956857,0.536079011841132,0.0570845259757791,214
"denominator",0.086166513657169,0.0123872253393411,0.216997953956857,0.39708445211562,0.0570845259757791,214
"distribution",0.00241092581861433,0.045489239993925,0.376151580253092,0.00640945285140675,0.120933268347079,215
"composition",0.21657251879039,0.045489239993925,0.376151580253092,0.575758630721876,0.120933268347079,215
"denominator",0.111678895650163,0.045489239993925,0.376151580253092,0.296898648079638,0.120933268347079,215
"distribution",0.000805920974311405,0.0122408520615766,0.248228210209838,0.00324669373247354,0.0493128965931344,216
"composition",0.127307427507,0.0122408520615766,0.248228210209838,0.512864462098735,0.0493128965931344,216
"denominator",0.10787400966695,0.0122408520615766,0.248228210209838,0.434575947575657,0.0493128965931344,216
"distribution",-0.00213136205309313,0.0216085314403008,0.279335924235869,-0.00763010364285769,0.0773567936147545,217
"composition",0.147958828011453,0.0216085314403008,0.279335924235869,0.52968062885645,0.0773567936147545,217
"denominator",0.111899926837209,0.0216085314403008,0.279335924235869,0.400592681171654,0.0773567936147545,217
"distribution",0.0023589682463077,0.0343923513307607,0.524915942270919,0.00449399238305129,0.0655197309915387,218
"composition",0.264829199863977,0.0343923513307607,0.524915942270919,0.504517349422194,0.0655197309915387,218
"denominator",0.223335422829873,0.0343923513307607,0.524915942270919,0.425468927203216,0.0655197309915387,218
"distribution",-0.00413891410294695,0.0246687134932503,0.351537941179008,-0.0117737336944787,0.070173687114725,219
"composition",0.216065152940279,0.0246687134932503,0.351537941179008,0.614628259514825,0.070173687114725,219
"denominator",0.114942988848426,0.0246687134932503,0.351537941179008,0.326971787064929,0.070173687114725,219
"distribution",0.000161573006650855,0.0139304262652784,0.370745078633702,0.000435806207452022,0.0375741366995779,220
"composition",0.206804717697408,0.0139304262652784,0.370745078633702,0.557808396161429,0.0375741366995779,220
"denominator",0.149848361664364,0.0139304262652784,0.370745078633702,0.404181660931541,0.0375741366995779,220
"distribution",0.00105550799628447,0.0207734996015798,0.217566153253349,0.00485143474984989,0.0954813020818989,221
"composition",0.136619059454204,0.0207734996015798,0.217566153253349,0.6279426161252,0.0954813020818989,221
"denominator",0.0591180862012807,0.0207734996015798,0.217566153253349,0.271724647043051,0.0954813020818989,221
"distribution",-0.00135835894719261,0.0146506504676374,0.300201902286099,-0.00452481792036767,0.0488026569987389,222
"composition",0.15607249519802,0.0146506504676374,0.300201902286099,0.519891759544145,0.0488026569987389,222
"denominator",0.130837115567635,0.0146506504676374,0.300201902286099,0.435830401377484,0.0488026569987389,222
"distribution",0.00582798499432125,0.0110762397161053,0.166064342254243,0.0350947404795585,0.0666984830442868,223
"composition",0.0857473042801438,0.0110762397161053,0.166064342254243,0.516349886532928,0.0666984830442868,223
"denominator",0.063412813263673,0.0110762397161053,0.166064342254243,0.381856889943227,0.0666984830442868,223
"distribution",-0.00865655046007378,0.0250357200974799,0.460215118464883,-0.0188097915795313,0.0544000383581275,224
"composition",0.238043892556522,0.0250357200974799,0.460215118464883,0.517244834004048,0.0544000383581275,224
"denominator",0.205792056270955,0.0250357200974799,0.460215118464883,0.447164919217355,0.0544000383581275,224
"distribution",-0.000459776914069657,0.0238758697295479,0.304957871549604,-0.00150767354104801,0.0782923543118456,225
"composition",0.157574694554025,0.0238758697295479,0.304957871549604,0.516709713880574,0.0782923543118456,225
"denominator",0.123967084180101,0.0238758697295479,0.304957871549604,0.406505605348629,0.0782923543118456,225
"distribution",0.00237745490824444,0.0366520604685789,0.22345887859717,0.0106393396546587,0.164021500057071,226
"composition",0.143607253378909,0.0366520604685789,0.22345887859717,0.642656287727059,0.164021500057071,226
"denominator",0.0408221098414379,0.0366520604685789,0.22345887859717,0.182682872561211,0.164021500057071,226
"distribution",-0.00191694292605508,0.0128863015062431,0.24485570764449,-0.00782886764003199,0.0526281442658993,227
"composition",0.127669885281057,0.0128863015062431,0.24485570764449,0.521408655363765,0.0526281442658993,227
"denominator",0.106216463783245,0.0128863015062431,0.24485570764449,0.433792068010367,0.0526281442658993,227
"distribution",-0.00721000568518343,0.0134926687915833,0.254953334575286,-0.0282797073323014,0.0529221114682029,228
"composition",0.148168746788274,0.0134926687915833,0.254953334575286,0.581160262269568,0.0529221114682029,228
"denominator",0.100501924680612,0.0134926687915833,0.254953334575286,0.394197333594531,0.0529221114682029,228
"distribution",0.000677124256629634,0.0198431795622384,0.344603565441133,0.0019649368855567,0.0575826298745249,229
"composition",0.177252614709299,0.0198431795622384,0.344603565441133,0.514366746270879,0.0575826298745249,229
"denominator",0.146830646912966,0.0198431795622384,0.344603565441133,0.42608568696904,0.0575826298745249,229
"distribution",-0.000281709348894438,0.0244383677557915,0.464190414352476,-0.000606883167304111,0.0526472908534355,230
"composition",0.2454021293583,0.0244383677557915,0.464190414352476,0.528666947378964,0.0526472908534355,230
"denominator",0.194631626587279,0.0244383677557915,0.464190414352476,0.419292644934905,0.0526472908534355,230
"distribution",0.00445942655477714,0.00777881953175042,0.205155827167463,0.0217367774357052,0.0379166394596279,231
"composition",0.111389222084145,0.00777881953175042,0.205155827167463,0.542949345490541,0.0379166394596279,231
"denominator",0.0815283589967908,0.00777881953175042,0.205155827167463,0.397397237614126,0.0379166394596279,231
"distribution",0.00810949251810407,0.0127621230248382,0.259620933096224,0.0312358962021696,0.0491567566322091,232
"composition",0.137816038524448,0.0127621230248382,0.259620933096224,0.530835618225624,0.0491567566322091,232
"denominator",0.100933279028834,0.0127621230248382,0.259620933096224,0.388771728939997,0.0491567566322091,232
"distribution",-0.00511584991985125,0.0221519567931442,0.435717285230216,-0.0117412140699175,0.0508402065835879,233
"composition",0.242616991463553,0.0221519567931442,0.435717285230216,0.556822048809387,0.0508402065835879,233
"denominator",0.17606418689337,0.0221519567931442,0.435717285230216,0.404078958676942,0.0508402065835879,233
"distribution",-5.2286222021667e-05,0.0305110359372332,0.406288387622489,-0.000128692386035532,0.0750969923501313,234
"composition",0.217431741069542,0.0305110359372332,0.406288387622489,0.535166024167969,0.0750969923501313,234
"denominator",0.158397896837735,0.0305110359372332,0.406288387622489,0.389865675867935,0.0750969923501313,234
"distribution",0.00793926604836626,0.00932747962013773,0.202964792026504,0.0391164692609816,0.0459561460241819,235
"composition",0.106987454942098,0.00932747962013773,0.202964792026504,0.527123221096037,0.0459561460241819,235
"denominator",0.0787105914159019,0.00932747962013773,0.202964792026504,0.387804163618799,0.0459561460241819,235
"distribution",0.00044537301042545,0.0109029586418624,0.158791979963807,0.00280475758616376,0.0686618974355473,236
"composition",0.0860894704615554,0.0109029586418624,0.158791979963807,0.542152509724848,0.0686618974355473,236
"denominator",0.0613541778499633,0.0109029586418624,0.158791979963807,0.386380835253441,0.0686618974355473,236
"distribution",0.010231323903055,0.0119598799980894,0.244123981328667,0.0419103598399881,0.0489910083105996,237
"composition",0.134840532158501,0.0119598799980894,0.244123981328667,0.552344474412628,0.0489910083105996,237
"denominator",0.0870922452690219,0.0119598799980894,0.244123981328667,0.356754157436784,0.0489910083105996,237
"distribution",0.00149168354890243,0.0095770565032809,0.15791372676613,0.00944619305395543,0.0606473971541722,238
"composition",0.0801943455525446,0.0095770565032809,0.15791372676613,0.507836444587952,0.0606473971541722,238
"denominator",0.0666506411614019,0.0095770565032809,0.15791372676613,0.422069965203921,0.0606473971541722,238
"distribution",-0.00367440201296941,0.0204267401465938,0.309680361854032,-0.0118651437597498,0.0659607216431179,239
"composition",0.166876490652975,0.0204267401465938,0.309680361854032,0.538866880850627,0.0659607216431179,239
"denominator",0.126051533067432,0.0204267401465938,0.309680361854032,0.407037541266005,0.0659607216431179,239
"distribution",-0.00480232033000853,0.0322581326884613,0.286156757387057,-0.0167821314927499,0.112728886722842,240
"composition",0.157065544393809,0.0322581326884613,0.286156757387057,0.548879382852949,0.112728886722842,240
"denominator",0.101635400634796,0.0322581326884613,0.286156757387057,0.355173861916959,0.112728886722842,240
"distribution",-0.0016401193024917,0.0120811334793672,0.15972201214547,-0.0102685865301893,0.0756385003988305,241
