"state_id","model_id","coefficient_window","year","wage_state","wage_state_centered","rho","theta_scale","theta_tau","theta_me","theta_nrc","g_me","g_nrc","g_cap","g_p_nrc_contribution","g_p_me_contribution","g_p","vartheta_path","y_observed_nfc","y_p","mu","anchor_check_mu_1973"
"NFC_GVA","M0","pre_1974_full",1945,0.638440192180252,0.00647047007801527,,0.570529977964908,0.119884860415742,0.119884860415742,0.450645117549166,0.0455771302240722,0.00690603797987954,0.0069151901828679,0.00311217229724182,0.005464007895063,0.00857618019230482,1.24019440760313,13.4288799616208,13.5189297051617,0.913885724228633,1
"NFC_GVA","M0","pre_1974_full",1946,0.663415069811751,0.0314453477095142,,0.570529977964908,0.122833560365791,0.122833560365791,0.447696417599117,0.15361127201546,0.0957046165505027,0.0957190001566612,0.0428466139773572,0.0188686194539769,0.0617152334313341,0.644754263315811,13.3978306520318,13.5806449385931,0.832922826336734,1
"NFC_GVA","M0","pre_1974_full",1947,0.644483720777999,0.0125139986757622,,0.570529977964908,0.120598399546433,0.120598399546433,0.449931578418475,0.165302097395633,0.0742147491452823,0.0742391290514917,0.033391559224868,0.019935168387582,0.05332672761245,0.718310253551911,13.4643972622055,13.6339716662055,0.844023953385789,1
"NFC_GVA","M0","pre_1974_full",1948,0.624581372598025,-0.00738834950421174,,0.570529977964908,0.118248596117962,0.118248596117962,0.452281381846946,0.157601916540943,0.0727624862948577,0.0727872800988614,0.0329091178480577,0.0186362053764668,0.0515453232245245,0.708163887351121,13.5391719049729,13.68551698943,0.863859547240227,1
"NFC_GVA","M0","pre_1974_full",1949,0.622946489496739,-0.00902323260549776,,0.570529977964908,0.118055570959232,0.118055570959232,0.452474407005676,0.170175704473984,0.0646909984760384,0.0647249079945471,0.0292710211740506,0.0200901899550657,0.0493612111291163,0.762630842724023,13.5300154257478,13.7348782005591,0.814759114213676,1
"NFC_GVA","M0","pre_1974_full",1950,0.609475288313768,-0.0224944337884688,,0.570529977964908,0.116465071464443,0.116465071464443,0.454064906500465,0.173295804440783,0.0517441552557525,0.0517879318957828,0.0234952050181488,0.0201829082486839,0.0436781132668327,0.843403311696822,13.6517390796488,13.778556313826,0.880894655322099,1
"NFC_GVA","M0","pre_1974_full",1951,0.618138626346099,-0.0138310957561378,,0.570529977964908,0.117487922699196,0.117487922699196,0.453042055265712,0.156231605270702,0.0729070097215807,0.0729402438793176,0.0330299415275422,0.0183553267632155,0.0513852682907577,0.704484459577302,13.7060338044335,13.8299415821167,0.883461311974888,1
"NFC_GVA","M0","pre_1974_full",1952,0.63357057934292,0.00160085724068326,,0.570529977964908,0.11930992157752,0.11930992157752,0.451220056387388,0.137026149090866,0.0571624750385205,0.0571970348759141,0.0257928552101239,0.0163485791021009,0.0421414343122247,0.736776555002341,13.7433225875808,13.872083016429,0.879184567577004,1
"NFC_GVA","M0","pre_1974_full",1953,0.644071883964771,0.0121021618625342,,0.570529977964908,0.120549775356617,0.120549775356617,0.449980202608291,0.174218473972154,0.0742358103507801,0.0742831524951466,0.0334046449824347,0.0210019979003158,0.0544066428827505,0.732422373785297,13.8147452652025,13.9264896593117,0.894272809687556,1
"NFC_GVA","M0","pre_1974_full",1954,0.642039314043351,0.0100695919411142,,0.570529977964908,0.120309796650247,0.120309796650247,0.450220181314661,0.15734716814598,0.0763261700581968,0.0763681598538799,0.034363582122655,0.0189304058031351,0.0532939879257901,0.697856122600845,13.8047427931029,13.9797836472375,0.839422726179664,1
"NFC_GVA","M0","pre_1974_full",1955,0.622858846487424,-0.00911087561481283,,0.570529977964908,0.118045223243379,0.118045223243379,0.452484754721529,0.177537976866656,0.0880795894735122,0.0881300779551388,0.0398546714388952,0.0209575101134023,0.0608121815522975,0.690027547499196,13.9178902353347,14.0405958287898,0.884524033896114,1
"NFC_GVA","M0","pre_1974_full",1956,0.635535528362412,0.00356580626017522,,0.570529977964908,0.119541916511033,0.119541916511033,0.450988061453875,0.147292534419757,0.0845812431100423,0.0846194258699011,0.0381451308655569,0.0176076318523051,0.055752762717862,0.658864819096971,13.9518352955655,14.0963485915077,0.865443405441176,1
"NFC_GVA","M0","pre_1974_full",1957,0.638957571161781,0.00698784905954419,,0.570529977964908,0.119945945615017,0.119945945615017,0.450584032349891,0.148603300527728,0.0641997884885122,0.0642551063143983,0.0289273995731639,0.0178243634033109,0.0467517629764748,0.727596072251749,13.9652589906766,14.1431003544841,0.837075203379701,1
"NFC_GVA","M0","pre_1974_full",1958,0.640702916019947,0.00873319391771021,,0.570529977964908,0.120152012622513,0.120152012622513,0.450377965342395,0.133355955834397,0.0522353796267794,0.052293128607948,0.0235256639951965,0.0160229864887018,0.0395486504838983,0.75628771000493,13.9266314507471,14.182649004968,0.774128379452372,1
"NFC_GVA","M0","pre_1974_full",1959,0.628716570650273,-0.00325315145196381,,0.570529977964908,0.118736825068271,0.118736825068271,0.451793152896638,0.15383381298354,0.0453232123824598,0.0454081551375296,0.0204767170216755,0.0182657385418116,0.0387424555634871,0.853204792093979,14.0333014091051,14.2213914605315,0.828540092655992,1
"NFC_GVA","M0","pre_1974_full",1960,0.638652100649948,0.00668237854771125,,0.570529977964908,0.119909879737287,0.119909879737287,0.450620098227621,0.148488129421934,0.0486257779254267,0.0487125207762276,0.0219117528251502,0.0178051937413989,0.0397169465665491,0.815333428319143,14.0666411915782,14.2611084070981,0.823273168396917,1
"NFC_GVA","M0","pre_1974_full",1961,0.635335355670866,0.00336563356862918,,0.570529977964908,0.119518282793412,0.119518282793412,0.451011695171496,0.127859936491297,0.0445099862378591,0.0445893149666876,0.0200745243451968,0.0152816000475146,0.0353561243927113,0.792928180644302,14.0902889853204,14.2964645314908,0.81369022354202,1
"NFC_GVA","M0","pre_1974_full",1962,0.628948763920103,-0.00302095818213377,,0.570529977964908,0.118764239348062,0.118764239348062,0.451765738616846,0.157089237875669,0.041694036653583,0.0418153592001964,0.0188359372647238,0.0186565838460706,0.0374925211107943,0.896620806993289,14.1716341499364,14.3339570526016,0.850166639140079,1
"NFC_GVA","M0","pre_1974_full",1963,0.621930029689577,-0.0100396924126598,,0.570529977964908,0.117935560962513,0.117935560962513,0.452594417002395,0.135450075753616,0.0374370181991779,0.0375516381912337,0.016943785426165,0.0159743806664177,0.0329181660925826,0.876610653440606,14.2314176252315,14.3668752186942,0.873316196459154,1
"NFC_GVA","M0","pre_1974_full",1964,0.619047357779893,-0.0129223643223438,,0.570529977964908,0.117595213568564,0.117595213568564,0.452934764396345,0.202362588678364,0.0405483134878555,0.0407639102517816,0.0183657408162909,0.0237968718339196,0.0421626126502105,1.03431227254181,14.2991982567992,14.4090378313444,0.895977861423455,1
"NFC_GVA","M0","pre_1974_full",1965,0.61236559273945,-0.0196041293627868,,0.570529977964908,0.11680632000393,0.11680632000393,0.453723657960978,0.244235633974414,0.0359229933373353,0.0362571152413675,0.0162991119419236,0.0285282656183782,0.0448273775603018,1.23637463327904,14.3798460477069,14.4538652089047,0.928653899549805,1
"NFC_GVA","M0","pre_1974_full",1966,0.620003181239775,-0.0119665408624617,,0.570529977964908,0.117708064435342,0.117708064435342,0.452821913529566,0.230993074801905,0.0289329532100133,0.0293306718358401,0.0131014752366196,0.0271897477329005,0.0402912229695201,1.37368905816494,14.4511229009046,14.4941564318742,0.957879270907788,1
