swing,type,delta_lnr,s_mu,s_PyPK,s_Br,s_pi,check_sum,dominant
1940-1946,Expansion,0.31952885289134203,0.6601237074185582,0.07565058612117857,-0.006936343880936714,0.27116205034119945,0.9999999999999996,mu
1946-1947,Contraction,-0.33573087237693544,0.44297828380165805,-0.3330495250113155,0.005894445021662342,0.8841767961879952,1,pi
1947-1953,Expansion,0.7286852213666575,0.22633644063498662,0.005353219134757063,-0.02344619096682059,0.7917565311970771,1.0000000000000002,pi
1953-1961,Contraction,-0.6978891126238809,0.052696544732347556,0.1530904044082884,0.06750123421336547,0.7267118166459987,1,pi
1961-1969,Expansion,0.4360263439759535,0.17185363576192922,0.08481156068498034,-0.1312866123214209,0.8746214158745113,0.9999999999999999,pi
1969-1972,Contraction,-0.6657990178899027,-0.02654226768954945,0.28421447844774755,0.024251185109096077,0.7180766041327059,1,pi
1972-1974,Expansion,0.4855176416075291,-0.1671271665578625,-0.20071400636121156,-0.013473324415600636,1.381314497334675,1.0000000000000002,pi
1974-1975,Contraction,-0.4896635155470901,0.3029114747961396,0.33161864654923523,0.003916999582422393,0.36155287907220296,1.0000000000000002,pi
1975-1978,Expansion,0.3740091349791532,0.4515754417479593,0.3307846183107257,-0.02001312797980401,0.23765306792111887,0.9999999999999999,mu
