"asset_block","year","variable_id","value","unit","object_role","downstream_consumption_status","construction_stage","source_table","notes"
"ME",1926,"I_NOMINAL_DIRECT_ME",3311,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1927,"I_NOMINAL_DIRECT_ME",2915,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1928,"I_NOMINAL_DIRECT_ME",3083,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1929,"I_NOMINAL_DIRECT_ME",3407,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1930,"I_NOMINAL_DIRECT_ME",2778,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1931,"I_NOMINAL_DIRECT_ME",1850,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1932,"I_NOMINAL_DIRECT_ME",1175,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1933,"I_NOMINAL_DIRECT_ME",1167,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1934,"I_NOMINAL_DIRECT_ME",1566,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1935,"I_NOMINAL_DIRECT_ME",1864,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1936,"I_NOMINAL_DIRECT_ME",2476,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1937,"I_NOMINAL_DIRECT_ME",3121,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1938,"I_NOMINAL_DIRECT_ME",2304,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1939,"I_NOMINAL_DIRECT_ME",2550,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1940,"I_NOMINAL_DIRECT_ME",3356,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1941,"I_NOMINAL_DIRECT_ME",4044,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1942,"I_NOMINAL_DIRECT_ME",3244,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1943,"I_NOMINAL_DIRECT_ME",2870,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1944,"I_NOMINAL_DIRECT_ME",3724,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1945,"I_NOMINAL_DIRECT_ME",5225,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1946,"I_NOMINAL_DIRECT_ME",6994,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1947,"I_NOMINAL_DIRECT_ME",9960,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1948,"I_NOMINAL_DIRECT_ME",10802,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1949,"I_NOMINAL_DIRECT_ME",9459,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1950,"I_NOMINAL_DIRECT_ME",10436,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1951,"I_NOMINAL_DIRECT_ME",12449,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1952,"I_NOMINAL_DIRECT_ME",13017,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1953,"I_NOMINAL_DIRECT_ME",14044,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1954,"I_NOMINAL_DIRECT_ME",13541,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1955,"I_NOMINAL_DIRECT_ME",15098,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1956,"I_NOMINAL_DIRECT_ME",18027,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1957,"I_NOMINAL_DIRECT_ME",20136,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1958,"I_NOMINAL_DIRECT_ME",17088,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1959,"I_NOMINAL_DIRECT_ME",19106,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1960,"I_NOMINAL_DIRECT_ME",20871,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1961,"I_NOMINAL_DIRECT_ME",20399,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1962,"I_NOMINAL_DIRECT_ME",22774,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1963,"I_NOMINAL_DIRECT_ME",24515,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1964,"I_NOMINAL_DIRECT_ME",27685,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1965,"I_NOMINAL_DIRECT_ME",33400,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1966,"I_NOMINAL_DIRECT_ME",39291,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1967,"I_NOMINAL_DIRECT_ME",39600,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1968,"I_NOMINAL_DIRECT_ME",43575,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1969,"I_NOMINAL_DIRECT_ME",48513,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1970,"I_NOMINAL_DIRECT_ME",48645,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1971,"I_NOMINAL_DIRECT_ME",49862,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1972,"I_NOMINAL_DIRECT_ME",57532,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1973,"I_NOMINAL_DIRECT_ME",69163,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1974,"I_NOMINAL_DIRECT_ME",77367,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1975,"I_NOMINAL_DIRECT_ME",78218,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1976,"I_NOMINAL_DIRECT_ME",88806,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1977,"I_NOMINAL_DIRECT_ME",110693,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1978,"I_NOMINAL_DIRECT_ME",133246,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1979,"I_NOMINAL_DIRECT_ME",154049,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1980,"I_NOMINAL_DIRECT_ME",160983,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1981,"I_NOMINAL_DIRECT_ME",178582,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1982,"I_NOMINAL_DIRECT_ME",172988,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1983,"I_NOMINAL_DIRECT_ME",178185,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1984,"I_NOMINAL_DIRECT_ME",209990,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1985,"I_NOMINAL_DIRECT_ME",219164,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1986,"I_NOMINAL_DIRECT_ME",218377,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1987,"I_NOMINAL_DIRECT_ME",217507,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1988,"I_NOMINAL_DIRECT_ME",235044,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1989,"I_NOMINAL_DIRECT_ME",252488,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1990,"I_NOMINAL_DIRECT_ME",260938,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1991,"I_NOMINAL_DIRECT_ME",258173,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1992,"I_NOMINAL_DIRECT_ME",278060,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1993,"I_NOMINAL_DIRECT_ME",309640,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1994,"I_NOMINAL_DIRECT_ME",348233,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1995,"I_NOMINAL_DIRECT_ME",392489,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
"ME",1996,"I_NOMINAL_DIRECT_ME",419632,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction."
