"run_id","det_tag","cell_id","status","include","LRinclude","p","r","q_tag","qY","qK","qE","model_class","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","ICOMP_pen","RICOMP_pen","ICOMP_flag","RICOMP_flag","ICOMP_stabilized","RICOMP_stabilized","AIC","BIC","HQ","AICc","stability_margin","unit_root_count","unstable_count","expected_unit_roots","unit_root_mismatch","fail_code","fail_msg","window_tag","window_start","window_end","dBIC","dAIC","dHQ","eta","IC_eta"
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,1,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,1.5,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,2,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,3,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,4,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,6,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r0_none_none","computed","none","none",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,43.6774168757893,43.6774168757893,43.6774168757893,8,-845.40461686146
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,1,-866.948547217487
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,1.5,-856.840919047901
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,2,-846.733290878314
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,3,-826.518034539142
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,4,-806.302778199969
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,6,-765.872265521623
1772640361,"SR_none__LR_none","p01_sym_r1_none_none","computed","none","none",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.904786287089,63,57,9,5,0,6,20,0.965452185848577,0.965452185848577,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.809572574178,-866.948547217487,-891.929585725379,-884.476239240845,0.0230707568063999,2,0,2,0,NA,NA,"shaikh_window",1947,2011,22.1334865197622,11.9182301805894,15.8882268927891,8,-725.441752843278
1772640361,"SR_none__LR_none","p01_sym_r2_none_none","computed","none","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",476.903907726183,63,57,9,8,0,6,23,1.02789871212653,1.02789871212653,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.807815452365,-860.817636292171,-889.545830576247,-874.35326999782,0.0230468047925217,1,0,1,0,NA,NA,"shaikh_window",1947,2011,28.2643974450785,11.9199873024021,18.2719820419218,1,-860.817636292171
