"run_id","det_tag","cell_id","p","r","q_tag","eig_id","Re","Im","Mod"
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",1,1.00000000000001,0,1.00000000000001
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",2,0.999999999999999,0,0.999999999999999
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",3,0.9769292431936,0,0.9769292431936
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",4,0.0631956527560237,0.406210649016116,0.41109704681663
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",5,0.0631956527560237,-0.406210649016116,0.41109704681663
1772640361,"SR_none__LR_none","p01_sym_r1_none_none",1,1,"sym",6,0.370051532276614,0,0.370051532276614
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",1,1.00000000000001,0,1.00000000000001
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",2,0.976953195207478,0,0.976953195207478
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",3,0.755617323493339,0,0.755617323493339
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",4,0.40099110699685,0,0.40099110699685
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",5,0.12544642876551,0.357743099961631,0.379100160986747
1772640361,"SR_none__LR_none","p01_sym_r2_none_none",1,2,"sym",6,0.12544642876551,-0.357743099961631,0.379100160986747
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",1,1.04521580194541,0,1.04521580194541
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",2,1,0,1
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",3,1,0,1
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",4,-0.0799838624397112,0,0.0799838624397112
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",5,0,0,0
1772640361,"SR_none__LR_none","p01_Y_only_r1_none_none",1,1,"Y_only",6,0,0,0
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",1,1.03592748698857,0,1.03592748698857
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",2,1,0,1
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",3,0.850182226178983,0,0.850182226178983
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",4,-0.123406877728456,0,0.123406877728456
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",5,0,0,0
1772640361,"SR_none__LR_none","p01_Y_only_r2_none_none",1,2,"Y_only",6,0,0,0
