"run_id","det_tag","cell_id","status","include","LRinclude","p","r","q_tag","qY","qK","qE","model_class","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","ICOMP_pen","RICOMP_pen","ICOMP_flag","RICOMP_flag","ICOMP_stabilized","RICOMP_stabilized","AIC","BIC","HQ","AICc","stability_margin","unit_root_count","unstable_count","expected_unit_roots","unit_root_mismatch","fail_code","fail_msg","window_tag","window_start","window_end","dBIC","dAIC","dHQ"
1772573661,"SR_none__LR_none","p01_Y_only_r0_none_none","computed","none","none",1,0,"Y_only",1,0,0,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,19.419109268782,31.6774168757893,26.9134208211497
1772573661,"SR_none__LR_none","p02_Y_only_r0_none_none","computed","none","none",2,0,"Y_only",2,0,0,"VAR_diff_r0",461.611166570428,62,57,6,0,0,6,12,1.41602656785874,1.41602656785874,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-899.222333140857,-874.705717926842,-889.694341031577,-892.131424049947,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,14.3763158104073,20.5054696139109,18.1234715865911
1772573661,"SR_none__LR_none","p03_Y_only_r0_none_none","computed","none","none",3,0,"Y_only",3,0,0,"VAR_diff_r0",474.863901377384,61,57,9,0,0,6,15,1.17079350195798,1.17079350195798,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-919.727802754767,-889.082033737249,-907.817812618168,-908.020485681597,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011,0,0,0
1772573661,"SR_none__LR_none","p01_sym_r2_none_none","computed","none","none",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",476.903907726183,63,57,9,8,0,6,23,1.02789871212653,1.02789871212653,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.807815452365,-860.817636292171,-889.545830576247,-874.35326999782,0.0230468047925217,1,0,1,0,NA,NA,"shaikh_window",1947,2011,28.2643974450785,11.9199873024021,18.2719820419218
1772573661,"SR_none__LR_none","p02_Y_short_r1_none_none","computed","none","none",2,1,"Y_short",1,2,2,"VECM_ranked_qrestricted",480.025351533278,62,57,15,5,0,6,26,0.806009523482079,0.806009523482079,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-908.050703066557,-854.931370102858,-887.406720163118,-861.250703066557,0.326839120155012,3,0,2,1,NA,NA,"shaikh_window",1947,2011,34.150663634391,11.6770996882109,20.4110924550504
1772573661,"SR_none__LR_none","p02_Y_short_r2_none_none","computed","none","none",2,2,"Y_short",1,2,2,"VECM_ranked_qrestricted",482.95247446707,62,57,15,8,0,6,29,0.863380776639101,0.863380776639101,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-907.904948934139,-848.656462166937,-884.878968003381,-843.460504489695,0.0228469020827168,1,0,1,0,NA,NA,"shaikh_window",1947,2011,40.4255715703122,11.8228538206284,22.9388446147877
1772573661,"SR_none__LR_none","p02_sym_r2_none_none","computed","none","none",2,2,"sym",2,2,2,"VECM_ranked_qrestricted",483.456804162096,62,57,18,8,0,6,32,0.872539176865892,0.872539176865892,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-902.913608324192,-837.535967753487,-877.505629366114,-814.913608324192,0.0394809526254872,1,0,1,0,NA,NA,"shaikh_window",1947,2011,51.5460659837626,16.8141944305752,30.3121832520544
1772573661,"SR_none__LR_none","p03_E_short_r2_none_none","computed","none","none",3,2,"E_short",3,3,1,"VECM_ranked_qrestricted",485.50599111342,61,57,21,8,0,6,35,0.94787205324101,0.94787205324101,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-901.011982226841,-829.505187852632,-873.222005241443,-781.011982226841,-0.0710855132250712,2,1,1,1,NA,NA,"shaikh_window",1947,2011,59.5768458846177,18.7158205279267,34.5958073767257
1772573661,"SR_none__LR_none","p03_sym_r2_none_none","computed","none","none",3,2,"sym",3,3,3,"VECM_ranked_qrestricted",488.460211986837,61,57,27,8,0,6,41,0.98908090125515,0.98908090125515,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-894.920423973674,-811.155321992457,-862.366450933636,-665.320423973674,0.00346302086413053,1,0,1,0,NA,NA,"shaikh_window",1947,2011,77.9267117447923,24.8073787810939,45.4513616845326
1772573661,"SR_none__LR_none","p07_sym_r2_none_none","computed","none","none",7,2,"sym",7,7,7,"VECM_ranked_qrestricted",489.193847164346,57,57,63,8,0,6,77,0.677908605001758,0.677908605001758,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-824.387694328692,-667.072746705431,-763.249744960816,NA,-0.0586895025252503,1,1,1,0,NA,NA,"shaikh_window",1947,2011,222.009287031818,95.3401084260757,144.568067657353
