sample,spec,lag,rank,equation,term_raw,term,estimate,std_error,z_stat,p_value,stars_printed,sig_code,sig_label
POST1974,S1_B,2,1,log_KME,log_KME -1,log_KME_lag1,0.7426,0.3357,2.2120941316651774,0.02696016152163455,*,2,95
POST1974,S1_B,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.14,0.0476,2.9411764705882355,0.0032696820126936863,**,3,99
POST1974,S1_B,2,1,log_NRS_proxy -0.2806(0.2879),ECT,ECT,-0.7462,0.8377,-0.8907723528709561,0.3730513100363168,,0,0
POST1974,S1_B,2,1,log_NRS_proxy -0.2806(0.2879),Intercept,Intercept,0.0018,0.2757,0.006528835690968444,0.9947907798099561,,0,0
POST1974,S1_B,2,1,log_NRS_proxy -0.2806(0.2879),log_M -1,log_M_lag1,0.0448,1.6621,0.02695385355875098,0.9784965401700807,,0,0
POST1974,S1_B,2,1,log_NRS_proxy -0.2806(0.2879),log_KME -1,log_KME_lag1,-0.007,0.2357,-0.02969876962240136,0.9763072931893356,,0,0
POST1974,S1_B,2,1,log_NRS_proxy -0.2806(0.2879),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_M,ECT,ECT,0.1281,0.1621,0.7902529302899445,0.4293800698842752,,0,0
POST1974,S1_B,2,1,log_M,Intercept,Intercept,0.4361,1.5726,0.27731145873076435,0.7815409616771712,,0,0
POST1974,S1_B,2,1,log_M,log_M -1,log_M_lag1,0.0787,0.2385,0.32997903563941305,0.7414158028727124,,0,0
POST1974,S1_B,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_KME,ECT,ECT,-0.0071,0.0301,-0.23588039867109636,0.8135254787191064,,0,0
POST1974,S1_B,2,1,log_KME,Intercept,Intercept,0.1357,0.2918,0.4650445510623714,0.6418995529006648,,0,0
POST1974,S1_B,2,1,log_KME,log_M -1,log_M_lag1,0.0384,0.0443,0.8668171557562077,0.38604220066554745,,0,0
POST1974,S1_B,2,1,log_KME,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_NRS_proxy 0.0453(0.1490),ECT,ECT,0.4739,1.4449,0.32798117516783165,0.7429258960985906,,0,0
POST1974,S1_B,2,1,log_NRS_proxy 0.0453(0.1490),Intercept,Intercept,0.1122,0.2191,0.5120949338201735,0.6085845700265554,,0,0
POST1974,S1_B,2,1,log_NRS_proxy 0.0453(0.1490),log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_NRS_proxy 0.0453(0.1490),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_B,2,1,log_NRS_proxy 0.0453(0.1490),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,1,1,log_M,ECT,ECT,-0.2702,0.07,-3.8599999999999994,1.1338702506851355e-4,***,3,99
POST1974,S1_C,1,1,log_M,Intercept,Intercept,2.4394,0.6065,4.022093981863149,5.7683031678339297e-5,***,3,99
POST1974,S1_C,1,1,log_M,log_M -1,log_M_lag1,-0.1918,0.1392,-1.377873563218391,0.1682423285108392,,0,0
POST1974,S1_C,1,1,log_M,log_KME -1,log_KME_lag1,0.0337,0.3968,0.08492943548387097,0.932317490191636,,0,0
POST1974,S1_C,1,1,log_M,omega -1,omega_lag1,-1.4354,0.652,-2.2015337423312884,0.02769826068203118,*,2,95
POST1974,S1_C,1,1,log_KME -0.0271(0.0129)*,ECT,ECT,0.2458,0.1119,2.196604110813226,0.028048732388877288,*,2,95
POST1974,S1_C,1,1,log_KME -0.0271(0.0129)*,Intercept,Intercept,0.01,0.0257,0.38910505836575876,0.6971984317365698,,0,0
POST1974,S1_C,1,1,log_KME -0.0271(0.0129)*,log_M -1,log_M_lag1,0.8738,0.0732,11.937158469945356,7.576760699557849e-33,***,3,99
POST1974,S1_C,1,1,log_KME -0.0271(0.0129)*,log_KME -1,log_KME_lag1,-0.1813,0.1203,-1.507065669160432,0.1317938255013577,,0,0
POST1974,S1_C,1,1,log_KME -0.0271(0.0129)*,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,1,1,omega,ECT,ECT,-0.0218,0.019,-1.1473684210526316,0.2512293868488506,,0,0
POST1974,S1_C,1,1,omega,Intercept,Intercept,0.1728,0.1647,1.0491803278688525,0.2940951308960606,,0,0
POST1974,S1_C,1,1,omega,log_M -1,log_M_lag1,0.0204,0.0378,0.5396825396825398,0.589415983258802,,0,0
POST1974,S1_C,1,1,omega,log_KME -1,log_KME_lag1,0.155,0.10780000000000001,1.4378478664192949,0.15047722453979143,,0,0
POST1974,S1_C,1,1,omega,omega -1,omega_lag1,0.2412,0.1771,1.3619424054206661,0.17321606206702717,,0,0
POST1974,S1_C,2,1,log_M,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_M,Intercept,Intercept,-0.2363,1.7163,-0.13767989279263534,0.8904934112710432,,0,0
POST1974,S1_C,2,1,log_M,log_M -1,log_M_lag1,-0.5693,0.8811,-0.6461241629780956,0.5181989480616496,,0,0
POST1974,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_KME -0.0343(0.0179).,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_KME -0.0343(0.0179).,Intercept,Intercept,0.023,0.0558,0.41218637992831536,0.6802028193345606,,0,0
POST1974,S1_C,2,1,log_KME -0.0343(0.0179).,log_M -1,log_M_lag1,0.6706,0.3244,2.067200986436498,0.03871521930225778,*,2,95
POST1974,S1_C,2,1,log_KME -0.0343(0.0179).,log_KME -1,log_KME_lag1,-0.1218,0.1665,-0.7315315315315315,0.4644545520614203,,0,0
POST1974,S1_C,2,1,log_KME -0.0343(0.0179).,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,omega,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,omega,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,omega,log_M -1,log_M_lag1,-0.0513,0.0801,-0.6404494382022471,0.5218804506152988,,0,0
POST1974,S1_C,2,1,omega,log_KME -1,log_KME_lag1,0.6743,0.4655,1.4485499462943072,0.14746330809758196,,0,0
POST1974,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_M,ECT,ECT,-0.176,0.1599,-1.1006879299562227,0.27103250121840244,,0,0
POST1974,S1_C,2,1,log_M,Intercept,Intercept,0.5117,1.5994,0.3199324746780043,0.7490195194230156,,0,0
POST1974,S1_C,2,1,log_M,log_M -1,log_M_lag1,-0.1563,0.7169,-0.21802203933603012,0.8274119395467405,,0,0
POST1974,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_KME -0.0236(0.0302),ECT,ECT,0.232,0.3023,0.7674495534237512,0.4428142757183379,,0,0
POST1974,S1_C,2,1,log_KME -0.0236(0.0302),Intercept,Intercept,-0.0892,0.1355,-0.6583025830258302,0.5103437185381143,,0,0
POST1974,S1_C,2,1,log_KME -0.0236(0.0302),log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_KME -0.0236(0.0302),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,log_KME -0.0236(0.0302),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,omega,ECT,ECT,-0.0064,0.0434,-0.14746543778801843,0.8827646580977755,,0,0
POST1974,S1_C,2,1,omega,Intercept,Intercept,-0.5026,0.4338,-1.1585984324573537,0.24661990814495538,,0,0
POST1974,S1_C,2,1,omega,log_M -1,log_M_lag1,0.178,0.1944,0.9156378600823045,0.35985686699085523,,0,0
POST1974,S1_C,2,1,omega,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_M,ECT,ECT,-0.2998,0.0835,-3.5904191616766465,3.301466128392613e-4,**,3,99
POST1974,S1_D,1,1,log_M,Intercept,Intercept,1.3325,0.3601,3.700361010830325,2.1529297115001702e-4,***,3,99
POST1974,S1_D,1,1,log_M,log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,1.3992,0.4146,3.374819102749638,7.386422661279064e-4,**,3,99
POST1974,S1_D,1,1,log_KME,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_KME,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_KME,log_M -1,log_M_lag1,0.0074,0.0241,0.3070539419087137,0.7588023143080259,,0,0
POST1974,S1_D,1,1,log_KME,log_KME -1,log_KME_lag1,0.9622,0.0844,11.40047393364929,4.158490654560222e-30,***,3,99
POST1974,S1_D,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.1963,0.0802,2.447630922693267,0.014379887140336238,*,2,95
POST1974,S1_D,1,1,log_NRS_proxy 0.0093(0.0840),ECT,ECT,0.0447,0.3621,0.12344656172328086,0.9017534880843177,,0,0
POST1974,S1_D,1,1,log_NRS_proxy 0.0093(0.0840),Intercept,Intercept,-0.0787,0.1252,-0.6285942492012779,0.5296147262051347,,0,0
POST1974,S1_D,1,1,log_NRS_proxy 0.0093(0.0840),log_M -1,log_M_lag1,-0.4342,0.439,-0.9890660592255125,0.3226308222841855,,0,0
POST1974,S1_D,1,1,log_NRS_proxy 0.0093(0.0840),log_KME -1,log_KME_lag1,-0.1533,0.417,-0.36762589928057554,0.7131522003608866,,0,0
POST1974,S1_D,1,1,log_NRS_proxy 0.0093(0.0840),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,omega,ECT,ECT,-0.0341,0.0259,-1.3166023166023166,0.18797196189024426,,0,0
POST1974,S1_D,1,1,omega,Intercept,Intercept,0.1309,0.1116,1.1729390681003582,0.24082024118703746,,0,0
POST1974,S1_D,1,1,omega,log_M -1,log_M_lag1,0.0163,0.0386,0.42227979274611394,0.6728208058440168,,0,0
POST1974,S1_D,1,1,omega,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0353,0.1285,-0.27470817120622565,0.783540452893436,,0,0
POST1974,S1_D,1,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,1,1,log_KME,omega -1,omega_lag1,0.3903,0.2638,1.479529946929492,0.13899873365495757,,0,0
POST1974,S1_D,1,1,omega,omega -1,omega_lag1,0.131,0.4226,0.30998580217699956,0.7565717531526909,,0,0
POST1974,S1_D,2,1,log_M,ECT,ECT,-0.0237,0.0231,-1.025974025974026,0.3049038273920812,,0,0
POST1974,S1_D,2,1,log_M,Intercept,Intercept,-0.3049,0.31,-0.9835483870967742,0.32533761301011066,,0,0
POST1974,S1_D,2,1,log_M,log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_M,log_KME -1,log_KME_lag1,4.6288,2.0675,2.238839177750907,0.025166382115723335,*,2,95
POST1974,S1_D,2,1,log_KME,ECT,ECT,0.002,0.0045,0.4444444444444445,0.6567212865637704,,0,0
POST1974,S1_D,2,1,log_KME,Intercept,Intercept,0.0245,0.0609,0.40229885057471265,0.6874641004646749,,0,0
POST1974,S1_D,2,1,log_KME,log_M -1,log_M_lag1,-0.0188,0.0565,-0.3327433628318584,0.7393280140693979,,0,0
POST1974,S1_D,2,1,log_KME,log_KME -1,log_KME_lag1,1.0633,0.4064,2.6163877952755903,0.008886556611471572,*,3,99
POST1974,S1_D,2,1,log_NRS_proxy -0.0149(0.0239),ECT,ECT,-0.1286,0.321,-0.4006230529595015,0.688697670386912,,0,0
POST1974,S1_D,2,1,log_NRS_proxy -0.0149(0.0239),Intercept,Intercept,-0.0016,0.2975,-0.005378151260504202,0.9957088768300311,,0,0
POST1974,S1_D,2,1,log_NRS_proxy -0.0149(0.0239),log_M -1,log_M_lag1,-0.9795,2.141,-0.4574964969640355,0.6473142195888395,,0,0
POST1974,S1_D,2,1,log_NRS_proxy -0.0149(0.0239),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,log_M -1,log_M_lag1,-0.0035,0.0854,-0.040983606557377046,0.9673089649534921,,0,0
POST1974,S1_D,2,1,omega,log_KME -1,log_KME_lag1,0.2009,0.6145,0.32693246541903986,0.7437189653123523,,0,0
POST1974,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,3.311,0.7726,4.285529381309863,1.8230455106744293e-5,***,3,99
POST1974,S1_D,2,1,log_M,omega -1,omega_lag1,6.8491,2.1841,3.1358912137722634,0.0017133274472940759,**,3,99
POST1974,S1_D,2,1,log_M,log_M -2,log_M_-2,0.1019,0.1593,0.6396735718769617,0.5223848404807212,,0,0
POST1974,S1_D,2,1,log_M,log_KME -2,log_KME_-2,-4.3299,1.935,-2.237674418604651,0.025242294643713487,*,2,95
POST1974,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_KME,omega -1,omega_lag1,0.5462,0.4293,1.2723037502911716,0.2032652166220887,,0,0
POST1974,S1_D,2,1,log_KME,log_M -2,log_M_-2,-0.0125,0.0313,-0.3993610223642173,0.6896272096643674,,0,0
POST1974,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,-0.1662,0.3804,-0.4369085173501577,0.6621776947018504,,0,0
POST1974,S1_D,2,1,log_NRS_proxy 0.0723(0.8000),log_NRS_proxy -1,log_NRS_proxy_lag1,-0.5719,2.2618,-0.25285171102661597,0.8003828060911737,,0,0
POST1974,S1_D,2,1,log_NRS_proxy 0.0723(0.8000),omega -1,omega_lag1,0.0525,0.1649,0.31837477258944813,0.7502006720378476,,0,0
POST1974,S1_D,2,1,log_NRS_proxy 0.0723(0.8000),log_M -2,log_M_-2,0.6212,2.0038,0.31001097913963466,0.7565526072536867,,0,0
POST1974,S1_D,2,1,log_NRS_proxy 0.0723(0.8000),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.2358,0.2296,-1.0270034843205575,0.30441882339454235,,0,0
POST1974,S1_D,2,1,omega,omega -1,omega_lag1,-0.3016,0.6492,-0.4645717806531115,0.6422381446838894,,0,0
POST1974,S1_D,2,1,omega,log_M -2,log_M_-2,-0.0241,0.0473,-0.5095137420718816,0.610392168432289,,0,0
POST1974,S1_D,2,1,omega,log_KME -2,log_KME_-2,-0.1212,0.5752,-0.21070931849791374,0.8331141027467712,,0,0
POST1974,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.3317,0.5455,-0.6080659945004583,0.5431437047993477,,0,0
POST1974,S1_D,2,1,log_M,omega -1,omega_lag1,-1.5099,1.6115,-0.9369531492398387,0.34878265795474106,,0,0
POST1974,S1_D,2,1,log_M,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_M,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0012,0.1072,-0.011194029850746268,0.9910686429352037,,0,0
POST1974,S1_D,2,1,log_KME,omega -1,omega_lag1,-0.1357,0.3168,-0.4283459595959595,0.6683992626027535,,0,0
POST1974,S1_D,2,1,log_KME,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_NRS_proxy 0.5529(0.5649),log_NRS_proxy -1,log_NRS_proxy_lag1,1.435,1.6688,0.8598993288590604,0.38984453851264184,,0,0
POST1974,S1_D,2,1,log_NRS_proxy 0.5529(0.5649),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_NRS_proxy 0.5529(0.5649),log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,log_NRS_proxy 0.5529(0.5649),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.2544,0.1621,-1.5694016039481802,0.11655439056658798,,0,0
POST1974,S1_D,2,1,omega,omega -1,omega_lag1,-0.5188,0.479,-1.0830897703549063,0.27876857910023256,,0,0
POST1974,S1_D,2,1,omega,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
POST1974,S1_D,2,1,omega,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,1,1,log_M,ECT,ECT,-0.7821,0.2189,-3.5728643216080402,3.5309773234404134e-4,**,3,99
PRE1974,S1_A,1,1,log_M,Intercept,Intercept,-3.513,0.9965,-3.525338685398896,4.229416794999788e-4,**,3,99
PRE1974,S1_A,1,1,log_M,log_M -1,log_M_lag1,0.2745,0.1962,1.3990825688073394,0.16178822423092837,,0,0
PRE1974,S1_A,1,1,log_M,log_KME -1,log_KME_lag1,-0.4236,0.56,-0.7564285714285713,0.44939228308167734,,0,0
PRE1974,S1_A,1,1,log_KME -0.0025(0.0404),ECT,ECT,-0.0034,0.1837,-0.018508437670114314,0.9852332464320048,,0,0
PRE1974,S1_A,1,1,log_KME -0.0025(0.0404),Intercept,Intercept,0.0424,0.0362,1.171270718232044,0.24148997749487724,,0,0
PRE1974,S1_A,1,1,log_KME -0.0025(0.0404),log_M -1,log_M_lag1,0.7642,0.1033,7.397870280735721,1.3838593295405737e-13,***,3,99
PRE1974,S1_A,1,1,log_KME -0.0025(0.0404),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,2,1,log_M,ECT,ECT,-0.7377,0.3256,-2.2656633906633905,0.023472000640098373,*,2,95
PRE1974,S1_A,2,1,log_M,Intercept,Intercept,-3.0205,1.3525,-2.233271719038817,0.025531031321886218,*,2,95
PRE1974,S1_A,2,1,log_M,log_M -1,log_M_lag1,0.3571,0.2431,1.4689428218839982,0.14184829854731507,,0,0
PRE1974,S1_A,2,1,log_M,log_KME -1,log_KME_lag1,-1.5634,1.3301,-1.1754003458386586,0.23983458520369222,,0,0
PRE1974,S1_A,2,1,log_M,log_M -2,log_M_-2,0.0476,0.214,0.2224299065420561,0.8239792328197537,,0,0
PRE1974,S1_A,2,1,log_KME -0.0234(0.0596),ECT,ECT,-0.0867,0.2477,-0.35002018570851834,0.7263235487177422,,0,0
PRE1974,S1_A,2,1,log_KME -0.0234(0.0596),Intercept,Intercept,0.0547,0.0445,1.2292134831460675,0.21899177495636485,,0,0
PRE1974,S1_A,2,1,log_KME -0.0234(0.0596),log_M -1,log_M_lag1,0.7308,0.2436,3,0.002699796063260189,**,3,99
PRE1974,S1_A,2,1,log_KME -0.0234(0.0596),log_KME -1,log_KME_lag1,0.0245,0.0392,0.625,0.5319710580974011,,0,0
PRE1974,S1_A,2,1,log_KME -0.0234(0.0596),log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,2,1,log_M,ECT,ECT,1.0863,1.2872,0.8439247980111871,0.3987114299897893,,0,0
PRE1974,S1_A,2,1,log_M,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,2,1,log_M,log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_A,2,1,log_M,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_B,1,1,log_M,ECT,ECT,-0.7523,0.2127,-3.536906440996709,4.048430515854135e-4,**,3,99
PRE1974,S1_B,1,1,log_M,Intercept,Intercept,-3.4268,0.9825,-3.4878371501272265,4.8694456631707603e-4,**,3,99
PRE1974,S1_B,1,1,log_M,log_M -1,log_M_lag1,0.2554,0.1987,1.2853548062405638,0.19866832637571655,,0,0
PRE1974,S1_B,1,1,log_M,log_KME -1,log_KME_lag1,-0.4537,0.5662,-0.8013069586718473,0.4229539633373906,,0,0
PRE1974,S1_B,1,1,log_KME,ECT,ECT,-0.0129,0.0395,-0.3265822784810127,0.7439838489359454,,0,0
PRE1974,S1_B,1,1,log_KME,Intercept,Intercept,-0.0518,0.1825,-0.28383561643835614,0.7765363585399268,,0,0
PRE1974,S1_B,1,1,log_KME,log_M -1,log_M_lag1,0.0495,0.0369,1.3414634146341464,0.17977004038791403,,0,0
PRE1974,S1_B,1,1,log_KME,log_KME -1,log_KME_lag1,0.7562,0.1052,7.188212927756654,6.564483411856534e-13,***,3,99
PRE1974,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),ECT,ECT,5.8447,3.5473,1.6476475065542806,0.09942502579044306,,1,90
PRE1974,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),Intercept,Intercept,-0.6744,0.7176,-0.9397993311036789,0.34732050200828185,,0,0
PRE1974,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),log_M -1,log_M_lag1,1.6048,2.0444,0.7849735863823126,0.43246905536673363,,0,0
PRE1974,S1_B,1,1,log_NRS_proxy 1.2595(0.7680),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_B,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0537,0.0476,-1.1281512605042014,0.25925604370448796,,0,0
PRE1974,S1_B,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0037,0.0088,0.42045454545454547,0.6741534284271514,,0,0
PRE1974,S1_B,2,1,log_M,ECT,ECT,-0.5886,0.263,-2.2380228136882128,0.02521956744049589,*,2,95
PRE1974,S1_B,2,1,log_M,Intercept,Intercept,-2.506,1.1418,-2.1947801716587843,0.028179370501217823,*,2,95
PRE1974,S1_B,2,1,log_M,log_M -1,log_M_lag1,0.2618,0.2319,1.1289348857266062,0.2589253029683906,,0,0
PRE1974,S1_B,2,1,log_M,log_KME -1,log_KME_lag1,-1.9414,1.3301,-1.45958950454853,0.14440292547118685,,0,0
PRE1974,S1_B,2,1,log_KME,ECT,ECT,-0.0545,0.0496,-1.0987903225806452,0.27185953430437265,,0,0
PRE1974,S1_B,2,1,log_KME,Intercept,Intercept,-0.2261,0.2155,-1.0491879350348028,0.2940916303965775,,0,0
PRE1974,S1_B,2,1,log_KME,log_M -1,log_M_lag1,0.0681,0.0438,1.5547945205479452,0.11999501455841473,,0,0
PRE1974,S1_B,2,1,log_KME,log_KME -1,log_KME_lag1,0.778,0.2511,3.09836718438869,0.0019459016934318494,**,3,99
PRE1974,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,ECT,ECT,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,Intercept,Intercept,-0.6444,0.8087,-0.7968344256213676,0.42554719874078845,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,log_M -1,log_M_lag1,-2.7328,4.6397,-0.589003599370649,0.5558588590753133,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy 1.7119(0.9174).,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_B,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.1382,0.0572,-2.416083916083916,0.015688445245170535,*,2,95
PRE1974,S1_B,2,1,log_M,log_M -2,log_M_-2,0.0141,0.2094,0.0673352435530086,0.9463148202473717,,0,0
PRE1974,S1_B,2,1,log_M,log_KME -2,log_KME_-2,1.5367,1.2678,1.212099700268181,0.22547421846875476,,0,0
PRE1974,S1_B,2,1,log_M,log_NRS_proxy -2,log_NRS_proxy_-2,-0.0885,0.0565,-1.566371681415929,0.11726162858877373,,0,0
PRE1974,S1_B,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.001,0.0108,-0.09259259259259259,0.9262272287222274,,0,0
PRE1974,S1_B,2,1,log_KME,log_M -2,log_M_-2,0.0362,0.0395,0.9164556962025318,0.35942793440351617,,0,0
PRE1974,S1_B,2,1,log_KME,log_KME -2,log_KME_-2,-0.1493,0.2393,-0.6239030505641453,0.5326912567851545,,0,0
PRE1974,S1_B,2,1,log_KME,log_NRS_proxy -2,log_NRS_proxy_-2,-0.0038,0.0107,-0.3551401869158879,0.7224845715373494,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0448,0.7305,0.06132785763175907,0.9510981053707146,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_M -2,log_M_-2,5.1584,4.4223,1.166451846324311,0.2434318068779983,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_KME -2,log_KME_-2,-0.1975,0.1971,-1.002029426686961,0.3163293807446403,,0,0
PRE1974,S1_B,2,1,log_NRS_proxy -0.4400(0.1995)*,log_NRS_proxy -2,log_NRS_proxy_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,1,1,log_M,ECT,ECT,-0.7568,0.2217,-3.41362201172756,6.410544707178531e-4,**,3,99
PRE1974,S1_C,1,1,log_M,Intercept,Intercept,-3.2783,0.9733,-3.368231788759889,7.565196497884852e-4,**,3,99
PRE1974,S1_C,1,1,log_M,log_M -1,log_M_lag1,0.2532,0.1991,1.2717227523857357,0.20347164364541406,,0,0
PRE1974,S1_C,1,1,log_M,log_KME -1,log_KME_lag1,-0.4021,0.5614,-0.7162451015318846,0.4738400185282312,,0,0
PRE1974,S1_C,1,1,log_M,omega -1,omega_lag1,0.2556,0.2207,1.1581332125056638,0.24680967823161637,,0,0
PRE1974,S1_C,1,1,log_KME -0.0058(0.0417),ECT,ECT,-0.0176,0.1832,-0.09606986899563319,0.9234650816499693,,0,0
PRE1974,S1_C,1,1,log_KME -0.0058(0.0417),Intercept,Intercept,0.0437,0.0375,1.1653333333333336,0.2438840913280096,,0,0
PRE1974,S1_C,1,1,log_KME -0.0058(0.0417),log_M -1,log_M_lag1,0.763,0.1057,7.218543046357616,5.254750411247023e-13,***,3,99
