sample,log_M,log_KME,log_NRS_proxy,alpha_log_M,alpha_log_KME,alpha_log_NRS_proxy,ect_mean,ect_sd,ect_range,alpha_first_eq,beta_normalized_ok,alpha_log_M_negative,import_adjustment_abs,capital_adjustment_abs,surplus_adjustment_abs,import_adjustment_dominant
FULL,1,-0.6629208857863695,-0.5023807392756328,-0.38002695022756333,-0.028322184022786703,0.457279621922323,-4.719969347959358,0.17853428555706174,0.8678954969095791,-0.38002695022756333,TRUE,TRUE,0.38002695022756333,0.028322184022786703,0.457279621922323,FALSE
PRE1974,1,-1.0401481098289829,-0.06595260541732624,-0.7523490652088175,-0.012901471392939162,1.2595236095119389,-4.616088513657313,0.09227271873746,0.3671626956566554,-0.7523490652088175,TRUE,TRUE,0.7523490652088175,0.012901471392939162,1.2595236095119389,FALSE
ISI1931_1973,1,-1.0401481098289829,-0.06595260541732624,-0.7523490652088175,-0.012901471392939162,1.2595236095119389,-4.616088513657313,0.09227271873746,0.3671626956566554,-0.7523490652088175,TRUE,TRUE,0.7523490652088175,0.012901471392939162,1.2595236095119389,FALSE
POST1974,1,-0.45634132607911865,-0.8158751888549449,-0.7212456677386869,-0.07590100226031499,-0.18642290538444903,-6.019414042594171,0.1828293122679707,0.7411640525227305,-0.7212456677386869,TRUE,TRUE,0.7212456677386869,0.07590100226031499,0.18642290538444903,TRUE
