"run_id","det_tag","cell_id","p","r","q_tag","eig_id","Re","Im","Mod"
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",1,1,0,1
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",2,1,0,1
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",3,0.334957906311078,0.640644732115099,0.722926325282963
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",4,0.334957906311078,-0.640644732115099,0.722926325282963
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",5,0.562042152265114,0,0.562042152265114
1772573712,"SR_const__LR_trend","p01_sym_r1_const_trend",1,1,"sym",6,0.232010964640219,0,0.232010964640219
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",1,0.999999999999996,0,0.999999999999996
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",2,0.948373543417024,0,0.948373543417024
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",3,0.184665605431056,0.634335949166082,0.660668965695872
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",4,0.184665605431056,-0.634335949166082,0.660668965695872
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",5,0.498695716965724,0,0.498695716965724
1772573712,"SR_const__LR_trend","p01_sym_r2_const_trend",1,2,"sym",6,0.356097566354996,0,0.356097566354996
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",1,1,0,1
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",2,0.999999999999999,0,0.999999999999999
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",3,0.723506272128895,0,0.723506272128895
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",4,0.11582117471951,0,0.11582117471951
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",5,0,0,0
1772573712,"SR_const__LR_trend","p01_Y_only_r1_const_trend",1,1,"Y_only",6,0,0,0
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",1,1.06277051428105,0,1.06277051428105
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",2,1,0,1
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",3,0.578816028026229,0,0.578816028026229
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",4,0.0159214742306759,0,0.0159214742306759
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",5,0,0,0
1772573712,"SR_const__LR_trend","p01_Y_only_r2_const_trend",1,2,"Y_only",6,0,0,0
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",1,1,0,1
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",2,1,0,1
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",3,0.568188233383708,0.269781979058279,0.628983453502794
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",4,0.568188233383708,-0.269781979058279,0.628983453502794
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",5,0,0,0
1772573712,"SR_const__LR_trend","p01_K_only_r1_const_trend",1,1,"K_only",6,0,0,0
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",1,1,0,1
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",2,0.952976812157294,0,0.952976812157294
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",3,0.449279023005128,0.124958482699881,0.466332781295824
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",4,0.449279023005128,-0.124958482699881,0.466332781295824
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",5,0,0,0
1772573712,"SR_const__LR_trend","p01_K_only_r2_const_trend",1,2,"K_only",6,0,0,0
1772573712,"SR_const__LR_trend","p01_E_only_r1_const_trend",1,1,"E_only",1,1,0,1
1772573712,"SR_const__LR_trend","p01_E_only_r1_const_trend",1,1,"E_only",2,1,0,1
1772573712,"SR_const__LR_trend","p01_E_only_r1_const_trend",1,1,"E_only",3,0.76303759685243,0,0.76303759685243
