"year","u_med","u_lower","u_upper","u_shaikh"
1947,1.06782498655754,0.979663087802613,32726.5205289822,0.885106384754181
1948,1.02426499216287,0.893055415709187,12887.1039153831,0.923893213272095
1949,0.969662080085665,0.859170212756899,12955.4734449495,0.869800388813019
1950,0.939669459468973,0.799187961838297,3873.63945853816,0.879007756710052
1951,0.979172517889896,0.839001925930532,4080.68387898152,0.925842940807343
1952,1.00542877490088,0.908372290109958,5031.99706797916,0.910232961177826
1953,1.04555158091512,0.976976042017397,5355.50442947637,0.924771666526794
1954,0.990774827303999,0.926783425070625,4014.18608413898,0.8767209649086
1955,0.957752201411217,0.844116947433509,1033.08171024688,0.903114199638367
1956,0.957644030478303,0.88683794200504,1303.30074136601,0.86929577589035
1957,0.941209829929077,0.888146516736349,1322.35146294127,0.843951225280762
1958,0.927957521913378,0.863734172449222,1500.96588741661,0.798105180263519
1959,0.929048292048258,0.860654501905096,693.3246648967,0.861047804355621
1960,0.975451883368222,0.923127802575857,799.865768467511,0.880931198596954
1961,0.970304839018178,0.921140727239949,607.275502870377,0.882777214050293
1962,0.996033762465877,0.925439307737162,351.252730335546,0.939095973968506
1963,1.00763654410142,0.922194870036091,231.126370100567,0.97143566608429
1964,1.02047613494393,0.923683261762017,143.110358939151,1.00164115428925
1965,1.02823337363959,0.90992564720786,74.2948159707734,1.0422728061676
1966,1.05488919382561,0.947066082865953,53.483248129032,1.06474781036377
1967,1.05843296469428,0.982691662050442,49.5932091905522,1.04273521900177
1968,1.07774598646272,1.01104925269077,35.2899642387355,1.05709373950958
1969,1.11631660695734,1.08245382167251,37.946029834449,1.04945170879364
1970,1.14103035342732,1.07674197017204,48.2756442084362,0.984412431716919
1971,1.07738249025083,1.03456490866381,23.8779476023254,0.973544180393219
1972,1.08890210612113,1.05430784724913,14.9845888595079,1.00391101837158
1973,1.10797930306657,1.07191102792092,9.78867373651207,1.00486552715302
1974,1.0599407351594,1.00448539360465,7.64575030238596,0.884328484535217
1975,0.938740118542204,0.911841073192641,4.48932021580495,0.853546917438507
1976,0.952636178089309,0.93115836176268,3.10684817874439,0.879995822906494
1977,0.952481512713607,0.939028307239628,2.00187636610679,0.901091992855072
1978,0.965357587984171,0.955148678150272,1.28294970381674,0.911491215229034
1979,0.990866457630275,0.959501185471444,1.24224526722691,0.88534152507782
1980,1.00906027582805,0.946505167875702,1.43352318045179,0.834066033363342
1981,0.921389495507009,0.79304917383535,1.00212830454362,0.843342185020447
1982,0.943742368413552,0.908456823406423,1.02456827901178,0.820055425167084
1983,0.919783270504557,0.459200414758298,0.989998797540582,0.858657002449036
1984,0.944348187504262,0.188905106965335,0.97237756253853,0.924870848655701
1985,0.967686481314892,0.149893588581905,1.00671384574206,0.935598075389862
1986,1.00164561770372,0.179543049754752,1.08444584288785,0.929214417934418
1987,1.01037304891433,0.110377686029296,1.07909206146999,0.948412120342255
1988,1.00878122202764,0.0621853184063879,1.04994499355783,0.971393048763275
1989,1.00788983964769,0.0482507918048529,1.0536956746314,0.967775762081146
1990,1.01714061355928,0.0446094006864775,1.08514594155164,0.960640132427216
1991,1.01496337155568,0.0391941150021253,1.08397794849629,0.958979725837708
1992,1.04321946332355,0.0327557348344336,1.12929803728965,0.975646138191223
1993,1.04460423522929,0.0228050075310177,1.1297872541814,0.979155540466309
1994,1.03819975802865,0.0114253326896341,1.08971377388941,1.01144421100616
1995,1.01193208580696,0.00572301648298811,1.06112743545695,1.01938092708588
1996,0.997788568904559,0.0029950758197071,1.0614828916104,1.04219925403595
1997,1.01222372465057,0.0017641588440275,1.08589787900735,1.07182896137238
1998,1.10138679416417,0.00184776884414141,1.15670750461864,1.09457731246948
1999,1.12899408727237,0.0012959148309451,1.19400618260049,1.10842335224152
2000,1.18221511206472,0.00132773537898222,1.30348872052435,1.11509871482849
2001,1.15005880426195,0.00110176179379867,1.29882980142868,1.06325256824493
2002,1.10012972939249,0.000620682166250193,1.21996109215882,1.03907012939453
2003,1.08840903116768,0.000386938205445273,1.18709844358873,1.04768621921539
2004,1.00060525429753,0.000116093744716015,1.09105816917529,1.03787088394165
2005,0.939148834415281,4.96927421915212e-05,1.04986373407227,1.03080022335052
2006,0.905225351194903,3.01629829736241e-05,1.02341653952414,1.0236576795578
2007,0.938756954696724,4.0236090390798e-05,1.03708483398687,0.986203849315643
2008,0.967853557679933,7.71337802465916e-05,1.07770496503519,0.925367593765259
2009,0.878750921726874,3.59056194578564e-05,0.962908053906901,0.899437546730042
2010,0.809589812065702,1.16996530598425e-05,0.928438020470162,0.929295063018799
2011,0.810997297079245,9.21206360632188e-06,0.935268898544424,0.941526174545288
