"year","u_med","u_lower","u_upper","u_shaikh"
1947,1.15990625670229,0.72312159278596,1.24055570646955,0.885106384754181
1948,1.19472859128851,0.758512454868226,1.27449480380533,0.923893213272095
1949,1.12596703252212,0.724747386365865,1.19879672444664,0.869800388813019
1950,1.13014132184327,0.75547340399246,1.19678447058994,0.879007756710052
1951,1.17240509066836,0.793064804343606,1.23945002935253,0.925842940807343
1952,1.14407877792853,0.787056204902254,1.20660766342242,0.910232961177826
1953,1.15037717695531,0.804714243339251,1.21037178814216,0.924771666526794
1954,1.08885049179819,0.770349283291878,1.14379225877639,0.8767209649086
1955,1.1113501727729,0.809314967532569,1.16263891752834,0.903114199638367
1956,1.06820412390077,0.797744359087424,1.11350316935335,0.86929577589035
1957,1.03444643487781,0.784190737384654,1.07601896556636,0.843951225280762
1958,0.980454614714385,0.746296047209683,1.0192661973194,0.798105180263519
1959,1.04276794582092,0.804467338808426,1.08197546897189,0.861047804355621
1960,1.05595795971211,0.819309629338924,1.09477146107804,0.880931198596954
1961,1.04890273937215,0.820256480029881,1.0862418302795,0.882777214050293
1962,1.09843608332618,0.866926754969287,1.13605151988139,0.939095973968506
1963,1.12381831184452,0.89525892422011,1.16076393950425,0.97143566608429
1964,1.14576045297421,0.925909370376182,1.18101789059094,1.00164115428925
1965,1.1755339654481,0.965925167545723,1.20883986082335,1.0422728061676
1966,1.185583025031,0.992559425519579,1.21593664282449,1.06474781036377
1967,1.15315368127517,0.982770201189852,1.17968222859513,1.04273521900177
1968,1.15914943233689,1.00626540173438,1.18270929674374,1.05709373950958
1969,1.14430314538104,1.0102767854477,1.16476270238198,1.04945170879364
1970,1.07526333914722,0.964878399328764,1.09196084563027,0.984412431716919
1971,1.05427572681796,0.961500637100393,1.06818201916974,0.973544180393219
1972,1.07399939100248,0.994012511807239,1.08588966976544,1.00391101837158
1973,1.06920380663424,1.01205383362972,1.07759203920347,1.00486552715302
1974,0.952817558089652,0.935637911770826,0.955287029122467,0.884328484535217
1975,0.920006840293979,0.911068396444346,0.921285527770836,0.853546917438507
1976,0.939042645685421,0.938271940682452,0.944478124460161,0.879995822906494
1977,0.951949764559289,0.948910185724525,0.973592687714809,0.901091992855072
1978,0.958630130678607,0.952876925178351,1.00006391020322,0.911491215229034
1979,0.92901909920868,0.92083965108703,0.988602997760734,0.88534152507782
1980,0.876145522295228,0.866266912994042,0.948839146891952,0.834066033363342
1981,0.875233493344178,0.863921186722373,0.959044122004319,0.843342185020447
1982,0.850289520344854,0.838959087818518,0.934373132341971,0.820055425167084
1983,0.878390354823229,0.866667748399596,0.965391542915096,0.858657002449036
1984,0.927513187248207,0.914069389625803,1.02776287530958,0.924870848655701
1985,0.937033446608454,0.922357280713672,1.04700307151,0.935598075389862
1986,0.93337645625166,0.917535603809724,1.05271961887118,0.929214417934418
1987,0.948648869518193,0.931163621253815,1.0811834151827,0.948412120342255
1988,0.966921369245999,0.947706275728709,1.11344597242582,0.971393048763275
1989,0.959607378810825,0.939501120985508,1.11362189728213,0.967775762081146
1990,0.947670565351872,0.926812977129196,1.10814967470138,0.960640132427216
1991,0.94397357761229,0.923175152605998,1.10401328172417,0.958979725837708
1992,0.949760946849273,0.928009864544155,1.11774309825301,0.975646138191223
1993,0.947187686823595,0.924309839332822,1.1248053167544,0.979155540466309
1994,0.963617235529661,0.938810410720752,1.15750813333209,1.01144421100616
1995,0.972382466972026,0.945796381042682,1.18159113297914,1.01938092708588
1996,0.980382661297941,0.952160174215106,1.2038369773447,1.04219925403595
1997,0.998474608115264,0.968097090171067,1.24067523383969,1.07182896137238
1998,1.00433293073049,0.971879311596197,1.26518628702822,1.09457731246948
1999,1.01357212061157,0.978926193748273,1.29428967166434,1.10842335224152
2000,1.01733771782142,0.980586690569971,1.31761578162242,1.11509871482849
2001,0.969213537974552,0.932777697233601,1.26881333975929,1.06325256824493
2002,0.942340857160091,0.90567543232162,1.24555398847086,1.03907012939453
2003,0.941776521793691,0.904291512383595,1.25297400402041,1.04768621921539
2004,0.933361231095736,0.894032678713948,1.26320470846669,1.03787088394165
2005,0.925723343247057,0.884509465479671,1.27500991781141,1.03080022335052
2006,0.913483725908573,0.870876761656413,1.27796572982563,1.0236576795578
2007,0.885629399515379,0.843318422142489,1.24939529487259,0.986203849315643
2008,0.821049590111958,0.780213445438358,1.17520110812349,0.925367593765259
2009,0.814490202470927,0.774925116267854,1.15585746261358,0.899437546730042
2010,0.835588346488759,0.794333608540013,1.19279176099148,0.929295063018799
2011,0.843655292007648,0.801127837274224,1.21357786337936,0.941526174545288
