"representative_group","representative_label","exercise_id","model_class","window_tag","det_tag","m","p","q","q_tag","r","cell_id","slope_hat","lambda","alpha_y","alpha_k","alpha_e","sK_ardl","share_K","logLik","k_total","ICOMP_pen","RICOMP_pen","stability_margin","SI_Y","boundary_p","boundary_q","boundary_r","boundary_tags","source_file"
"ardl_frontier_representatives","ardl_frontier_01","ARDL","ARDL","shaikh_window","",NA,1,1,"",NA,"",NA,NA,NA,NA,NA,0.5,NA,133.693699802538,4,14.8287172606545,14.8287172606545,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_02","ARDL","ARDL","shaikh_window","",NA,1,2,"",NA,"",NA,NA,NA,NA,NA,0.666666666666667,NA,136.653945835356,5,16.738728221628,16.738728221628,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_03","ARDL","ARDL","shaikh_window","",NA,1,3,"",NA,"",NA,NA,NA,NA,NA,0.75,NA,139.709208034401,6,18.054773544088,18.054773544088,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_04","ARDL","ARDL","shaikh_window","",NA,2,3,"",NA,"",NA,NA,NA,NA,NA,0.6,NA,139.709911840396,7,19.4298304610218,19.4298304610218,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_05","ARDL","ARDL","shaikh_window","",NA,3,3,"",NA,"",NA,NA,NA,NA,NA,0.5,NA,140.59490356305,8,20.326305973078,20.326305973078,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_06","ARDL","ARDL","shaikh_window","",NA,2,2,"",NA,"",NA,NA,NA,NA,NA,0.5,NA,136.990025089183,6,17.4352824191512,17.4352824191512,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
"ardl_frontier_representatives","ardl_frontier_07","ARDL","ARDL","shaikh_window","",NA,3,2,"",NA,"",NA,NA,NA,NA,NA,0.4,NA,138.744624130488,7,17.9003393859877,17.9003393859877,NA,NA,"","","","","output/CriticalReplication/Exercise_b_ARDL_grid/csv/ENVELOPE_ARDL_logLik_vs_ICOMP_pen.csv"
