"stage_id","derived_variable_id","asset_family","variable_role","year","value","unit","source_variable_id","source_table","construction_method","price_status","provider_v1_commit","s12d_b_commit","s13_commit","s29b_setup_commit","modeling_authorized","econometrics_authorized"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1913,1059060.89316727,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1914,781618.8123991,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1915,827255.499313968,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1916,1349542.02733969,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1917,2018880.10209109,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1918,2589700.88445485,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1919,2602015.5460033,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1920,2870764.92450198,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1921,2134782.79901774,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1922,2180419.48593261,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1923,3038823.83504562,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1924,2163758.47324941,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1925,2246139.39977877,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1926,1889365.79527979,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1927,1590939.18186412,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1928,1612305.71958189,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1929,1768765.68542665,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1930,1467294.24202991,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1931,989748.757718043,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1932,623868.773501061,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1933,543835.045414787,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1934,637240.124604497,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1935,703933.555703038,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1936,816556.811384773,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1937,924639.763365943,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1938,622350.239389685,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1939,627081.679604102,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1940,731978.08858634,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1941,752127.196012379,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1942,545029.688575011,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1943,437108.518460738,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1944,535584.445393993,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1945,641872.549112937,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","RECOVERED_SFC_BASELINE_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
