"stage_id","derived_variable_id","asset_family","variable_role","year","value","unit","source_variable_id","source_table","construction_method","price_status","provider_v1_commit","s12d_b_commit","s13_commit","s29b_setup_commit","modeling_authorized","econometrics_authorized"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1901,407832.614810652,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1902,459264.436571853,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1903,522286.528025719,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1904,449847.342446562,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1905,554159.769680548,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1906,723667.463935774,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1907,827979.89116976,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1908,461437.612139228,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1909,564301.25566163,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1910,693967.39784832,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1911,630945.306394454,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
"S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","I_ME_REAL_2017","ME","asset_specific_real_investment_flow",1912,903316.644172083,"millions_2017_dollars","I_REAL_GPIM_ME","S12D_B_real_investment_flows.csv","nominal_direct_investment_deflated_by_locked_asset_specific_sfc_price","INITIALIZATION_SEED_PRICE","af67374e28232d02d65765d3836dc2ab3e3da8eb","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","no","no"
