stage_tag,rank,source_file,run_id,det_tag,include,LRinclude,p,r,q_tag,qY,qK,cell_id,status,fit_term_source,covariance_source,logLik,T_eff,T_eff_common,k_gamma,k_pi,k_det,k_sigma,k_total,ICOMP_pen_raw,RICOMP_pen_raw,ICOMP_pen,RICOMP_pen,ICOMP_flag,RICOMP_flag,ICOMP_stabilized,RICOMP_stabilized,AIC,BIC,HQ,AICc,theta_hat,alpha_y,alpha_k,Pi_11,Pi_12,Pi_21,Pi_22,SR_norm_total,share_Y,share_K,stability_margin,unit_root_count,unstable_count,unit_root_mismatch,fail_code,fail_msg,window_tag,window_start,window_end,dBIC,dAIC,dHQ,source_file_branch,run_id_branch,include_branch,LRinclude_branch,window_tag_branch,window_start_branch,window_end_branch,P_MIN,P_MAX,T_window,T_eff_common_branch,feasibility_share,best_cell_id,best_BIC,theta_best,theta_bandwidth_dBIC2,alpha_y_med_dBIC2,alpha_k_med_dBIC2,stability_margin_best
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_none/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_const__LR_none,const,none,1,1,K_only,0,1,p01_K_only_const_none,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,288.023722489409,63,57,2,3,2,3,10,-14.7873636878848,-13.5313669427058,0.414358377987728,0.414358377987728,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-556.047444978819,-535.616932300473,-548.107451554419,-551.264836283167,0.860278640549702,0.107803155680603,0.122960420768635,0.107803155680603,-0.092740752215877,0.122960420768635,-0.105780223620261,0.414083605559473,0,1,0.0818180274857881,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_none/csv/TAB_branch_summary.csv,1,const,none,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_const_none,-535.616932300473,0.860278640549702,0,0.107803155680603,0.122960420768635,0.0818180274857881
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_trend/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_const__LR_trend,const,trend,1,1,K_only,0,1,p01_K_only_const_trend,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,288.043252197922,63,57,2,4,2,3,11,-14.7879836786313,-13.5198935029826,0.423702555123761,0.423702555123761,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-554.086504395844,-531.612940449664,-545.352511629005,-548.219837729178,0.750094854726913,0.115302519599489,0.138806139009561,0.115302519599489,-0.0864878266886256,0.138806139009561,-0.104117770675581,0.411729437564194,0,1,0.0764166190202793,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_const__LR_trend/csv/TAB_branch_summary.csv,1,const,trend,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_const_trend,-531.612940449664,0.750094854726913,0,0.115302519599489,0.138806139009561,0.0764166190202793
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_none__LR_both,none,both,1,1,K_only,0,1,p01_K_only_none_both,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,287.540961582212,63,57,2,5,0,3,10,-14.7730758933177,-13.5577467688578,0.381977671985483,0.381977671985483,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-555.081923164424,-534.651410486079,-547.141929740025,-550.299314468772,0.862934401694622,0.11695687754245,0.0868313350039792,0.11695687754245,-0.100926113146165,0.0868313350039792,-0.0749297461200041,0.43808760179263,0,1,0.0147802084089261,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_both/csv/TAB_branch_summary.csv,1,none,both,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_none_both,-534.651410486079,0.862934401694622,0,0.11695687754245,0.0868313350039792,0.0147802084089261
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_none__LR_const,none,const,1,1,K_only,0,1,p01_K_only_none_const,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,287.543494315027,63,57,2,4,0,3,9,-14.7730886161447,-13.5606514559825,0.38014677670121,0.38014677670121,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-557.086988630054,-538.699527219543,-549.940994548095,-553.257201396012,0.906588235988912,0.111839997556477,0.0827518271154751,0.111839997556477,-0.101392826097731,0.0827518271154751,-0.075021832969478,0.436718113113513,0,1,0.0186687947628522,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_const/csv/TAB_branch_summary.csv,1,none,const,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_none_const,-538.699527219543,0.906588235988912,0,0.111839997556477,0.0827518271154751,0.0186687947628522
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_none__LR_none,none,none,1,1,K_only,0,1,p01_K_only_none_none,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,287.449959768344,63,57,2,3,0,3,8,-14.7705430898506,-13.5398285372079,0.392196964276849,0.392196964276849,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-558.899919536687,-542.555509394011,-552.547924797168,-555.899919536687,0.883360668044536,0.128939270511635,0.0973458685643726,0.128939270511635,-0.113899880136333,0.0973458685643726,-0.0859915114863997,0.423312899123851,0,1,0.0197105670148034,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_none/csv/TAB_branch_summary.csv,1,none,none,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_none_none,-542.555509394011,0.883360668044536,0,0.128939270511635,0.0973458685643726,0.0197105670148034
S3_VECM_S1_r1,1,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/TAB_top_cells_N10.csv,stage4_20260303_183218,SR_none__LR_trend,none,trend,1,1,K_only,0,1,p01_K_only_none_trend,computed,restricted_OLS_gaussian_not_VECM_ML,residual_covariance_crossprodU_over_Teff,287.543493956953,63,57,2,4,0,3,9,-14.7731332144377,-13.5588071410919,0.381334029819804,0.381334029819804,ok,complexity_component_only_requires_robust_fit_term,FALSE,FALSE,-557.086987913906,-538.699526503395,-549.940993831946,-553.257200679863,0.872372047101448,0.115497772589378,0.0856495568714314,0.115497772589378,-0.100757028309454,0.0856495568714314,-0.0747182792612626,0.438072500615655,0,1,0.0155895609035641,1,0,0,NA,NA,shaikh_window,1947,2011,0,0,0,output/CriticalReplication/Exercise_c_VECM_S1_r1/SR_none__LR_trend/csv/TAB_branch_summary.csv,1,none,trend,shaikh_window,1947,2011,1,7,65,57,1,p01_K_only_none_trend,-538.699526503395,0.872372047101448,0,0.115497772589378,0.0856495568714314,0.0155895609035641
