run_id,stage_tag,window_tag,representative_group,representative_label,exercise_id,model_class,det_tag,m,p,q,q_tag,r,cell_id,slope_hat,lambda_hat,alpha_y,alpha_k,alpha_e,sK_ardl,share_K,logLik,k_total,ICOMP_pen,RICOMP_pen,stability_margin,SI_Y,boundary_p,boundary_q,boundary_r,boundary_tags,source_file
stage4_20260303_183218,S1_ARDL_faithful,shaikh_window,faithful_ardl_2_4,faithful_01,ARDL,ARDL,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,137.103737003333,8,20.7144418064677,20.7144418064677,NA,NA,NA,NA,NA,NA,output/CriticalReplication/Exercise_b_ARDL_grid/csv/GEOMETRY_CARDS_ARDL.csv
