"total_specs","admissible","frontier_F020","theta_min_F020","theta_max_F020","theta_mean_F020","sK_min_F020","sK_max_F020","n_cases_in_F020","n_dummies_in_F020"
500,135,28,-1.4115,-0.3793,-0.7221,0.3333,0.6667,2,4
