equation,alpha_r1,se_r1,t_r1,alpha_r2,se_r2,t_r2,diff
y,-0.09124490156010683,0.055910747749661455,-1.6319742667125987,-0.016521691516784696,0.03691905329470201,-0.4475112453426753,0.07472321004332214
k_NR,0.019162388133910736,0.008483008856396983,2.2589140785183197,0.01616822274421597,0.005601510776980187,2.886403934213685,-0.002994165389694766
k_ME,-0.014555747351285907,0.018803631479995548,-0.7740923537440734,-0.019624160496614623,0.01241643692286508,-1.580498545478566,-0.005068413145328715
omega_kME,2.6936561351334016,0.9664720330366123,2.787101998875284,-1.3300541374078991,0.6381819941897262,-2.0841298399473254,-4.023710272541301
