Variable,Pre1973_R2_Est,Pre1973_R2_t,Post1974_R2_Est,Post1974_R2_t
Const,-3.9731261286807324,-2.828992791806145,4.937554332083036,1.6907661374808105
k_NR,1.1450589707258554,14.41983266673704,0.6567444449576856,4.177656857791903
c_t,0.22136612767099198,1.8613533778877362,0.6831949070164954,4.318927910345862
omega_t,-0.5653024113971558,-2.0299655199915603,-1.1295075335388793,-1.7570111560621873
omega_c,-0.1534092560200544,-0.31613502204531735,2.7044571616204807,5.635757462069434
theta1,0.9236928430548634,NA,-0.026450462058809854,NA
theta2,0.22136612767099198,NA,0.6831949070164954,NA
theta3,-0.3068185120401088,NA,5.408914323240961,NA
