year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample,current_account_gdp,k_CL,c_t,omega_mean_est,omega_t_centered,omega_c,q_bop_lag1,regime_idx,alpha_est,A_est,B_est,C_est,phi_est,theta1_est,theta2_est,theta3_est,theta_t,g_k_CL,g_Yp,y_p_un,y_p_anchored,log_mu,mu_CL
1953,15.893263284327064,17.41953656606287,16.510922264158364,13.508124861104909,15.021002287464484,0.4335714681918065,7.1586648072719274,0.4030823877181324,3.720981687106757e-6,3.818574045947572e-6,4.738782393475645,0.3186951914092264,4.023907290866454,-9.27221577569427,0,0,0,0,7986500.879432823,735366.9174923102,36745876.236044526,14811615.532019809,4523781.96742198,1185381.7030039812,3338400.2644179985,0.5664285318081934,TRUE,-0.06116982932235927,17.758208087995182,-0.9086143019045068,0.5646080114850325,-0.131036543293226,0.11906167730835422,-0.03629940908233994,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1504398148413117,0.03464369806554046,0.03985548958793868,15.83495245583614,15.727823207569108,0.1654400767579567,1.179912256433274
1954,15.860338646771549,17.442418302454914,16.54533012978699,13.491193289510791,15.007409629549752,0.4252265162640857,7.035513091528535,0.40775524566127863,6.295629789620509e-6,5.117131729476555e-6,4.634273577403484,0.3460198318890218,3.8803733383403447,-8.89552963213615,0,0,0,0,7727829.923252009,723020.8142910338,37596379.07232537,15330120.784610586,4441751.726706199,1148422.1856643965,3293329.5410418026,0.5747734837359142,TRUE,-0.07140742337636402,17.784414713873893,-0.8970881726679245,0.5646080114850325,-0.13938149522094678,0.1250374908514822,-0.06116982932235927,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,0.9802246598718829,0.02620662587871081,0.02568838093834899,15.860640836774488,15.753511588507456,0.10682705826409311,1.1127417983397347
1955,15.897281785343344,17.467854448776727,16.597193711950386,13.648087999227846,15.019422422805034,0.4184994409605206,6.945916289964704,0.41867482396195865,1.0703748106413e-5,1.0242824064333716e-5,4.798474500574413,0.56802001481853,3.8656596169585775,-8.310179022031912,0,0,0,0,8018659.212204488,845842.1178349766,38564952.23444221,16146174.587856436,4662854.81464398,1329724.6067386563,3333130.2079053237,0.5815005590394793,TRUE,-0.05144834944648199,17.817577662104615,-0.8706607368263413,0.5646080114850325,-0.14610857052451187,0.12721099566951496,-0.07140742337636402,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,0.9506494758752354,0.03316294823072141,0.031526339354012875,15.8921671761285,15.785037927861469,0.11224385748187515,1.118785651634397
1956,15.913928502478369,17.497630561249714,16.660367707365655,13.620965547675503,14.81401606740087,0.5117340439004434,8.525677339758586,0.43289379686889007,1.5852795042458104e-5,1.728329734224864e-5,4.876655265425577,0.6500609983932236,4.161270785976361,-7.67778350387804,0,0,0,0,8153260.792823005,823209.1245422151,39730533.714908265,17199101.591474086,3980959.676336753,1266737.2602866883,2714222.416050065,0.4882659560995566,TRUE,-0.02034066950166853,17.857326594906084,-0.8372628538840594,0.5646080114850325,-0.052873967584589066,0.04426940899604629,-0.05144834944648199,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1430309417905533,0.039748932801469294,0.04543426009523287,15.937601436223733,15.830472187956701,0.08345631452166735,1.087037726492552
1957,16.011616639182336,17.53693662421285,16.751076309408376,13.770204582285862,14.815595504818257,0.5364323677274111,8.985819526638478,0.4557274640017607,2.140439429056974e-5,3.458739307014012e-5,4.616406985096427,0.2902204478887956,4.362767649838128,-7.333933428687843,0,0,0,0,8989939.162489288,955705.0146012476,41323281.8472454,18832154.44047514,4167444.81182978,1448932.064073373,2718512.7477564067,0.4635676322725889,TRUE,-0.06902793777116466,17.91244237514926,-0.7858603148044736,0.5646080114850325,-0.028175643757621383,0.02214212027318304,-0.02034066950166853,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1376277937272279,0.055115780243177426,0.06270124347760067,16.000302679701335,15.893173431434303,0.11844320774803307,1.1257429388098572
1958,16.06507652300002,17.573787035014526,16.832302962668233,13.700280270116812,15.155891774199972,0.4467800326865331,7.520336867850541,0.47640636910787254,2.6675715573672908e-5,3.2966433907003985e-5,4.49816521203714,0.14004460860183834,4.307576410363035,-7.120948499443179,0,0,0,0,9483618.720824605,891160.8967501206,42874467.13412425,20425669.214802947,5246527.238747969,1426027.5744544754,3820499.664293494,0.5532199673134668,TRUE,-0.07736275063721045,17.963398041123572,-0.7414840723462923,0.5646080114850325,-0.11782797879849938,0.0873675695558439,-0.06902793777116466,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.0287248622780831,0.05095566597431045,0.05241936046171052,16.052722040163044,15.945592791896011,0.11948373110400823,1.1269149102566043
1959,16.006793843735952,17.599289718273212,16.869997780931136,13.715057114775236,14.760201552354872,0.5750776192763191,9.701558161054663,0.482250332682313,3.987382156705669e-5,5.300252814465752e-5,4.620515508273974,0.30138885515115144,4.290648324252956,-6.853267093698067,0,0,0,0,8946686.907058401,904427.2186796456,43981942.86743155,21210306.579833347,3801647.500136641,1229629.012495033,2572018.487641608,0.4249223807236809,TRUE,-0.04997804687402793,17.992851146322657,-0.7292919373420759,0.5646080114850325,0.010469607791286584,-0.007635400549319085,-0.07736275063721045,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.5450813888371275,0.029453105199085172,0.04550744468656854,16.09822948484961,15.991100236582579,0.015693607153373534,1.0158173985361048
1960,16.0864941939034,17.63787753299417,16.923918301686196,14.012594241252884,14.600524599742908,0.6093126657451776,10.311957775254015,0.48970151266893247,4.401932451362948e-5,4.9624104388425046e-5,4.684710925738224,0.3435029601665587,4.233116953306938,-6.858013187087323,0,0,0,0,9688926.504720556,1217845.9497959046,45712280.19445891,22385372.75877261,3785340.867920168,1592903.141677872,2192437.7262422955,0.3906873342548224,TRUE,-0.03402960217544207,18.036453305815563,-0.7139592313079746,0.5646080114850325,0.04470465426014514,-0.03191730059146199,-0.04997804687402793,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1291712509610086,0.04360215949290591,0.04923430497920599,16.147463789828816,16.040334541561784,0.04615965234161479,1.0472415921835734
1961,16.133210487830446,17.672201487705973,16.992117592626443,14.185831246909432,14.430482916803811,0.6588962612543945,11.196042752576584,0.5065744914755551,4.732380521103672e-5,4.878328176195871e-5,4.678882477086767,0.28243077882154216,4.137958319488265,-6.858013187087323,0,0,0,0,10152296.43718576,1448198.9616012543,47308544.77144826,23965302.010044936,3462986.271577753,1613380.797967699,1849605.4736100545,0.3411037387456055,TRUE,-0.05192835906198167,18.08204001278635,-0.6800838950795303,0.5646080114850325,0.09428824976936201,-0.06412392016337934,-0.03402960217544207,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.124789497514473,0.045586706970787816,0.05127544922701195,16.19873923905583,16.091609990788797,0.041600497041649476,1.0424779225345155
1962,16.17950836250323,17.712531382949667,17.047707583326627,14.060226092913329,14.73331096299701,0.5941905193772513,10.129586223128356,0.5143641508797592,5.344285620094384e-5,5.108260863918927e-5,4.635233712417754,0.3022379421788869,4.091722646076954,-6.774974167748319,0,0,0,0,10633376.753748316,1277257.926280826,49255489.58126069,25335258.074631978,4315125.097704614,1811348.0644826824,2503777.033221931,0.4058094806227487,TRUE,-0.03259299118084833,18.127527031421703,-0.66482379962304,0.5646080114850325,0.029582507892218834,-0.019667155299283492,-0.05192835906198167,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.123705041561219,0.04548701863535243,0.051113992166134645,16.249853231221962,16.14272398295493,0.03678437954830116,1.0374692971208506
1963,16.240849479811228,17.769981409740094,17.08589116125977,13.999272190041918,14.887823582966028,0.5576814422070525,9.52848442420408,0.5045490350951006,7.719854128924752e-5,8.754442098996797e-5,4.615031005100234,0.30461042253251747,4.271503578840049,-6.279413321788307,0,0,0,0,11306060.64095473,1201729.335228026,52168081.99172329,26321355.43168608,5000880.437026704,2078749.7865966992,2922130.6504300046,0.4423185577929475,TRUE,-0.05205923332278784,18.17847461858348,-0.6840902484803237,0.5646080114850325,-0.006926569277979966,0.0047383984984894914,-0.03259299118084833,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.126331154379338,0.05094758716177594,0.05738385466076504,16.30723708588273,16.200107837615697,0.040741642195531114,1.0415829696910808
1964,16.262856465148943,17.819717460668997,17.127291335267294,14.049456527122429,14.389553173636562,0.6767742739731578,11.59131015855228,0.5003606575905039,1.148859747163e-4,1.074166609744e-4,4.634262367028122,0.3453914902830632,4.1437843144253765,-6.044127199691288,0,0,0,0,11557630.950735234,1263576.2182765342,54828322.95627069,27433935.72898412,3735723.655201698,1960293.711016905,1775429.9441847932,0.3232257260268422,TRUE,-0.03371876106084535,18.225422978270153,-0.6924261254017026,0.5646080114850325,0.11216626248812533,-0.07766685053544296,-0.05205923332278784,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1260258808315218,0.04694835968667377,0.05286506806978194,16.36010215395251,16.25297290568548,0.009883559463464309,1.0099325631478504
1965,16.27090691739565,17.86157852486959,17.15317090009882,14.065078777223803,14.680325063660332,0.6381088691725728,10.945590485785942,0.49242770315456846,1.60164116709e-4,1.470544162381e-4,4.75223212661372,0.414535418438947,4.074337222203612,-5.76757460774398,0,0,0,0,11651050.637611322,1283471.1189187055,57172211.4715261,28153180.77919087,4216411.890572778,1841846.313839204,2374565.5767335743,0.3618911308274272,TRUE,-0.01599406955166342,18.261982649883507,-0.7084076247707678,0.5646080114850325,0.07350085768754033,-0.05206856801304468,-0.03371876106084535,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1282497932299498,0.03655967161335383,0.04124844193832132,16.401350595890833,16.2942213476238,-0.02331443022815094,0.9769552512116744
1966,16.376627828568118,17.895819861905366,17.192873954565947,14.315825484132306,15.171673148760425,0.553495656761064,9.516181061092672,0.4951245621614712,2.06373023864e-4,1.635440584065e-4,4.958620709490312,0.400700208810758,4.019235591197311,-5.532690399813795,0,0,0,0,12950278.200823154,1649240.5779394894,59163766.60628809,29293434.036761858,5782355.462820051,1901084.7986155064,3881270.664204545,0.4465043432389359,TRUE,-0.0236592786716711,18.298029384448718,-0.7029459073394193,0.5646080114850325,-0.011112354723968432,0.007811384274117472,-0.01599406955166342,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1285161322733133,0.036046734565211125,0.04067932147261481,16.44202991736345,16.334900669096417,0.04172715947170147,1.0426099736842425
1967,16.408577693072512,17.931489643808593,17.232103856394982,14.230576387264993,15.119722829923989,0.5791916250038267,9.980690234820118,0.4968904064245619,2.602733055074e-4,2.247851702417e-4,4.909633520396589,0.4546472684339265,4.00673611915869,-5.292119943640085,0,0,0,0,13370718.576514369,1514470.433940269,61312214.80671827,30465451.334100284,5626510.356714159,1941725.0152784176,3684785.3414357416,0.4208083749961733,TRUE,-0.01819828986636918,18.334879537764962,-0.6993857874136111,0.5646080114850325,0.014583613518794225,-0.010199572024177683,-0.0236592786716711,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.127845774257781,0.036850153316244416,0.04156128969847762,16.483591207061927,16.376461958794895,0.03211573427761749,1.0326370098879771
1968,16.44375368102013,17.966201546572137,17.279615073757,14.319497386984532,15.263261804875752,0.5394079097121091,9.320761047565115,0.5032911381652301,3.491899057509e-4,2.890967484537e-4,4.977514290634714,0.5074988937993367,4.073434956255977,-4.992807655021701,0,0,0,0,13849416.79463108,1655307.560991126,63477847.61693475,31947838.175406124,6378931.830707351,2125393.2364949626,4253538.594212389,0.4605920902878909,TRUE,-0.00930692632255566,18.373858343285395,-0.6865864728151365,0.5646080114850325,-0.025200101772923422,0.017302048990853962,-0.01819828986636918,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1268109367157833,0.03897880552043276,0.04392174436054118,16.52751295142247,16.420383703155437,0.02336997786469297,1.023645195559383
1969,16.480286233867023,18.001907984437977,17.320874946828166,14.474381624157518,15.413301590663314,0.5005314522990513,8.669642692226155,0.5060939081880377,4.897710066818e-4,3.962160521246e-4,5.143349786313743,0.6101322981139957,4.134470315558178,-4.713395913559192,0,0,0,0,14364726.830165416,1932609.3144010664,65785366.92711689,33293573.449728668,7174729.247983572,2232625.834896188,4942103.413087384,0.4994685477009487,TRUE,0.00698858547716559,18.411427467906176,-0.6810330376098115,0.5646080114850325,-0.06407655918598121,0.043638253742013654,-0.00930692632255566,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.126590216671796,0.03756912462078077,0.04232500824669511,16.569837959669165,16.462708711402133,0.017577522464890194,1.0177329162569577
1970,16.500640555722857,18.042990399155215,17.363069527596902,14.44824333081075,15.387730523976431,0.5092767661923354,8.84260790018723,0.5066570817648125,6.904158550181e-4,5.57468097252e-4,5.158646451689217,0.776426514621403,4.123442333725617,-4.460918338340081,0,0,0,0,14660107.037449896,1882748.6799049373,68544271.87110683,34728440.75790891,7194055.133383915,2376724.491036919,4817330.642346996,0.4907232338076646,TRUE,-0.01525838682193229,18.45288374265049,-0.6799208715583127,0.5646080114850325,-0.05533124529269706,0.03762086852381737,0.00698858547716559,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.126369483222197,0.04145627474431279,0.04669508276006902,16.616533042429236,16.509403794162203,-0.008763238439346566,0.9912750468187227
1971,16.586407474257214,18.0774113971458,17.39264637340163,14.41916239447728,15.356557866993484,0.5623170054214746,9.780180825045871,0.5042086927270404,8.198647497503e-4,5.699207933748e-4,4.844553346434339,0.6355288971650169,3.978733146971688,-4.389319832168024,0,0,0,0,15972953.989602089,1828785.044966112,70944709.8513107,35770939.410028554,6991090.334434046,2321612.236851861,4669478.097582186,0.4376829945785254,TRUE,-0.03637932990367419,18.48567837150951,-0.6847650237441698,0.5646080114850325,-0.002291006063557921,0.0015688008215102769,-0.01525838682193229,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1263591819168202,0.03279462885902262,0.036938531332914464,16.65347157376215,16.546342325495118,0.040065148762096214,1.0408785839347396
1972,16.57420161976761,18.10080788769807,17.400275916107695,14.491618843527757,14.924372804954976,0.6903477385078481,12.012241128097523,0.4963212047704117,0.0015369339468903,0.0011209938112881,4.789120270437165,0.579747456080505,3.205699162813512,-3.9381103401914648,0,0,0,0,15779175.459507676,1966210.8920168497,72624136.82517461,36044899.08448189,4886057.365518016,1855149.358260492,3030908.007257524,0.3096522614921518,TRUE,-0.04402419903293145,18.50381745327479,-0.700531971590376,0.5646080114850325,0.12573972702281566,-0.08808469887852872,-0.03637932990367419,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1268117063620666,0.01813908176528045,0.02043932967577671,16.67391090343793,16.566781655170896,0.007419964596714124,1.007447560745948
1973,16.516943008225347,18.119773860967516,17.412781128689378,14.602648997590787,15.432156037474464,0.5450286722310115,9.490464978418784,0.49312492854809487,0.0079832056843479,0.0067882792106438,5.037776640505202,0.6015792264217205,3.112739731135745,-2.2000435469000177,1,0,1,0,14901061.473721752,2197100.2870430625,74014668.97885111,36498478.35170685,6779555.7238665065,1743387.7033433928,5036168.020523114,0.4549713277689885,TRUE,-0.0346590008935717,18.52064505221152,-0.7069927322781382,0.5646080114850325,-0.019579339254021,0.01384245055540091,-0.04402419903293145,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1290583443175168,0.016827598936728805,0.01899934099434223,16.69291024443227,16.585780996165237,-0.06883798793989016,0.9334779025059947
1974,16.526640932623458,18.149123910370403,17.42368787958316,14.610875265867808,15.766315831000307,0.3944709808320595,6.873139247570836,0.4841134345661719,0.0635858589369123,0.0655483787649232,5.01961965366505,0.6909245893416625,3.755061025190367,-0.1840230034337122,0,0,1,0,15046273.832487073,2215248.768228875,76219196.413759,36898736.95573852,9110955.435918149,2076605.5632018973,7034349.87271625,0.6055290191679406,TRUE,-0.00610512475770831,18.543941490581236,-0.7254360307872432,0.5646080114850325,-0.17013703065297298,0.12342353220682024,-0.0346590008935717,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1326407363956572,0.023296438369715844,0.026386495110470996,16.71929673954274,16.61216749127571,-0.08552655865225134,0.9180287611237613
1975,16.388409597099926,18.162149670903755,17.43360064079446,14.232917401769344,15.428357092310762,0.4927199418713367,8.589882694340345,0.48260873305510393,0.2821306649032177,0.5431646761289649,4.43141679478368,0.41676761259559536,4.129560327441205,1.5913757696156918,0,1,1,0,13103757.735814266,1518019.9843459616,77218503.65332201,37266324.21654065,6647274.985927782,1630202.7965762084,5017072.189351574,0.5072800581286633,TRUE,-0.0585256394476797,18.55595286449186,-0.7285490301092956,0.5646080114850325,-0.07188806961369576,0.05237398339348757,-0.00610512475770831,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1319773146855698,0.012011373910624457,0.013596602785032984,16.732893342327774,16.62576409406074,-0.23735449696081545,0.7887116425735562
1976,16.422987171700672,18.171384657470455,17.433166642600654,14.262032179649657,15.535673108752777,0.485581282901028,8.465219423341432,0.4779648834047762,0.9921316100397533,1.4668541433587767,4.522531676904537,0.4525524939864302,4.056386135602078,2.5691073676102003,0,0,0,0,13564778.453149129,1562866.4789979763,77934918.44614384,37250154.20827188,6977975.929600753,1392539.6220360966,5585436.307564656,0.514418717098972,TRUE,0.01444080484038815,18.562050720177517,-0.7382180148698012,0.5646080114850325,-0.0790267285840045,0.05833895469693838,-0.0585256394476797,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1330980140489555,0.006097855685656128,0.0069094681673740905,16.73980281049515,16.632673562228117,-0.20968639052744464,0.8108384927330403
1977,16.517011773888736,18.182956191473732,17.454186637973155,14.469313620632851,15.559812166975236,0.5044183129122691,8.80421137718229,0.4825023182745342,2.025352699436308,2.674134587327751,4.402350363800004,0.3517804226676506,4.005881439446321,3.0697182144526782,0,0,0,0,14902086.19033145,1922839.6209153216,78841982.94751085,38041439.54953528,7385201.015331235,1663297.0618253667,5721903.953505868,0.4955816870877308,TRUE,-0.03546193177543928,18.57668760712248,-0.7287695535005767,0.5646080114850325,-0.06018969857276335,0.043864419754207046,0.01444080484038815,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1318822906465298,0.014636886944963123,0.016567233123199146,16.756370043618347,16.649240795351314,-0.1322290214625781,0.8761403171636151
1978,16.5959837015192,18.20282962904938,17.491038779758487,14.734908715214932,15.760327472460292,0.4455660672071336,7.7934133604644495,0.4907645247143309,3.179477943807354,4.096523179710406,4.54031155794354,0.26209912745117214,4.150175599962629,3.4549224391379183,0,0,0,0,16126649.363426292,2507780.64606889,80424517.28738278,39469500.0019219,8941161.629336014,1948810.0897087173,6992351.539627297,0.5544339327928663,TRUE,-0.06215517224765709,18.602118721249106,-0.7117908492908924,0.5646080114850325,-0.11904194427789888,0.08473296661880474,-0.03546193177543928,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1306235821324058,0.025431114126625687,0.028753017351463562,16.78512306096981,16.677993812702777,-0.08201011118357826,0.9212626435935423
1979,16.67554930097866,18.22339665023136,17.53880045383097,14.88269612441155,15.858744980917612,0.4299995843258176,7.541676904720777,0.5042938241273963,4.664107218465608,5.721234552993572,4.54551625655278,0.4808797841073407,4.102508384484672,3.6175400817458616,0,0,0,0,17462203.461874485,2907185.893682064,82095737.13456845,41400373.22414902,9953463.231855605,2237939.0790297715,7715524.152825831,0.5700004156741824,FALSE,-0.05093948852102387,18.63172021846521,-0.6845961964003919,0.5646080114850325,-0.1346084271592149,0.09215241723663774,-0.06215517224765709,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,0.947592712500951,0.029601497216106054,0.028050163041099287,16.81317322401091,16.706043975743878,-0.030494674765218832,0.9699655973479929
1980,16.752000091985146,18.251671698961516,17.604331606832698,14.995786719008434,15.798840547506137,0.4640163206762214,8.168697180166621,0.5234362188358552,6.033529968729551,6.824264906264535,4.577490561185294,0.4434962395347264,4.008402375911623,3.6635616461296463,0,0,0,0,18849559.29454296,3255273.058376353,84450126.48452757,44204254.88727083,10103056.144320866,2836154.6993797463,7266901.44494112,0.5359836793237787,FALSE,-0.06009446533683462,18.672640152636006,-0.6473400921288182,0.5646080114850325,-0.10059169080881109,0.06511703439556936,-0.05093948852102387,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1230740511324675,0.04091993417079465,0.04595611624126823,16.859129340252178,16.752000091985146,0,1
1981,16.8122688938105,18.29474387714653,17.682954505641963,15.144199753630469,15.576597652971644,0.5415162292349118,9.57560684562773,0.5423794818578844,6.744784565466146,7.080086556150887,4.40729198993932,0.17099500843398718,4.0049149026365995,3.6635616461296463,0,0,0,0,20020531.77748469,3776090.426400716,88167050.77017237,47819999.313663885,9179088.902063452,3360329.400245666,5818759.501817785,0.4584837707650881,FALSE,-0.11885290196168335,18.728070219194827,-0.6117893715045675,0.5646080114850325,-0.02309178225012065,0.01412730694972164,-0.06009446533683462,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1179209123423937,0.0554300665588201,0.061966430578635774,16.921095770830814,16.81396652256378,-0.0016976287532806111,0.9983038114033457
1982,16.66622576458749,18.315654048934828,17.69800494058507,14.694184258573497,15.388015901142332,0.6064176749716583,10.73238300770652,0.539210574373371,7.618251199792747,8.300610826377724,4.357924851327437,0.00536800271915396,4.102996422408906,3.930026629867721,0,0,0,1,17300150.599222537,2407704.251138973,90030048.87281406,48545154.36357273,6809033.496182465,1990327.901488888,4818705.594693577,0.3935823250283417,FALSE,-0.07433167339888827,18.746923719885604,-0.6176491083497595,0.5646080114850325,0.04180966348662585,-0.02582370137291795,-0.11885290196168335,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.7270723537964328,0.018853500690777736,0.032561359815324174,16.95365713064614,16.846527882379107,-0.18030211779161576,0.8350178995354706
1983,16.63780534237784,18.33590858186021,17.689615722121665,14.541341256678688,15.532016241273796,0.5702478847140596,10.087465946944452,0.5239846653238024,9.880710165700457,12.72471849990542,4.441340329200761,0.04307900111910704,4.344229385924263,4.366764931757221,0,0,0,0,16815394.135125805,2066446.98202868,91872158.01605144,48139601.9706162,7226451.198937111,1661402.7911176605,5565048.40781945,0.4297521152859404,FALSE,-0.04038280571093368,18.75723697695055,-0.6462928597385442,0.5646080114850325,0.005639873229027148,-0.003645009797750813,-0.07433167339888827,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.5534555887594728,0.010313257064947123,0.016021186825855224,16.969678317471995,16.862549069204963,-0.22474372682712485,0.7987208832682422
1984,16.69499388609253,18.370415067354845,17.68685331819231,14.681137577080897,15.5479128216414,0.5647610479727213,9.988845815322092,0.5048157593915361,11.374280551217796,16.421014572714004,4.392895670596997,-0.11582081630056708,4.383625054925655,4.589828095688821,0,0,0,0,17805071.42309382,2376495.7271630587,95097673.86715928,48006804.449618645,7749460.626958203,2095240.091747332,5654220.53521087,0.4352389520272787,FALSE,-0.08676700176309361,18.779085539052918,-0.6835617491625356,0.5646080114850325,1.5303648768882905e-4,-1.0460988921026683e-4,-0.04038280571093368,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1261951718396885,0.021848562102366742,0.02460574515132502,16.994284062623322,16.88715481435629,-0.1921609282637604,0.8251740639765531
1985,16.71448548695257,18.405139275243567,17.690905879840734,14.564908734608576,15.7705543941699,0.4814043627812959,8.51647927210861,0.48956727249971904,15.222606802945544,25.668365537161808,4.318497005919471,-0.10895059531137606,4.634846483521249,5.080534421475923,0,0,0,0,18155525.125029195,2115726.339861316,98457867.6698722,48201749.7312776,9415376.121254709,2351147.43535949,7064228.6858952185,0.5185956372187042,FALSE,-0.06310362591151457,18.80362493187942,-0.7142333954028324,0.5646080114850325,-0.08320364870373659,0.059426824523574256,-0.08676700176309361,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.165956101357405,0.024539392826500972,0.028611854789664944,17.02289591741299,16.915766669145956,-0.2012811821933873,0.8176824814728054
1986,16.768937942973665,18.43820238827759,17.691177858632898,14.70792337900471,15.84477790021075,0.4775327906453508,8.448117532636209,0.47377415852166016,18.212421633550672,30.552894742749707,4.424269450167714,-0.0934345480548926,4.62724909606152,5.262327428814881,0,0,0,0,19171549.534458723,2441012.277356758,101767604.88237572,48214861.36791235,10016505.984273072,2407996.101826103,7608509.882446969,0.5224672093546492,FALSE,-0.04653843847116068,18.82602895356342,-0.7470245296446905,0.5646080114850325,-0.08707522083968167,0.06504732589147075,-0.06310362591151457,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.1517878494363054,0.02240402168400024,0.02580467995413899,17.048700597367127,16.941571349100094,-0.17263340612642963,0.8414460272686535
