Regime,Threshold,Const_Est,Const_SE,kCL_Est,kCL_SE,c_Est,c_SE,omega_c_Est,omega_c_SE,omega_Est,omega_SE,theta1,theta2,theta3
Regime 1: Constrained,-0.06116982932235927,-11.03431548097729,4.580969023908196,1.513793865770041,0.2649865333476136,0.3105406750650733,0.28166818893293094,4.190111546131496,3.2835778973505585,2.392849207889218,2.4014074201154183,1.2032531907049675,1.8243345408351144,8.380223092262993
Regime 2: Unconstrained,-0.06116982932235927,-4.354628329303741,1.0153063948192411,1.1272916576736338,0.056299398591633465,-0.11367431859622405,0.07810445768303141,-0.01054620649600645,0.3989049030380077,-0.20466316514216137,0.24296858937689325,1.240965976269858,1.0136173390774097,-0.0210924129920129
