year,mu_hat_A,mu0_hat_A,theta_A,mu_hat_B,theta_B
1940,-3.1305864207112943,-1.481317777470983,2.885989378561386,-0.1986351046709265,0.4502065403132467
1941,-3.5093671292225253,-1.8600984859822143,2.870847453922171,-0.09700603816561637,0.4657869770338292
1942,-3.329324060271248,-1.6800554170309367,2.954737912519886,-0.46302573343351616,0.3794670399858474
1943,-3.82068894791147,-2.171420304671159,2.893520585951852,-0.099711318643672,0.4424572281899488
1944,-4.308488263517979,-2.6592196202776677,2.855038291722171,0.14855418285501676,0.48205397460061217
1945,-4.403195772935995,-2.7539271296956844,2.8911838871904285,0.07316690738843601,0.4448615980474726
1946,-4.156454553778173,-2.5071859105378618,2.9471944320402894,-0.13414961159071392,0.3872289806285134
1947,-5.1734516026823885,-3.524182959442077,2.75778937598578,0.6892620665202425,0.582119231420872
1948,-4.209049507244344,-2.5597808640040323,2.9079404959779147,0.05129856821401635,0.42761971571840307
1949,-4.104822579778081,-2.45555393653777,2.9153266725245013,-0.044998430707692716,0.4200196345508408
1950,-3.716466019525762,-2.067197376285451,2.960773354815875,-0.2537411228600628,0.3732568105061783
1951,-3.216866232422304,-1.5675975891819927,3.0250610949114205,-0.565079733229569,0.30710728920465047
1952,-3.9219292388147444,-2.272660595574433,2.8341539024963165,0.3807591820177856,0.5035431784194407
1953,-2.172741294719396,-0.5234726514790848,3.185576954429031,-1.2525189122876368,0.14194286978949422
1954,-2.140665481402456,-0.49139683816214497,3.1999533420725768,-1.3632401600611113,0.1271501401142503
1955,-1.9694306169784899,-0.3201619737381787,3.211542509165333,-1.398418322367423,0.11522534925475081
1956,-2.5643984571192817,-0.9151298138789707,3.050921237135732,-0.6635674850807343,0.28049823394177664
1957,-2.45870022248618,-0.8094315792458691,3.0083718395409056,-0.42102188283744235,0.32427986755314653
1958,-1.5839677209963965,0.0653009222439147,3.1628217073005045,-1.0963660489880436,0.1653571117960243
1959,-2.5953100970343037,-0.9460414537939927,2.941795168798936,-0.19561584459374348,0.39278460722645603
1960,-2.7860351683005105,-1.136766525060199,2.882816243180903,0.1122568828755739,0.4534715701016938
1961,-2.990477679404818,-1.3412090361645066,2.7973953808469534,0.478521498934688,0.5413662315745742
1962,-2.5101219956702137,-0.8608533524299027,2.9088681413908333,0.019593719639117158,0.42666520557524146
1963,-2.474121413557125,-0.8248527703168138,2.9717646865660496,-0.18971577909180892,0.3619471683775277
1964,-3.4711565864302276,-1.8218879431899166,2.7665957736871576,0.66704640498418,0.5730577993115581
1965,-3.410812114419122,-1.7615434711788107,2.833207163737386,0.393765946521218,0.5045173348543652
1966,-2.7943210539272325,-1.1450524106869215,2.9789758094922756,-0.11425739033363991,0.35452721040564417
1967,-3.020556007620505,-1.3712873643801942,2.9347077054296213,0.08017350579843097,0.40007732444478594
1968,-2.747485202613581,-1.0982165593732698,3.003245681188865,-0.18084825337714827,0.329554480109123
1969,-2.5304481483625647,-0.8811795051222537,3.070220665205407,-0.42310558624794314,0.2606398919576771
1970,-2.6867122308231393,-1.0374435875828278,3.055154548146459,-0.3557035840144458,0.27614232570073627
1971,-3.076004916007439,-1.426736272767128,2.9637787024293027,0.07584953585353293,0.3701644276400601
1972,-4.07405550623824,-2.4247868629979292,2.7432118896927626,0.9151473545261797,0.5971188835882921
1973,-3.290657373636897,-1.641388730396586,2.993562430581318,-0.10614191509613669,0.3395181588973333
1974,-2.5147053295731476,-0.8654366863328362,3.2529378893036807,-1.0834608968255317,0.07263115359354422
1975,-3.3397030202642917,-1.6904343770239807,3.08367805872464,-0.5762535395338477,0.24679277059455962
1976,-3.344743957855149,-1.6954753146148378,3.095976287582175,-0.584449362810425,0.2341383834505496
1977,-3.3507601684277617,-1.7014915251874507,3.0635245193946172,-0.37628313574628836,0.26752995901075216
1978,-2.8638455701156387,-1.2145769268753273,3.1649130840356725,-0.6944294203724257,0.1632051685221293
1979,-2.5984738078607883,-0.9492051646204769,3.1917304694546367,-0.732998811787446,0.1356111481788016
1980,-2.6122481252388274,-0.9629794819985165,3.133127640777197,-0.4674539153972561,0.19591112229776575
1981,-2.952257440487604,-1.302988797247293,2.999613542981384,0.03770758717022771,0.33329180550536164
1982,-3.5782518657889115,-1.9289832225486,2.8878036307590564,0.2845425931187693,0.4483397471390309
1983,-3.615343805999327,-1.966075162759016,2.950115664457134,0.05028879281766807,0.38422314894586895
1984,-3.8433157490089096,-2.1940471057685986,2.959568192478092,0.08998836180691461,0.3744968744999738
1985,-3.6123380418859643,-1.9630693986456533,3.103172137638293,-0.38866140907379254,0.22673414065305264
1986,-3.8288396307750414,-2.17957098753473,3.1098419450018806,-0.34442519692120577,0.21987117481199203
1987,-3.8063054401938574,-2.157036796953546,3.1631562645076388,-0.46695823414019877,0.16501286576922358
1988,-3.706406313816668,-2.0571376705763567,3.2164795062806673,-0.5862207554927306,0.11014537606917907
1989,-3.6719572900293374,-2.0226886467890264,3.215428118839979,-0.4966964293646514,0.11122721182511919
1990,-3.9980575299222583,-2.348788886681947,3.1302869427373228,-0.18671478338600833,0.1988340873175436
1991,-3.8450271786363732,-2.1957585353960622,3.1845233822929666,-0.30286707046787287,0.14302695350986983
1992,-3.592422385408044,-1.9431537421677332,3.2175649463880336,-0.32052248471375044,0.10902850147696208
1993,-3.3989282395583222,-1.7496595963180108,3.232898866046021,-0.331083578372418,0.09325050953721692
1994,-3.2761551699888862,-1.6268865267485748,3.231994135890223,-0.3009098028159434,0.09418144079446988
1995,-2.522498122814799,-0.8732294795744875,3.2663822945788574,-0.36233837977053795,0.05879739661569894
1996,-2.0417766434952185,-0.3925080002549075,3.2391263392567993,-0.27347278200091685,0.08684268790281435
1997,-1.5017037913761502,0.14756485186416102,3.248137478286652,-0.2917108915705926,0.07757058512986958
1998,-1.2582888356720259,0.3909798075682853,3.234633770113385,-0.2714183402431667,0.09146536242534697
1999,-1.2421031387176027,0.4071655045227085,3.2001661380354776,-0.22710412728645046,0.12693118155294658
2000,-1.0710817612537327,0.5781868819865785,3.1983363986089763,-0.21325442769455982,0.12881391046812873
2001,-0.9555443659178746,0.6937242773224366,3.2117920218965303,-0.23588125903406576,0.11496861060282737
2002,-0.9244068504364626,0.7248617928038485,3.197072014648679,-0.2099133744406314,0.13011491115022933
2003,-0.8779186808382167,0.7713499624020945,3.1986980995797314,-0.1982094711193858,0.12844173459082797
2004,-0.6927372644748941,0.956531378765417,3.240271066019422,-0.2441756821772112,0.08566480970619406
2005,-0.4988382746307236,1.1504303686095876,3.26279896049079,-0.26438844671843253,0.06248450451895993
2006,-0.34291544836419274,1.3063531948761185,3.303407611632803,-0.31075645084049874,0.020699821626816384
2007,-0.2546753506975865,1.3945932925427247,3.319355195599893,-0.31160498781362644,0.00429039358079919
2008,-0.2662737631771883,1.3829948800631229,3.2833741782340153,-0.25592672916154213,0.04131342582858655
2009,-0.3913497299507189,1.2579189132895923,3.257436034738363,-0.25997831931736604,0.06800274128963246
2010,-0.3425767301082554,1.3066919131320558,3.2865239169504603,-0.257680658880592,0.038072470274571835
2011,-0.36341826418912215,1.285850379051189,3.2885322316213963,-0.22031692659974678,0.03600599455295206
2012,-0.3951750489205361,1.254093594319775,3.324289077736955,-0.20644870388987657,-7.863744163296715e-4
2013,-0.48123276014344296,1.1680358830968682,3.3510858918094453,-0.20128623248083677,-0.028359227664349174
2014,-0.6170538637571703,1.0322147794831409,3.346371606743908,-0.18530088782698856,-0.023508416298126056
2015,-0.7436980120511331,0.9055706311891781,3.35568230557411,-0.17098284922282192,-0.03308875416169421
2016,-0.8610389251361228,0.7882297181041884,3.3651082727144326,-0.15858868045997493,-0.04278769852044095
2017,-0.9714541196897084,0.6778145235506028,3.364291513930593,-0.14550543302150415,-0.041947286297371544
2018,-1.0508165112732493,0.5984521319670618,3.3847345613804722,-0.11281440669254506,-0.06298236702573634
2019,-1.1644892742993873,0.484779368940924,3.4072236579872577,-0.11052375586897312,-0.08612275075724884
2020,-1.3508444180210932,0.29842422521921796,3.3488136534921438,-0.16063654144389572,-0.026021185033684002
2021,-1.3658048848508768,0.2834637583894343,3.2988070456521457,-0.04761409025787136,0.025433620588862782
2022,-1.4614608850254025,0.1878077582149088,3.338278768891569,-0.03359446665808147,-0.015181208822680814
2023,-1.5645205803557354,0.08474806288457593,3.3692537175392316,-0.02894025868336491,-0.047053195959529726
2024,-1.6492686432403112,0,3.3144573683418814,0,0.009330062544951945
