year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample,current_account_gdp,k_CL,c_t,s_t,omega_mean_est,omega_t_centered,i_NR,i_ME,g_k_ME,g_k_NR,g_K_consistent,w_g,mu_spec3,mu_spec4,theta_NRC_spec3,theta_ME_spec3,theta_overall_spec3,theta_NRC_spec4,theta_ME_spec4,theta_overall_spec4
1955,15.897281785343344,17.467854448776727,16.597193711950386,13.648087999227846,15.019422422805034,0.4184994409605206,6.945916289964704,0.41867482396195865,1.0703748106413e-5,1.0242824064333716e-5,4.798474500574413,0.56802001481853,3.8656596169585775,-8.310179022031912,0,0,0,0,8018659.212204488,845842.1178349766,38564952.23444221,16146174.587856436,4662854.81464398,1329724.6067386563,3333130.2079053237,0.5815005590394793,TRUE,-0.05144834944648199,17.817577662104615,-0.8706607368263413,0.29511683501418495,0.5646080114850325,-0.14610857052451187,-0.7838172501847893,-1.0071378948823124,0.051863582163395705,0.02543614632181246,0.03323532754492094,0.46052852043874404,0.001791981389035643,0.0015323854440820557,0.873172523915404,0.21785834999575138,0.5713816569776486,0.8673894837877609,0.23406117697163276,0.5757237356977545
1956,15.913928502478369,17.497630561249714,16.660367707365655,13.620965547675503,14.81401606740087,0.5117340439004434,8.525677339758586,0.43289379686889007,1.5852795042458104e-5,1.728329734224864e-5,4.876655265425577,0.6500609983932236,4.161270785976361,-7.67778350387804,0,0,0,0,8153260.792823005,823209.1245422151,39730533.714908265,17199101.591474086,3980959.676336753,1266737.2602866883,2714222.416050065,0.4882659560995566,TRUE,-0.02034066950166853,17.857326594906084,-0.8372628538840594,0.3021115715727396,0.5646080114850325,-0.052873967584589066,-0.7540411377118019,-0.9439638994670432,0.06317399541526925,0.029776112472987393,0.03986599937588255,0.47874367471600654,0.0017777409716252135,0.0015170010155672383,0.8738986014434115,0.21713227246774386,0.5594758756798587,0.8694689714421561,0.23198168931723762,0.564275967412953
1957,16.011616639182336,17.53693662421285,16.751076309408376,13.770204582285862,14.815595504818257,0.5364323677274111,8.985819526638478,0.4557274640017607,2.140439429056974e-5,3.458739307014012e-5,4.616406985096427,0.2902204478887956,4.362767649838128,-7.333933428687843,0,0,0,0,8989939.162489288,955705.0146012476,41323281.8472454,18832154.44047514,4167444.81182978,1448932.064073373,2718512.7477564067,0.4635676322725889,TRUE,-0.06902793777116466,17.91244237514926,-0.7858603148044736,0.31305823052137516,0.5646080114850325,-0.028175643757621383,-0.7147350747486669,-0.8532552974243224,0.0907086020427208,0.03930606296313499,0.05539805089169596,0.512600605824174,0.0018645247172985303,0.0015885916814529133,0.8740909430992425,0.21693993081191282,0.5372349360827882,0.8662523366034155,0.23519832415597816,0.5427736675150833
1958,16.06507652300002,17.573787035014526,16.832302962668233,13.700280270116812,15.155891774199972,0.4467800326865331,7.520336867850541,0.47640636910787254,2.6675715573672908e-5,3.2966433907003985e-5,4.49816521203714,0.14004460860183834,4.307576410363035,-7.120948499443179,0,0,0,0,9483618.720824605,891160.8967501206,42874467.13412425,20425669.214802947,5246527.238747969,1426027.5744544754,3820499.664293494,0.5532199673134668,TRUE,-0.07736275063721045,17.963398041123572,-0.7414840723462923,0.3226797032823319,0.5646080114850325,-0.11782797879849938,-0.6778846639469904,-0.7720286441644646,0.08122665325985778,0.0368504108016765,0.051169723550867255,0.5122207147836652,0.0018441370184858507,0.001570365944857619,0.8733927629841995,0.2176381109269558,0.5375016463847245,0.8571868088110187,0.24426385194837494,0.5432349737395178
1959,16.006793843735952,17.599289718273212,16.869997780931136,13.715057114775236,14.760201552354872,0.5750776192763191,9.701558161054663,0.482250332682313,3.987382156705669e-5,5.300252814465752e-5,4.620515508273974,0.30138885515115144,4.290648324252956,-6.853267093698067,0,0,0,0,8946686.907058401,904427.2186796456,43981942.86743155,21210306.579833347,3801647.500136641,1229629.012495033,2572018.487641608,0.4249223807236809,TRUE,-0.04997804687402793,17.992851146322657,-0.7292919373420759,0.32535012612182895,0.5646080114850325,0.010469607791286584,-0.652381980688304,-0.7343338259015617,0.037694818262902885,0.02550268325868643,0.029469395920002618,0.41616102037743385,0.001723210608142601,0.0014650900193918152,0.8743918984079914,0.216638975503164,0.6006607708556788,0.8636565220201435,0.23779413873925012,0.6031969939781143
1960,16.0864941939034,17.63787753299417,16.923918301686196,14.012594241252884,14.600524599742908,0.6093126657451776,10.311957775254015,0.48970151266893247,4.401932451362948e-5,4.9624104388425046e-5,4.684710925738224,0.3435029601665587,4.233116953306938,-6.858013187087323,0,0,0,0,9688926.504720556,1217845.9497959046,45712280.19445891,22385372.75877261,3785340.867920168,1592903.141677872,2192437.7262422955,0.3906873342548224,TRUE,-0.03402960217544207,18.036453305815563,-0.7139592313079746,0.32872458576724484,0.5646080114850325,0.04470465426014514,-0.6137941659673452,-0.6804133051465016,0.05392052075506015,0.038587814720958846,0.04362805216070974,0.406275319931059,0.0017933019954963292,0.0015232056382178767,0.8746585086270251,0.2163723652841303,0.6072130951342076,0.864409268832054,0.2370413919273396,0.609525183928122
1961,16.133210487830446,17.672201487705973,16.992117592626443,14.185831246909432,14.430482916803811,0.6588962612543945,11.196042752576584,0.5065744914755551,4.732380521103672e-5,4.878328176195871e-5,4.678882477086767,0.28243077882154216,4.137958319488265,-6.858013187087323,0,0,0,0,10152296.43718576,1448198.9616012543,47308544.77144826,23965302.010044936,3462986.271577753,1613380.797967699,1849605.4736100545,0.3411037387456055,TRUE,-0.05192835906198167,18.08204001278635,-0.6800838950795303,0.33624257834035903,0.5646080114850325,0.09428824976936201,-0.5794702112555434,-0.6122140142062555,0.06819929094024602,0.03432395471180172,0.0457142851074004,0.5016266878691792,0.0018114139916193968,0.0015365067877377515,0.8750446478212924,0.21598622608986295,0.5444433546158668,0.8646587166813636,0.2367919440780301,0.5497039871172423
1962,16.17950836250323,17.712531382949667,17.047707583326627,14.060226092913329,14.73331096299701,0.5941905193772513,10.129586223128356,0.5143641508797592,5.344285620094384e-5,5.108260863918927e-5,4.635233712417754,0.3022379421788869,4.091722646076954,-6.774974167748319,0,0,0,0,10633376.753748316,1277257.926280826,49255489.58126069,25335258.074631978,4315125.097704614,1811348.0644826824,2503777.033221931,0.4058094806227487,TRUE,-0.03259299118084833,18.127527031421703,-0.66482379962304,0.3396568457995672,0.5646080114850325,0.029582507892218834,-0.5391403160118493,-0.5566240235060711,0.055589990700184444,0.040329895243694125,0.04551309113304593,0.4148591191940052,0.001790537856486094,0.0015180841356314462,0.8745407427943109,0.21649013111684445,0.6015424456487208,0.8596091336464019,0.24184152711299178,0.6033226085333626
1963,16.240849479811228,17.769981409740094,17.08589116125977,13.999272190041918,14.887823582966028,0.5576814422070525,9.52848442420408,0.5045490350951006,7.719854128924752e-5,8.754442098996797e-5,4.615031005100234,0.30461042253251747,4.271503578840049,-6.279413321788307,0,0,0,0,11306060.64095473,1201729.335228026,52168081.99172329,26321355.43168608,5000880.437026704,2078749.7865966992,2922130.6504300046,0.4423185577929475,TRUE,-0.05205923332278784,18.17847461858348,-0.6840902484803237,0.3353490137748875,0.5646080114850325,-0.006926569277979966,-0.4816902892214223,-0.5184404455729279,0.0381835779331432,0.05745002679042699,0.050989042167192564,0.25112896140094637,0.0017849265977312263,0.0015134289534838338,0.87425642324271,0.21677445066844542,0.7091436583302895,0.8589456514324623,0.2425050093269314,0.7041395532151677
1964,16.262856465148943,17.819717460668997,17.127291335267294,14.049456527122429,14.389553173636562,0.6767742739731578,11.59131015855228,0.5003606575905039,1.148859747163e-4,1.074166609744e-4,4.634262367028122,0.3453914902830632,4.1437843144253765,-6.044127199691288,0,0,0,0,11557630.950735234,1263576.2182765342,54828322.95627069,27433935.72898412,3735723.655201698,1960293.711016905,1775429.9441847932,0.3232257260268422,TRUE,-0.03371876106084535,18.225422978270153,-0.6924261254017026,0.3334935870646295,0.5646080114850325,0.11216626248812533,-0.4319542382925192,-0.47704027156540363,0.04140017400752427,0.0497360509289031,0.04695608943306322,0.2940341221249015,0.001765436233702582,0.001495429598696958,0.875183875349176,0.21584699856197945,0.6813163355984783,0.8666831517813933,0.23476750897800036,0.6808783904927048
1965,16.27090691739565,17.86157852486959,17.15317090009882,14.065078777223803,14.680325063660332,0.6381088691725728,10.945590485785942,0.49242770315456846,1.60164116709e-4,1.470544162381e-4,4.75223212661372,0.414535418438947,4.074337222203612,-5.76757460774398,0,0,0,0,11651050.637611322,1283471.1189187055,57172211.4715261,28153180.77919087,4216411.890572778,1841846.313839204,2374565.5767335743,0.3618911308274272,TRUE,-0.01599406955166342,18.261982649883507,-0.7084076247707678,0.32995079233232943,0.5646080114850325,0.07350085768754033,-0.3900931740919269,-0.45116070673387654,0.02587956483152709,0.041861064200592324,0.03658795582111063,0.23338234481116882,0.0016953846470769431,0.0014362470862964857,0.8748827630941571,0.21614811081699822,0.7211457253373439,0.8656597592468301,0.23579090151256357,0.7186594883052745
1966,16.376627828568118,17.895819861905366,17.192873954565947,14.315825484132306,15.171673148760425,0.553495656761064,9.516181061092672,0.4951245621614712,2.06373023864e-4,1.635440584065e-4,4.958620709490312,0.400700208810758,4.019235591197311,-5.532690399813795,0,0,0,0,12950278.200823154,1649240.5779394894,59163766.60628809,29293434.036761858,5782355.462820051,1901084.7986155064,3881270.664204545,0.4465043432389359,TRUE,-0.0236592786716711,18.298029384448718,-0.7029459073394193,0.33115940617394435,0.5646080114850325,-0.011112354723968432,-0.3558518370561501,-0.41145765226675124,0.0397030544671253,0.03424133703577681,0.03605003613703205,0.364716415002946,0.0017883000081625145,0.0015150551569224186,0.8742238258523253,0.21680704805883008,0.6344531354926933,0.860218227162205,0.24123243359718868,0.6344639475954186
1967,16.408577693072512,17.931489643808593,17.232103856394982,14.230576387264993,15.119722829923989,0.5791916250038267,9.980690234820118,0.4968904064245619,2.602733055074e-4,2.247851702417e-4,4.909633520396589,0.4546472684339265,4.00673611915869,-5.292119943640085,0,0,0,0,13370718.576514369,1514470.433940269,61312214.80671827,30465451.334100284,5626510.356714159,1941725.0152784176,3684785.3414357416,0.4208083749961733,TRUE,-0.01819828986636918,18.334879537764962,-0.6993857874136111,0.331948420734035,0.5646080114850325,0.014583613518794225,-0.3201820551529231,-0.37222775043771605,0.039229901829035185,0.035669781903227005,0.0368515580902228,0.3533718689944469,0.0017819819190591096,0.0015087746814350452,0.8744239368037656,0.21660693710738982,0.6419699141647378,0.8614504125214646,0.24000024823792915,0.6418474064816856
1968,16.44375368102013,17.966201546572137,17.279615073757,14.319497386984532,15.263261804875752,0.5394079097121091,9.320761047565115,0.5032911381652301,3.491899057509e-4,2.890967484537e-4,4.977514290634714,0.5074988937993367,4.073434956255977,-4.992807655021701,0,0,0,0,13849416.79463108,1655307.560991126,63477847.61693475,31947838.175406124,6378931.830707351,2125393.2364949626,4253538.594212389,0.4605920902878909,TRUE,-0.00930692632255566,18.373858343285395,-0.6865864728151365,0.33479285907285955,0.5646080114850325,-0.025200101772923422,-0.28547015238937945,-0.3247165330756978,0.04751121736201824,0.034711902763543634,0.03899702189213994,0.4078879752063374,0.0017607715126176171,0.0014901408932381243,0.8741141155491764,0.21691675836197893,0.6060512162151344,0.858058483224752,0.24339217753464168,0.6073434883692533
1969,16.480286233867023,18.001907984437977,17.320874946828166,14.474381624157518,15.413301590663314,0.5005314522990513,8.669642692226155,0.5060939081880377,4.897710066818e-4,3.962160521246e-4,5.143349786313743,0.6101322981139957,4.134470315558178,-4.713395913559192,0,0,0,0,14364726.830165416,1932609.3144010664,65785366.92711689,33293573.449728668,7174729.247983572,2232625.834896188,4942103.413087384,0.4994685477009487,TRUE,0.00698858547716559,18.411427467906176,-0.6810330376098115,0.3360307783177435,0.5646080114850325,-0.06407655918598121,-0.24976371452353874,-0.28345666000453207,0.04125987307116574,0.03570643786584071,0.03757256302022324,0.36900829080871017,0.0017432722149740311,0.0014748566054197893,0.8738113596923799,0.2172195142187755,0.6315235250352284,0.8552968468131055,0.24615381394628827,0.6305180173968872
1970,16.500640555722857,18.042990399155215,17.363069527596902,14.44824333081075,15.387730523976431,0.5092767661923354,8.84260790018723,0.5066570817648125,6.904158550181e-4,5.57468097252e-4,5.158646451689217,0.776426514621403,4.123442333725617,-4.460918338340081,0,0,0,0,14660107.037449896,1882748.6799049373,68544271.87110683,34728440.75790891,7194055.133383915,2376724.491036919,4817330.642346996,0.4907232338076646,TRUE,-0.01525838682193229,18.45288374265049,-0.6799208715583127,0.3362789634727919,0.5646080114850325,-0.05533124529269706,-0.208681299806301,-0.24126207923579557,0.0421945807687365,0.041082414717237725,0.04145641276424536,0.3422667071020031,0.0017031595417578453,0.0014401934670142445,0.8738794650491151,0.21715140886204032,0.6491033157964656,0.8557283641238432,0.24572229663555048,0.6469435960923829
1971,16.586407474257214,18.0774113971458,17.39264637340163,14.41916239447728,15.356557866993484,0.5623170054214746,9.780180825045871,0.5042086927270404,8.198647497503e-4,5.699207933748e-4,4.844553346434339,0.6355288971650169,3.978733146971688,-4.389319832168024,0,0,0,0,15972953.989602089,1828785.044966112,70944709.8513107,35770939.410028554,6991090.334434046,2321612.236851861,4669478.097582186,0.4376829945785254,TRUE,-0.03637932990367419,18.48567837150951,-0.6847650237441698,0.3351986297944737,0.5646080114850325,-0.002291006063557921,-0.1742603018157176,-0.21168523343106926,0.029576845804726304,0.0344209979905834,0.0327972448153682,0.30228509264110826,0.001804753618679481,0.0015253350872504927,0.8742925233404583,0.21673835057069718,0.6755236993082037,0.8592754081011744,0.2421752526582192,0.6727352304442584
1972,16.57420161976761,18.10080788769807,17.400275916107695,14.491618843527757,14.924372804954976,0.6903477385078481,12.012241128097523,0.4963212047704117,0.0015369339468903,0.0011209938112881,4.789120270437165,0.579747456080505,3.205699162813512,-3.9381103401914648,0,0,0,0,15779175.459507676,1966210.8920168497,72624136.82517461,36044899.08448189,4886057.365518016,1855149.358260492,3030908.007257524,0.3096522614921518,TRUE,-0.04402419903293145,18.50381745327479,-0.700531971590376,0.33169429343652457,0.5646080114850325,0.12573972702281566,-0.15086381126344506,-0.20405569072500285,0.007629542706066417,0.023396490552272553,0.018166683926774677,0.13930312143553583,0.0017807461923721255,0.0015040885461414947,0.8752895806052191,0.2157412933059363,0.7834124454469674,0.8681229295469152,0.2333277312124785,0.7796939769466381
1973,16.516943008225347,18.119773860967516,17.412781128689378,14.602648997590787,15.432156037474464,0.5450286722310115,9.490464978418784,0.49312492854809487,0.0079832056843479,0.0067882792106438,5.037776640505202,0.6015792264217205,3.112739731135745,-2.2000435469000177,1,0,1,0,14901061.473721752,2197100.2870430625,74014668.97885111,36498478.35170685,6779555.7238665065,1743387.7033433928,5036168.020523114,0.4549713277689885,TRUE,-0.0346590008935717,18.52064505221152,-0.7069927322781382,0.33026367661519607,0.5646080114850325,-0.019579339254021,-0.1318978379939999,-0.19155047814331994,0.012505212581682912,0.018965973269445158,0.016832218690973875,0.24536382041518334,0.0016108049219371548,0.0013617077288124147,0.8741578880244867,0.21687298588666876,0.7128839533347318,0.8600484094369636,0.24140225132243007,0.7082550245968061
1974,16.526640932623458,18.149123910370403,17.42368787958316,14.610875265867808,15.766315831000307,0.3944709808320595,6.873139247570836,0.4841134345661719,0.0635858589369123,0.0655483787649232,5.01961965366505,0.6909245893416625,3.755061025190367,-0.1840230034337122,0,0,1,0,15046273.832487073,2215248.768228875,76219196.413759,36898736.95573852,9110955.435918149,2076605.5632018973,7034349.87271625,0.6055290191679406,TRUE,-0.00610512475770831,18.543941490581236,-0.7254360307872432,0.32619705697070606,0.5646080114850325,-0.17013703065297298,-0.10254778859111369,-0.1806437272495387,0.010906750893781236,0.029350049402886214,0.02333389970838396,0.15247130085957059,0.8108106017474789,0.8101808749476397,0.5511458257408801,0.19120773787539808,0.4962655972551236,0.5412938414169758,0.1880266861912561,0.4874307387087505
1975,16.388409597099926,18.162149670903755,17.43360064079446,14.232917401769344,15.428357092310762,0.4927199418713367,8.589882694340345,0.48260873305510393,0.2821306649032177,0.5431646761289649,4.43141679478368,0.41676761259559536,4.129560327441205,1.5913757696156918,0,1,1,0,13103757.735814266,1518019.9843459616,77218503.65332201,37266324.21654065,6647274.985927782,1630202.7965762084,5017072.189351574,0.5072800581286633,TRUE,-0.0585256394476797,18.55595286449186,-0.7285490301092956,0.3255132134967449,0.5646080114850325,-0.07188806961369576,-0.0895220280577611,-0.17073096603823856,0.009912761211300136,0.013025760533352582,0.012012438120418103,0.26861613971867715,0.7847288808935984,0.7830202737234716,0.4518947752717656,0.29045878834451266,0.4085304636516921,0.45204543918849277,0.2772750884197391,0.405099302227711
1976,16.422987171700672,18.171384657470455,17.433166642600654,14.262032179649657,15.535673108752777,0.485581282901028,8.465219423341432,0.4779648834047762,0.9921316100397533,1.4668541433587767,4.522531676904537,0.4525524939864302,4.056386135602078,2.5691073676102003,0,0,0,0,13564778.453149129,1562866.4789979763,77934918.44614384,37250154.20827188,6977975.929600753,1392539.6220360966,5585436.307564656,0.514418717098972,TRUE,0.01444080484038815,18.562050720177517,-0.7382180148698012,0.3233939376852392,0.5646080114850325,-0.0790267285840045,-0.08028704149106147,-0.17116496423204453,-4.339981938059623e-4,0.009234986566699632,0.006108095511581158,-0.022978092693062644,0.8022911251328618,0.8006314267192254,0.45910624493260677,0.2832473186836715,0.46314714764085735,0.4594625818196551,0.26985794578857675,0.4638193347214116
1977,16.517011773888736,18.182956191473732,17.454186637973155,14.469313620632851,15.559812166975236,0.5044183129122691,8.80421137718229,0.4825023182745342,2.025352699436308,2.674134587327751,4.402350363800004,0.3517804226676506,4.005881439446321,3.0697182144526782,0,0,0,0,14902086.19033145,1922839.6209153216,78841982.94751085,38041439.54953528,7385201.015331235,1663297.0618253667,5721903.953505868,0.4955816870877308,TRUE,-0.03546193177543928,18.57668760712248,-0.7287695535005767,0.32546479848754173,0.5646080114850325,-0.06018969857276335,-0.06871550748778432,-0.15014496885954287,0.021019995372501654,0.01157153400327715,0.014646675578829127,0.46708678165910533,0.8908782171870357,0.8890113731435522,0.4400770867964051,0.30227647681987313,0.3757122433718052,0.44141665203237984,0.287903875575852,0.36971286333374653
1978,16.5959837015192,18.20282962904938,17.491038779758487,14.734908715214932,15.760327472460292,0.4455660672071336,7.7934133604644495,0.4907645247143309,3.179477943807354,4.096523179710406,4.54031155794354,0.26209912745117214,4.150175599962629,3.4549224391379183,0,0,0,0,16126649.363426292,2507780.64606889,80424517.28738278,39469500.0019219,8941161.629336014,1948810.0897087173,6992351.539627297,0.5544339327928663,TRUE,-0.06215517224765709,18.602118721249106,-0.7117908492908924,0.3292032487883183,0.5646080114850325,-0.11904194427789888,-0.04884206991213702,-0.11329282707421129,0.03685214178533158,0.0198734375756473,0.025462882161691264,0.476452144085683,0.8832763638585931,0.882597375721489,0.49952959547347914,0.2428239681427991,0.37722164893291626,0.493617420571163,0.23570310703706887,0.3707335928974567
1979,16.67554930097866,18.22339665023136,17.53880045383097,14.88269612441155,15.858744980917612,0.4299995843258176,7.541676904720777,0.5042938241273963,4.664107218465608,5.721234552993572,4.54551625655278,0.4808797841073407,4.102508384484672,3.6175400817458616,0,0,0,0,17462203.461874485,2907185.893682064,82095737.13456845,41400373.22414902,9953463.231855605,2237939.0790297715,7715524.152825831,0.5700004156741824,FALSE,-0.05093948852102387,18.63172021846521,-0.6845961964003919,0.33523625241227323,0.5646080114850325,-0.1346084271592149,-0.02827504873015485,-0.06553115300172863,0.04776167407248266,0.02056702118198217,0.02968365470264615,0.5394027381530005,0.919531900350952,0.9193913852002101,0.5152548485625419,0.22709871505373633,0.35982264113231055,0.5058422729895208,0.2234782546187111,0.3535343483244219
1980,16.752000091985146,18.251671698961516,17.604331606832698,14.995786719008434,15.798840547506137,0.4640163206762214,8.168697180166621,0.5234362188358552,6.033529968729551,6.824264906264535,4.577490561185294,0.4434962395347264,4.008402375911623,3.6635616461296463,0,0,0,0,18849559.29454296,3255273.058376353,84450126.48452757,44204254.88727083,10103056.144320866,2836154.6993797463,7266901.44494112,0.5359836793237787,FALSE,-0.06009446533683462,18.672640152636006,-0.6473400921288182,0.3435891915684156,0.5646080114850325,-0.10059169080881109,0,0,0.06553115300172863,0.02827504873015485,0.041075843477813484,0.5481517596728517,1,1,0.4808911588034331,0.26146240481284516,0.3606109011806711,0.4713372346326045,0.25798329297562733,0.3543868960801936
1981,16.8122688938105,18.29474387714653,17.682954505641963,15.144199753630469,15.576597652971644,0.5415162292349118,9.57560684562773,0.5423794818578844,6.744784565466146,7.080086556150887,4.40729198993932,0.17099500843398718,4.0049149026365995,3.6635616461296463,0,0,0,0,20020531.77748469,3776090.426400716,88167050.77017237,47819999.313663885,9179088.902063452,3360329.400245666,5818759.501817785,0.4584837707650881,FALSE,-0.11885290196168335,18.728070219194827,-0.6117893715045675,0.35165112622255423,0.5646080114850325,-0.02309178225012065,0.043072178185013854,0.07862289880926454,0.07862289880926454,0.043072178185013854,0.055573629130555,0.4974991078629902,1.105461690008457,1.1056201053371646,0.4026007905965335,0.33975277301974477,0.37133395792112356,0.3952540107388689,0.33406651686936295,0.3648132871264175
1982,16.66622576458749,18.315654048934828,17.69800494058507,14.694184258573497,15.388015901142332,0.6064176749716583,10.73238300770652,0.539210574373371,7.618251199792747,8.300610826377724,4.357924851327437,0.00536800271915396,4.102996422408906,3.930026629867721,0,0,0,1,17300150.599222537,2407704.251138973,90030048.87281406,48545154.36357273,6809033.496182465,1990327.901488888,4818705.594693577,0.3935823250283417,FALSE,-0.07433167339888827,18.746923719885604,-0.6176491083497595,0.35031631366805627,0.5646080114850325,0.04180966348662585,0.06398234997331187,0.09367333375237052,0.015050434943105984,0.020910171788298015,0.018857410377625457,0.279593686661535,1.0091678453135167,1.0091116330673082,0.33703738312435494,0.4053161804919233,0.3561277038011693,0.33458248842243876,0.3947380391857931,0.3514016006335201
1983,16.63780534237784,18.33590858186021,17.689615722121665,14.541341256678688,15.532016241273796,0.5702478847140596,10.087465946944452,0.5239846653238024,9.880710165700457,12.72471849990542,4.441340329200761,0.04307900111910704,4.344229385924263,4.366764931757221,0,0,0,0,16815394.135125805,2066446.98202868,91872158.01605144,48139601.9706162,7226451.198937111,1661402.7911176605,5565048.40781945,0.4297521152859404,FALSE,-0.04038280571093368,18.75723697695055,-0.6462928597385442,0.3438254184877059,0.5646080114850325,0.005639873229027148,0.08423688289869347,0.0852841152889674,-0.008389218463403125,0.020254532925381596,0.010406083117074885,-0.2771865760164302,0.9399694221298878,0.9401316042583596,0.3735760868453956,0.36877747677088263,0.37490619714158785,0.37186527790801993,0.3574552497002119,0.37585954428724244
1984,16.69499388609253,18.370415067354845,17.68685331819231,14.681137577080897,15.5479128216414,0.5647610479727213,9.988845815322092,0.5048157593915361,11.374280551217796,16.421014572714004,4.392895670596997,-0.11582081630056708,4.383625054925655,4.589828095688821,0,0,0,0,17805071.42309382,2376495.7271630587,95097673.86715928,48006804.449618645,7749460.626958203,2095240.091747332,5654220.53521087,0.4352389520272787,FALSE,-0.08676700176309361,18.779085539052918,-0.6835617491625356,0.33546682126432203,0.5646080114850325,1.5303648768882905e-4,0.11874336839332855,0.08252171135961106,-0.0027624039293563385,0.034506485494635086,0.02200400962751717,-0.042114818204331404,0.9775140259572307,0.9776958952923218,0.3791188865307038,0.36323467708557444,0.379787847123805,0.3811848695876662,0.3481356580205657,0.3825767311246111
1985,16.71448548695257,18.405139275243567,17.690905879840734,14.564908734608576,15.7705543941699,0.4814043627812959,8.51647927210861,0.48956727249971904,15.222606802945544,25.668365537161808,4.318497005919471,-0.10895059531137606,4.634846483521249,5.080534421475923,0,0,0,0,18155525.125029195,2115726.339861316,98457867.6698722,48201749.7312776,9415376.121254709,2351147.43535949,7064228.6858952185,0.5185956372187042,FALSE,-0.06310362591151457,18.80362493187942,-0.7142333954028324,0.32866409026169835,0.5646080114850325,-0.08320364870373659,0.15346757628205054,0.08657427300803633,0.004052561648425268,0.03472420788872199,0.024643539180326225,0.05404789781463149,0.8923296593258051,0.8935174260879051,0.46332576751303645,0.2790277961032418,0.453364849586836,0.4610228871652898,0.2682976404429421,0.4506064927241407
1986,16.768937942973665,18.43820238827759,17.691177858632898,14.70792337900471,15.84477790021075,0.4775327906453508,8.448117532636209,0.47377415852166016,18.212421633550672,30.552894742749707,4.424269450167714,-0.0934345480548926,4.62724909606152,5.262327428814881,0,0,0,0,19171549.534458723,2441012.277356758,101767604.88237572,48214861.36791235,10016505.984273072,2407996.101826103,7608509.882446969,0.5224672093546492,FALSE,-0.04653843847116068,18.82602895356342,-0.7470245296446905,0.3214699862812783,0.5646080114850325,-0.08707522083968167,0.18653068931607208,0.08684625180019978,2.71978792163452e-4,0.03306311303402154,0.022521747559143865,0.0038821596039995405,0.9236236440923644,0.9249437378747553,0.4672368277155549,0.27511673590072333,0.4664909868559947,0.46758547445333504,0.2617350531548968,0.46678633026330396
1987,16.831647050468604,18.47672638410554,17.7122595274152,14.85993438996944,15.939639994127266,0.4465858348198765,7.9100442075970285,0.46558208679179913,22.863713447359864,36.130122050199176,4.466318108567517,0.10292076633514272,4.5875326401389955,5.390926933280429,0,0,0,0,20412276.161992937,2841760.720296128,105764595.37584092,49242101.02377428,11296442.771615457,2930831.2533412366,8365611.518274218,0.5534141651801234,FALSE,-0.02316242690875144,18.85897887652848,-0.7644668566903405,0.31767724987071266,0.5646080114850325,-0.11802217666515596,0.22505468514402338,0.107927920582501,0.02108166878230122,0.038523995827951296,0.03298296534074363,0.20304925564633036,0.9251823300347207,0.9273052699295615,0.4984994267497747,0.24385413686650353,0.4467938901851325,0.49704498946909526,0.2322755381391366,0.44328374945865984
1988,16.902500133513435,18.51693961013958,17.748319595801647,14.987788309359702,16.062417693635712,0.4156336999540685,7.376799741570336,0.4636524607815977,27.99002284973481,42.21815113528691,4.6586522490228734,0.4424381088608115,4.617921093680279,5.501305828458595,0,0,0,0,21911017.12835289,3229339.901199308,110104405.01809712,51050178.32953443,12804060.009538608,3345623.120716643,9458436.888821963,0.5843663000459314,FALSE,-0.00251394540777464,18.897874607320688,-0.7686200143379338,0.31677770044810044,0.5646080114850325,-0.14897431153096397,0.26526791117806425,0.1439879889689486,0.0360600683864476,0.04021322603404087,0.03889759830483783,0.29366917340085213,0.9294982781019804,0.9326556839457533,0.5297672576479054,0.21258630596837283,0.4366209897496815,0.5251770848153234,0.20414344279290844,0.43089940052873577
1989,17.003031323349642,18.567444447134623,17.816021643770352,15.243119876712102,16.097297011187077,0.4162439907912031,7.415811949025421,0.4716949459161299,31.71277145023797,47.66123307264188,4.645012335529482,0.4771501724208777,4.55804804664948,5.587076983240443,0,0,0,0,24228285.317068763,4168721.185974847,115808028.0011058,54626061.50463526,14143407.146664148,4349245.54489235,9794161.601771798,0.5837560092087968,FALSE,-0.01591441468802642,18.953859208135864,-0.7514228033642709,0.3205113581622714,0.5646080114850325,-0.14836402069382937,0.3157727481731065,0.21169003693765376,0.06770204796870516,0.05050483699504227,0.056016738440814076,0.3873712741726986,0.9870827020096923,0.9912098136009648,0.5291507421546467,0.21320282146163153,0.4067615935435787,0.523348555863584,0.20597197174464793,0.40040598408085304
