year,w,y,w_over_y,w_share,year_right,year_check,w_over_y_rebuilt,w_over_y_gap_check,price_wedge,ln_w_share,ln_w_over_y,ln_price_wedge,dln_w_share,offensive_component,defensive_component,decomposition_gap
1940,47.1720881207304,73.46097533546667,0.6421380590893938,0.6074707800874707,1940,TRUE,0.6421380590893938,0,0.9460127327586154,-0.49845120354565675,-0.44295195310052204,-0.05549925044513465,NA,NA,NA,NA
1941,50.44508622538394,77.40351711854902,0.6517156855821381,0.6162600974278495,1941,TRUE,0.6517156855821381,0,0.9455965401191498,-0.4840861684810168,-0.4281468772175706,-0.05593929126344617,0.01436503506463993,0.014805075882951435,-4.400408183115184e-4,1.3877787807814457e-17
1942,46.90392476042342,78.06964869640468,0.60079589883672,0.5675648436860874,1942,TRUE,0.60079589883672,0,0.9446882789729829,-0.5664002741520685,-0.509500004726083,-0.056900269425985535,-0.08231410567105168,-0.08135312750851242,-9.609781625393651e-4,1.0408340855860843e-16
1943,51.213866331255126,80.5485486818075,0.6358136449306648,0.6030991976573497,1943,TRUE,0.6358136449306648,0,0.9485471135541882,-0.5056735888902831,-0.452849769693466,-0.05282381919681713,0.060726685261785374,0.05665023503261701,0.004076450229168402,-4.163336342344337e-17
1944,52.227893974031026,79.19750512429174,0.6594638794753082,0.6254367210587357,1944,TRUE,0.6594638794753082,0,0.9484017859421723,-0.46930511956645665,-0.41632807788448056,-0.05297704168197614,0.03636846932382648,0.03652169180898546,-1.5322248515900472e-4,2.7755575615628914e-17
1945,54.54596696228529,85.46770705569013,0.638205573091408,0.6044555633395453,1945,TRUE,0.638205573091408,0,0.947117337775067,-0.5034271214066929,-0.4490948326605972,-0.05433228874609574,-0.03412200184023623,-0.032766754776116624,-0.0013552470641196024,0
1946,53.457724023155215,88.52710655669632,0.6038571246979447,0.5719435501825137,1946,TRUE,0.6038571246979447,0,0.9471504546188895,-0.5587149809644776,-0.5044176575426711,-0.054297323421806536,-0.0552878595577847,-0.05532282488207391,3.4965324289204514e-5,0
1947,53.701484220670366,74.57742371139597,0.7200769555742161,0.6818860563830722,1947,TRUE,0.7200769555742161,0,0.9469627532231064,-0.38289270784897544,-0.3283971899416225,-0.05449551790735298,0.17582227311550214,0.1760204676010486,-1.981944855464421e-4,-3.469446951953614e-17
1948,51.483870846687466,81.87856849550688,0.6287832309807989,0.5947289826246759,1948,TRUE,0.6287832309807989,0,0.9458410360228533,-0.5196494685913199,-0.4639687065102789,-0.05568076208104096,-0.13675676074234444,-0.1355715165686564,-0.0011852441736879826,-5.551115123125783e-17
1949,50.3162372514334,80.50504720800791,0.6250072386322183,0.5904415851407467,1949,TRUE,0.6250072386322183,0,0.9446955949388428,-0.5268845726398451,-0.46999204750125495,-0.056892525138590104,-0.007235104048525232,-0.006023340990976067,-0.0012117630575491437,-2.0816681711721685e-17
1950,50.18917006665177,83.95322772347542,0.5978229953464627,0.5640614965956121,1950,TRUE,0.5978229953464627,0,0.9435259282201341,-0.5725919969110843,-0.5144605632504037,-0.05813143366068065,-0.045707424271239194,-0.04446851574914873,-0.0012389085220905482,8.326672684688674e-17
1951,47.247613359224715,84.52462834313833,0.5589804331042676,0.5267448831360416,1951,TRUE,0.5589804331042676,0,0.9423315235039488,-0.6410389403724683,-0.5816408098309632,-0.0593981305415052,-0.06844694346138402,-0.06718024658055954,-0.00126669688082455,6.938893903907228e-17
1952,61.23102582419301,90.36467396755083,0.6775991450617145,0.6375593229564251,1952,TRUE,0.6775991450617145,0,0.9409092788898921,-0.4501079506610395,-0.3891993973603858,-0.06090855330065371,0.19093098971142886,0.19244141247057744,-0.0015104227591485053,-8.326672684688674e-17
1953,45.16547080784095,97.8447786035576,0.4616032807518535,0.43357146819180653,1953,TRUE,0.4616032807518535,0,0.9392729347278704,-0.835698633162424,-0.7730494564654682,-0.062649176696955855,-0.3855906825013845,-0.3838500591050824,-0.0017406233963021475,4.85722573273506e-17
1954,42.10698529772312,92.84261587205981,0.45353079404556995,0.42522651626408575,1954,TRUE,0.45353079404556995,0,0.9375912768149538,-0.8551332725959098,-0.7906921086549236,-0.06444116394098612,-0.01943463943348578,-0.017642652189455377,-0.001791987244030263,-1.3877787807814457e-16
1955,40.42338529698677,90.39618447628328,0.44718021597020413,0.41849944096052066,1955,TRUE,0.44718021597020413,0,0.9358630503197519,-0.8710797248706542,-0.8047935979002578,-0.06628612697039632,-0.01594645227474445,-0.014101489245334276,-0.0018449630294102015,2.7755575615628914e-17
1956,52.017247666942026,94.94899472577484,0.5478441116430424,0.5117340439004434,1956,TRUE,0.5478441116430424,0,0.934086965662,-0.6699502344081308,-0.6017645003074296,-0.06818573410070129,0.20112949046252337,0.20302909759282828,-0.0018996071303049727,6.938893903907228e-17
1957,57.18351443251684,99.37879114677011,0.5754096399508815,0.5364323677274111,1957,TRUE,0.5754096399508815,0,0.9322616975502921,-0.622814786875741,-0.5526730745276527,-0.07014171234808829,0.04713544753238985,0.049091425779776876,-0.001955978247386997,-2.7755575615628914e-17
1958,52.00077891213155,108.28771904952426,0.48020938448569167,0.44678003268653316,1958,TRUE,0.48020938448569167,0,0.9303858839931635,-0.8056889023861196,-0.733533052516948,-0.0721558498691715,-0.18287411551037858,-0.18085997798929532,-0.0020141375210832174,-4.163336342344337e-17
1959,62.80435697968518,101.39420701557574,0.6194077435808285,0.5750776192763191,1959,TRUE,0.6194077435808285,0,0.9284314334718603,-0.5532502572493507,-0.47899150977622035,-0.07425874747313031,0.25243864513676884,0.25454154274072766,-0.002102897603958806,-1.3877787807814457e-17
1960,66.52085180531897,101.14681927466694,0.6576662744547586,0.6093126657451776,1960,TRUE,0.6576662744547586,0,0.9264769829505569,-0.49542373457269795,-0.41905765799665073,-0.07636607657604716,0.05782652267665278,0.059933851779569614,-0.0021073291029168467,1.3877787807814457e-17
1961,77.31961621233556,108.62877336041976,0.7117784157959379,0.6588962612543945,1961,TRUE,0.7117784157959379,0,0.9257041891577893,-0.4171891753015688,-0.3399886297769664,-0.07720054552460232,0.07823455927112916,0.07906902821968431,-8.34468948555156e-4,0
1962,71.66487631827393,111.554307537907,0.6424214169759573,0.5941905193772513,1962,TRUE,0.6424214169759573,0,0.9249232725992523,-0.5205552713531291,-0.4425107779016478,-0.07804449345148119,-0.10336609605156027,-0.10252214812468136,-8.439479268788769e-4,-4.163336342344337e-17
1963,67.78724412073194,112.33027019134668,0.6034637324851188,0.5576814422070525,1963,TRUE,0.6034637324851188,0,0.9241341478972885,-0.5839673717238265,-0.5050693355525517,-0.07889803617127476,-0.06341210037069744,-0.06255855765090396,-8.535427197935708e-4,8.326672684688674e-17
1964,80.40798418893907,109.70222708480176,0.7329658323780636,0.6767742739731578,1964,TRUE,0.7329658323780636,0,0.923336728776844,-0.39041748268154497,-0.31065619158156427,-0.07976129109998073,0.19354988904228154,0.19441314397098747,-8.632549287059671e-4,4.163336342344337e-17
1965,83.43654701679012,120.62643049139866,0.6916937413872958,0.6381088691725728,1965,TRUE,0.6916937413872958,0,0.9225309280560346,-0.4492463688586029,-0.36861199157715774,-0.08063437728144521,-0.05882888617705795,-0.05795579999559347,-8.730861814644775e-4,0
1966,87.85508130198768,146.3019463746543,0.6005052118514256,0.553495656761064,1966,TRUE,0.6005052118514256,0,0.9217166576366161,-0.5915013737277118,-0.5099839583133754,-0.08151741541433638,-0.14225500486910891,-0.14137196673621766,-8.830381328911729e-4,-8.326672684688674e-17
1967,91.06830500141952,144.7953258072307,0.6289450608554921,0.5791916250038267,1967,TRUE,0.6289450608554921,0,0.9208938284943511,-0.546121897608012,-0.46371136972834176,-0.0824105278796702,0.045379476119699835,0.046272588585033636,-8.931124653338146e-4,1.3877787807814457e-17
1968,92.84846603651945,158.3706437734479,0.5862732121575567,0.5394079097121091,1968,TRUE,0.5862732121575567,0,0.9200623506692766,-0.6172832044757733,-0.5339693657068774,-0.08331383876889596,-0.07116130686776134,-0.0702579959785356,-9.033108892257669e-4,2.7755575615628914e-17
1969,94.4466058107804,173.45045965321498,0.5445163189513046,0.5005314522990513,1969,TRUE,0.5445163189513046,0,0.9192221332558688,-0.692084840444976,-0.6078573665324172,-0.08422747391255887,-0.07480163596920264,-0.07388800082553981,-9.136351436629109e-4,8.326672684688674e-17
1970,100.41095314355952,181.06994637661526,0.55454234760036,0.5092767661923354,1970,TRUE,0.55454234760036,0,0.91837308439310394,-0.6747636652322289,-0.5896121043226754,-0.08515156090955335,0.01732117521274712,0.018245262209741764,-9.240869969944776e-4,-1.6653345369377348e-16
1971,125.61803572694468,204.68350039109538,0.6137184261893227,0.5623170054214746,1971,TRUE,0.6137184261893227,0,0.9162459222757773,-0.5756895215279513,-0.4882190452874159,-0.08747047624053539,0.09907414370427758,0.10139305903525953,-0.002318915330982038,9.71445146547012e-17
1972,132.86042859995894,175.92613619394675,0.7552057441509955,0.6903477385078481,1972,TRUE,0.7552057441509955,0,0.9141187601584507,-0.3705598394885294,-0.28076505804762814,-0.08979478144090122,0.2051296820394219,0.20745398723978775,-0.0023243052003658338,-2.7755575615628914e-17
1973,82.23042770210745,137.38285234288662,0.598549428111107,0.5450286722310115,1973,TRUE,0.598549428111107,0,0.9105825628319527,-0.6069168761045431,-0.5132461707423911,-0.09367070536215207,-0.23635703661601376,-0.23248111269476296,-0.003875923921250843,4.163336342344337e-17
1974,77.0777807530881,177.20415802765328,0.4349659828019378,0.3944709808320595,1974,TRUE,0.4349659828019378,0,0.9069007610456798,-0.9302097007628966,-0.8324874514065833,-0.09772224935631317,-0.3232928246583534,-0.3192412806641922,-0.004051543994161105,-8.326672684688674e-17
1975,74.92735345244104,137.3284121149909,0.5456070764853903,0.4927199418713367,1975,TRUE,0.5456070764853903,0,0.9030673594728024,-0.7078143355783993,-0.6058562024391395,-0.10195813313925976,0.2223953651844972,0.2266312489674438,-0.004235883782946592,0
1976,78.92105647200263,146.45031841313076,0.5388930343556464,0.485581282901028,1976,TRUE,0.5388930343556464,0,0.9010717376995544,-0.7224085842527047,-0.6182381797976904,-0.10417040445501446,-0.014594248674305366,-0.012381977358550844,-0.002212271315754702,1.8041124150158794e-16
1977,84.47591813321783,150.57002971605385,0.5610407216663448,0.5044183129122691,1977,TRUE,0.5610407216663448,0,0.8990761159263063,-0.684349369221587,-0.5779617884532527,-0.10638758076833413,0.038059215031117755,0.04027639134443761,-0.002217176313319663,-1.942890293094024e-16
1978,83.75159612447978,169.22644673634383,0.4949084362384884,0.44556606720713365,1978,TRUE,0.4949084362384884,0,0.9003000041656646,-0.8084097440605719,-0.7033825108198398,-0.10502723324073207,-0.12406037483898491,-0.12542072236658708,0.0013603475276020571,1.1102230246251565e-16
