swing_id,start_year,end_year,start_type,end_type,swing_direction,duration_years,start_w_share,end_w_share,amplitude_log,cum_dln_w_share,cum_offensive,cum_defensive,closure_gap,offensive_share_abs,defensive_share_abs,dominant_mode
1,1940,1942,peak,trough,peak_to_trough,2,0.6074707800874707,0.5675648436860874,-0.06794907060641175,-0.06794907060641175,-0.06654805162556099,-0.0014010189808508836,1.1796119636642288e-16,0.9793813371051661,0.020618662894834053,joint_retreat
2,1942,1948,trough,peak,trough_to_peak,6,0.5675648436860874,0.5947289826246759,0.04675080556074862,0.04675080556074862,0.04553129821580415,0.0012195073449445745,-1.0408340855860843e-16,0.9739147308732482,0.026085269126751787,joint_advance
3,1948,1954,peak,trough,peak_to_trough,6,0.5947289826246759,0.42522651626408575,-0.3354838040045899,-0.3354838040045899,-0.3267234021446447,-0.008760401859945158,-4.163336342344337e-17,0.9738872584745543,0.026112741525445755,joint_retreat
4,1954,1964,trough,peak,trough_to_peak,10,0.42522651626408575,0.6767742739731578,0.4647157899143648,0.4647157899143648,0.4800359170733593,-0.015320127158994612,1.1102230246251565e-16,0.9690724937398594,0.030927506260140604,offensive_advance_with_price_headwind
5,1964,1969,peak,trough,peak_to_trough,5,0.6767742739731578,0.5005314522990513,-0.301667357763431,-0.301667357763431,-0.2972011749508529,-0.004466182812578143,4.163336342344337e-17,0.985195008019129,0.01480499198087101,joint_retreat
6,1969,1972,trough,peak,trough_to_peak,3,0.5005314522990513,0.6903477385078481,0.3215250009564466,0.3215250009564466,0.32709230848478904,-0.0055673075283423495,-9.71445146547012e-17,0.9832642519249388,0.016735748075061164,offensive_advance_with_price_headwind
7,1972,1978,peak,trough,peak_to_trough,6,0.6903477385078481,0.44556606720713365,-0.4378499045720425,-0.4378499045720425,-0.4226174527722117,-0.015232451799830848,5.551115123125783e-17,0.9652107910935389,0.03478920890646111,joint_retreat
