"q_variable","q_increment_variable","period_id","start_year","end_year","first_usable_year","last_usable_year","source_capital_growth","source_distribution_state","memory_rule","formula","reset_rule","construction_status","notes"
"q_omega_h1_Kcap__full_long_sample","q_increment_omega_h1_Kcap__full_long_sample","full_long_sample",1929,2024,1930,2024,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__full_long_sample_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__full_long_sample_t = cumulative sum within period of q_increment_omega_h1_Kcap__full_long_sample_s","Reset at first usable observation 1930; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__pre_1974_full","q_increment_omega_h1_Kcap__pre_1974_full","pre_1974_full",1929,1973,1930,1973,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__pre_1974_full_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__pre_1974_full_t = cumulative sum within period of q_increment_omega_h1_Kcap__pre_1974_full_s","Reset at first usable observation 1930; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__post_1973_full","q_increment_omega_h1_Kcap__post_1973_full","post_1973_full",1974,2024,1974,2024,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__post_1973_full_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__post_1973_full_t = cumulative sum within period of q_increment_omega_h1_Kcap__post_1973_full_s","Reset at first usable observation 1974; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__fordist_core","q_increment_omega_h1_Kcap__fordist_core","fordist_core",1945,1973,1945,1973,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__fordist_core_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__fordist_core_t = cumulative sum within period of q_increment_omega_h1_Kcap__fordist_core_s","Reset at first usable observation 1945; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__bridge_1940_1978","q_increment_omega_h1_Kcap__bridge_1940_1978","bridge_1940_1978",1940,1978,1940,1978,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__bridge_1940_1978_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__bridge_1940_1978_t = cumulative sum within period of q_increment_omega_h1_Kcap__bridge_1940_1978_s","Reset at first usable observation 1940; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__pre_1974_alt_1940_1973","q_increment_omega_h1_Kcap__pre_1974_alt_1940_1973","pre_1974_alt_1940_1973",1940,1973,1940,1973,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__pre_1974_alt_1940_1973_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__pre_1974_alt_1940_1973_t = cumulative sum within period of q_increment_omega_h1_Kcap__pre_1974_alt_1940_1973_s","Reset at first usable observation 1940; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
"q_omega_h1_Kcap__pre_1974_alt_1947_1973","q_increment_omega_h1_Kcap__pre_1974_alt_1947_1973","pre_1974_alt_1947_1973",1947,1973,1947,1973,"S20:g_Kcap","S20:omega_NFC lagged one year","h1 backward-looking state: omega_NFC_{s-1}","q_increment_omega_h1_Kcap__pre_1974_alt_1947_1973_s = omega_NFC_{s-1} * g_Kcap_s; q_omega_h1_Kcap__pre_1974_alt_1947_1973_t = cumulative sum within period of q_increment_omega_h1_Kcap__pre_1974_alt_1947_1973_s","Reset at first usable observation 1947; no accumulated pre-period history.","constructed_period_reset","Uncentered and unstandardized. Uses no contemporaneous omega_NFC, unrestricted lag weights, or level interaction."
