swing_id,start_year,end_year,start_type,end_type,direction,duration_years,start_r,end_r,amplitude_pct,amplitude_log,pace_pct_per_year,pace_log_per_year,ect_start,ect_end,ect_avg,ect_smoothed_avg,boundary_only,rhs_terminal_window
1,1957,1961,peak,trough,peak_to_trough,4,0.11486496919676681,0.0806699493415625,-29.76975495168358,-0.3533911265976135,-8.455755272967059,-0.08834778164940338,-6.276405506526782,-6.002397019649123,-6.276402575450563,-6.278096557136384,FALSE,FALSE
2,1961,1969,trough,peak,trough_to_peak,8,0.0806699493415625,0.12022918546617364,49.038379777721715,0.39903366918953376,5.1144119588704795,0.04987920864869172,-6.002397019649123,-6.296999468257914,-6.287512474223861,-6.295316674515707,FALSE,FALSE
3,1969,1972,peak,trough,peak_to_trough,3,0.12022918546617364,0.07463223801686555,-37.92502400520441,-0.47682724130685417,-14.6954518771088,-0.15894241376895138,-6.296999468257914,-6.232778661117724,-6.324473416962959,-6.3334395988787975,FALSE,FALSE
4,1972,1974,trough,peak,trough_to_peak,2,0.07463223801686555,0.1336485373820318,79.0761485027819,0.5826409400212826,33.81933660827268,0.2913204700106413,-6.232778661117724,-6.84902210484495,-6.449126555179286,-6.482244333997429,FALSE,FALSE
5,1974,1976,peak,trough,peak_to_trough,2,0.1336485373820318,0.10050615134368027,-24.798165911546533,-0.2849945658556008,-13.281008949334828,-0.1424972829278004,-6.84902210484495,-7.02431051148395,-6.94794235066869,-6.863441570703253,FALSE,FALSE
6,1976,1978,trough,peak,trough_to_peak,2,0.10050615134368027,0.12376727049752988,23.143975610316957,0.2081840182614294,10.970255298578536,0.1040920091307147,-7.02431051148395,-6.757227904456791,-6.876261704335176,-6.911806126205239,FALSE,TRUE
