"stage_id","year","SHARE_ME_GROSS_CORE","SHARE_NRC_GROSS_CORE","support_status","diagnostic_only","share_sum","share_sum_residual","share_status"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1901,0.236644879173524,0.763355120826476,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1902,0.223961396732333,0.776038603267667,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1903,0.220442841193294,0.779557158806706,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1904,0.214977842019097,0.785022157980903,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1905,0.219090590604769,0.780909409395231,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1906,0.227141094956091,0.772858905043909,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1907,0.233961471672839,0.766038528327161,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1908,0.225944879286758,0.774055120713242,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1909,0.219725244513783,0.780274755486216,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1910,0.215050389275794,0.784949610724206,"partial_vintage_warmup","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1911,0.210398939683558,0.789601060316442,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1912,0.21360087190409,0.78639912809591,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1913,0.219482473566219,0.780517526433781,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1914,0.220674801858785,0.779325198141215,"partial_vintage_warmup","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1915,0.224504510121695,0.775495489878306,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1916,0.231920428905484,0.768079571094516,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1917,0.248872474521643,0.751127525478357,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1918,0.271972198066337,0.728027801933663,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1919,0.289508893828514,0.710491106171486,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1920,0.298280833947805,0.701719166052195,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1921,0.302207329670906,0.697792670329094,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1922,0.303884531274097,0.696115468725903,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1923,0.311271201302139,0.688728798697861,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1924,0.307477601549578,0.692522398450422,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1925,0.304155519369488,0.695844480630512,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1926,0.29514784305,0.70485215695,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1927,0.28332199235806,0.71667800764194,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1928,0.272067664548252,0.727932335451748,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1929,0.262228856975448,0.737771143024552,"partial_vintage_warmup","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1930,0.252837082370463,0.747162917629537,"partial_vintage_warmup","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1931,0.24521636901129,0.75478363098871,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1932,0.235670658174075,0.764329341825925,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1933,0.224077058050101,0.775922941949899,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1934,0.21321260889368,0.78678739110632,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1935,0.201603098616465,0.798396901383535,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1936,0.194093982240566,0.805906017759434,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1937,0.187216023204823,0.812783976795177,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1938,0.17442721165903,0.82557278834097,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1939,0.165740955036689,0.834259044963311,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
