"stage_id","year","SHARE_ME_GROSS_CORE","SHARE_NRC_GROSS_CORE","support_status","diagnostic_only","share_sum","share_sum_residual","share_status"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1940,0.158307047983706,0.841692952016294,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1941,0.153596759529432,0.846403240470568,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1942,0.148765337764564,0.851234662235436,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1943,0.142831816395995,0.857168183604005,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1944,0.13715039017347,0.86284960982653,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1945,0.134324972314011,0.865675027685989,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1946,0.134978814116255,0.865021185883746,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1947,0.1419003815043,0.8580996184957,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1948,0.14835704627252,0.85164295372748,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1949,0.152473128170646,0.847526871829354,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1950,0.156221836408054,0.843778163591946,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1951,0.161845999439051,0.838154000560949,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1952,0.165016745681237,0.834983254318763,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1953,0.170624884848739,0.829375115151261,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1954,0.177029094737649,0.822970905262351,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1955,0.183274033696763,0.816725966303237,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1956,0.189386471610365,0.810613528389635,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1957,0.199199867781617,0.800800132218383,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1958,0.208198674023036,0.791801325976964,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1959,0.217424900604945,0.782575099395056,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1960,0.227871950622176,0.772128049377824,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1961,0.235344223831218,0.764655776168782,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1962,0.234285203611417,0.765714796388583,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1963,0.232248292549054,0.767751707450946,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1964,0.231627398541024,0.768372601458976,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1965,0.233060687321821,0.766939312678179,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1966,0.235268397271233,0.764731602728767,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1967,0.236925086034386,0.763074913965614,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1968,0.240073034817296,0.759926965182704,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1969,0.243116145880968,0.756883854119032,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1970,0.244785378125747,0.755214621874253,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1971,0.246082803853648,0.753917196146352,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1972,0.248449229015029,0.751550770984971,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1973,0.252714867591737,0.747285132408263,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1974,0.254803955625355,0.745196044374645,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1975,0.255255797045779,0.744744202954221,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1976,0.257020663953635,0.742979336046365,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1977,0.261095060894435,0.738904939105565,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1978,0.265156977203309,0.734843022796691,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1979,0.268932822246959,0.731067177753041,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1980,0.269160717180857,0.730839282819143,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1981,0.26802928864132,0.73197071135868,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1982,0.266378712417117,0.733621287582883,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1983,0.265519050604585,0.734480949395415,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1984,0.26563111120003,0.73436888879997,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1985,0.265400746072664,0.734599253927336,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1986,0.265559887088248,0.734440112911752,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1987,0.26520108934352,0.73479891065648,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1988,0.264178692424294,0.735821307575706,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1989,0.263312541018428,0.736687458981572,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1990,0.261963269079304,0.738036730920696,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1991,0.260579575930878,0.739420424069122,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1992,0.259323328302757,0.740676671697243,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1993,0.258618134275033,0.741381865724967,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1994,0.259188143221337,0.740811856778662,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1995,0.261975011927105,0.738024988072895,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1996,0.266008478920695,0.733991521079305,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1997,0.27254604955595,0.72745395044405,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1998,0.279520189099322,0.720479810900678,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",1999,0.287082534950445,0.712917465049555,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2000,0.295714378383746,0.704285621616254,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2001,0.302408841927418,0.697591158072582,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2002,0.308207184167341,0.691792815832659,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2003,0.314470201344851,0.685529798655149,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2004,0.321440290305863,0.678559709694137,"fully_supported","yes",1,-0.000000000000000111022302462516,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2005,0.329737716734616,0.670262283265384,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2006,0.338369632056512,0.661630367943488,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2007,0.345735137375364,0.654264862624636,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2008,0.350519175652914,0.649480824347086,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2009,0.352191950725991,0.647808049274009,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2010,0.356982068324919,0.643017931675081,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2011,0.363252037037877,0.636747962962123,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2012,0.369798053164763,0.630201946835237,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2013,0.376095241802184,0.623904758197816,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2014,0.381620482253811,0.618379517746189,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2015,0.387924820450795,0.612075179549205,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2016,0.395308205149511,0.604691794850489,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2017,0.403269074270857,0.596730925729143,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2018,0.410814891644261,0.589185108355739,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2019,0.416849754718616,0.583150245281384,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2020,0.420171579264746,0.579828420735254,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2021,0.424838692801326,0.575161307198674,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2022,0.428455287291057,0.571544712708943,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2023,0.431208784044734,0.568791215955266,"fully_supported","yes",1,0,"PASS"
"S29E_STOCK_FLOW_CONSISTENT_CORE_CAPITAL_AGGREGATION",2024,0.436334624589277,0.563665375410723,"fully_supported","yes",1,-0.000000000000000222044604925031,"PASS"
