"run_id","det_tag","include","LRinclude","window_tag","window_start","window_end","P_MIN","P_MAX","T_window","T_eff_common","feasibility_share","best_cell_id","best_BIC","theta_best","theta_bandwidth_dBIC2","alpha_y_med_dBIC2","alpha_k_med_dBIC2","stability_margin_best"
2,"SR_const__LR_none","const","none","shaikh_window",1947,2011,1,7,65,57,1,"p01_K_only_const_none",-535.616932300473,0.860278640549702,0,0.107803155680603,0.122960420768635,0.0818180274857881
