"run_timestamp","variable","year_min","year_max","n","min","q25","mean","median","q75","max","sd","fragility_flag","figure_scope"
"2026-06-02 10:40:56 -04","theta_tot",1929,2024,96,0.834775099445069,0.838186073561676,0.839783086893688,0.839220697640842,0.840797814449924,0.845070441012012,0.0023533368030834,TRUE,"theta_tot_only"
