"run_timestamp","variable","year_min","year_max","n","min","q25","mean","median","q75","max","sd","reconstruction_window","reconstruction_year_start","reconstruction_year_end","anchor_type","anchor_year","anchor_value","anchor_mu_t","fragility_flag"
"2026-06-02 10:40:56 -04","mu_t",1929,2024,96,0.632100221907304,0.864977424995553,0.921762120244646,0.935330073324851,0.980452216032309,1.21521152830197,0.102339866108747,"fordist_core",1945,1973,"point_year_external_pinch",1973,1,1,TRUE
